sample,STAT1,CXCL9,SMAD3,IFNG,KLRB1,TGFBR1,CD3D,ITGAM,CD163,GZMA,CD68,NKG7,MS4A4A,GNLY,TGFB1,CD8A,IDO1,IL10,CD14,CD79A,CD3E,PRF1,CXCL10,CD4,CD8B,CD2,MS4A1,CD19
TCGA-EB-A41A-01,5.5457,3.208,2.6895,-3.816,-2.9324,4.7814,1.8201,-0.4521,2.9052,1.2455,5.5157,1.9264,1.5563,-0.1993,5.1429,0.4125,-2.1779,-3.458,4.2766,1.8643,1.6785,-0.6193,3.4894,2.3337,-0.3752,1.125,-0.8599,-2.8262
TCGA-55-6982-01,7.3543,5.6256,3.9901,-0.6643,0.1903,4.0705,3.1924,4.0287,5.8105,2.8661,8.3494,3.2374,4.4509,2.7227,5.2369,2.2237,6.8769,0.1257,6.6967,5.2388,3.5815,2.7051,5.961,5.9035,1.6093,3.4156,2.1734,1.7912
TCGA-RC-A7SH-01,4.3234,0.7748,3.2313,-5.5735,-1.2828,1.6695,1.8282,-2.3884,0.1519,-0.5125,1.9415,1.3623,-1.4305,0.434,3.644,-0.5543,-1.9942,-9.9658,6.6256,-1.5522,0.679,-1.8314,0.7146,0.7916,-3.458,0.058,-3.0469,-9.9658
TCGA-CC-A3MA-01,7.8657,2.828,4.3385,-4.6082,-0.3022,3.0637,1.4859,1.4756,1.0573,0.7916,4.3256,2.1345,0.9191,1.7489,4.6949,0.8246,-1.5105,-5.0116,5.3388,-1.2828,1.7273,0.3685,2.5948,3.1876,-0.5332,1.1897,-3.6259,-4.2934
TCGA-DD-A3A5-11,3.222,-0.4325,1.5854,-5.5735,-0.3566,0.5859,-1.4699,-2.114,2.2663,0.3685,4.7804,2.5413,-0.1187,0.7493,0.4016,-1.2142,-1.9942,-3.6259,9.2403,-1.685,0.2277,0.099,-0.2671,4.9303,-2.6349,-1.2481,-3.1714,-3.816
TCGA-RC-A7SB-01,5.5126,2.4544,2.5213,-4.6082,-1.2481,1.7702,0.9268,1.2815,2.9581,0.3907,4.843,1.2875,1.5998,0.7493,2.1606,-0.5973,0.7999,-4.6082,6.8286,-2.114,0.7664,-0.394,5.2254,4.867,-1.0862,-0.0574,-4.6082,-3.3076
TCGA-CM-6164-01,6.5297,5.1926,3.716,-1.6394,-0.2845,3.3675,2.6693,-0.013,2.6738,2.7508,6.0668,3.6748,0.8082,3.1245,3.7678,2.05,5.0326,-2.3884,3.6312,2.0289,2.8422,1.8323,5.3583,2.9167,3.1908,2.1378,-1.1811,-1.1811
TCGA-ET-A3BW-01,5.9885,0.7058,4.7127,-5.5735,-0.5332,4.4384,0.7579,0.7916,1.7229,1.683,3.5694,2.2513,1.0363,1.125,5.4536,1.177,-2.9324,-1.5951,5.4209,-3.1714,1.2516,0.6332,-0.0574,3.136,1.4704,0.9789,-5.0116,-5.0116
TCGA-09-0369-01,4.2609,-0.4921,3.863,-9.9658,-2.7274,2.5876,-0.2328,0.9935,4.2373,-0.1665,5.7247,1.4335,3.1442,0.688,4.8734,-0.8599,1.934,-0.5756,6.6806,-0.6643,-0.1665,-1.5105,2.496,4.0375,0.7579,-1.2828,-4.6082,-3.3076
TCGA-E2-A2P6-01,4.9284,3.4517,4.0567,-3.3076,-0.2159,3.2205,1.7185,6.3472,2.6895,1.3623,5.8684,0.9935,2.3677,-0.4921,4.7016,0.6517,0.7579,-1.2142,5.4132,1.7316,2.2633,-0.9406,3.6347,4.6183,0.0718,1.6558,-1.4305,-2.3884
TCGA-VD-A8KF-01,4.6685,-0.2498,3.5249,-4.035,-3.3076,4.0046,0.2642,-0.2328,1.7185,0.6517,5.963,0.7832,1.1316,-1.4699,2.5413,0.346,-2.2447,-2.114,4.6628,-1.1488,0.2029,-0.4521,0.2029,2.1047,-1.8314,-0.3383,-9.9658,-2.8262
TCGA-EL-A4JZ-01,7.2466,6.3953,4.5117,-0.4325,1.46,4.7613,3.8105,3.1028,5.8365,4.149,6.6405,4.4964,3.5212,4.0867,6.3064,3.87,3.1829,-3.1714,6.2134,4.5934,4.6428,2.0254,4.9327,5.5242,2.3222,4.041,-0.4131,-0.1665
TCGA-M7-A722-01,2.128,-2.8262,1.0293,-5.0116,-2.9324,0.4865,0.044,-2.4659,2.376,-1.0862,3.3307,-0.2159,0.2522,-0.7346,3.3206,-3.0469,-0.6193,-6.5064,3.0428,-1.3548,-1.2142,-3.0469,-1.1488,1.0007,-2.0529,-0.4131,-9.9658,-4.6082
TCGA-CV-A6K0-01,7.7301,7.1811,4.784,-0.1828,1.4174,4.2788,4.6854,1.2992,4.3681,4.0269,6.4293,4.9069,3.0774,5.0892,5.9378,3.9261,5.2518,0.9568,5.8488,2.8622,5.0605,2.6783,8.166,5.2917,2.5683,4.95,2.3981,0.5666
TCGA-24-1419-01,6.5358,-3.6259,5.1339,-9.9658,-9.9658,2.9875,-4.035,-1.0862,1.3109,-5.5735,3.795,-2.114,1.0293,-3.6259,5.6127,-2.8262,-3.0469,-1.0262,3.5754,1.9452,-4.6082,0.346,4.8079,2.4198,-9.9658,-5.5735,-9.9658,-2.9324
TCGA-S6-A8JY-01,5.3995,6.1301,4.86,-0.0574,0.6517,3.7324,3.4277,2.824,4.38,3.8611,6.255,4.0523,2.6185,3.0463,4.6148,1.9822,2.5828,-0.5756,4.9458,4.1178,3.4116,2.3193,4.2404,4.3924,0.6699,3.0791,3.4411,2.909
TCGA-AO-A1KT-01,5.6285,1.8996,2.183,-5.5735,-0.6416,4.0558,1.7912,2.5338,4.3709,2.0776,6.6717,1.5415,3.2189,0.9493,4.838,1.0079,5.3241,-0.3201,5.9975,1.0222,2.2175,-0.1993,2.6278,4.5142,-0.7346,1.3511,-0.9971,-1.7809
TCGA-N9-A4Q1-01,4.7945,-2.2447,3.1162,-9.9658,-0.9686,3.4464,0.8883,-1.0862,4.2699,1.9149,4.3737,2.2082,2.1574,0.4016,3.2632,0.4865,3.1717,-0.5756,5.0343,4.8289,1.5316,-0.4521,1.5514,1.6327,1.4494,0.099,-2.8262,-1.3183
TCGA-12-5299-01,6.5237,0.9642,2.9544,-9.9658,-2.114,4.061,-1.7809,2.05,7.2508,-1.8836,6.738,2.236,5.0086,3.4635,5.0917,-2.5479,2.9032,1.2147,7.7001,-3.1714,-1.0262,-0.0425,6.4833,4.9626,-4.6082,-1.0262,-6.5064,-2.0529
TCGA-29-1761-01,5.1985,4.0225,1.0711,-2.2447,-0.6193,1.4441,2.3222,0.3685,3.755,2.9128,5.3295,3.6961,1.8484,0.7999,3.5863,1.8604,3.1377,-1.3548,5.2361,0.2881,2.328,-0.6873,5.2954,3.5621,1.3167,2.5683,-4.2934,-0.0277
TCGA-33-4587-11,5.2153,2.7139,2.9205,-0.3383,3.0893,2.9071,4.8505,2.945,5.7703,4.6101,8.6392,5.8659,5.6401,6.0,4.9146,4.0593,3.7898,1.46,6.4473,3.3993,4.1772,3.8481,3.8136,5.3129,3.4424,3.928,1.816,-0.0877
TCGA-BJ-A0ZJ-01,6.7457,5.4111,4.5952,-0.0574,2.5731,4.2419,5.1518,2.7784,4.3681,4.4816,6.4745,4.9045,2.9469,2.2113,5.3002,4.041,2.7292,-0.3022,6.4766,6.5741,5.5404,2.6278,4.1392,5.2936,2.7422,4.6999,4.7138,3.2313
TCGA-P5-A5EX-01,5.8563,1.3956,3.8531,-3.1714,0.5069,3.958,2.9032,3.4143,5.7916,3.2297,7.1084,3.2435,4.0952,1.6649,5.1094,2.0218,-1.0262,-0.4325,7.6589,2.651,2.7721,1.2147,3.309,5.3107,0.8082,2.5213,-4.2934,-1.5522
TCGA-J8-A3O2-06,5.6713,0.8408,4.4803,-5.5735,0.605,4.8248,1.1382,0.9038,4.7421,1.3956,4.5766,2.1638,2.7422,5.7858,5.6085,1.2271,3.2205,-4.6082,4.1252,-0.6193,1.8722,0.4233,-0.5543,2.8381,0.2642,1.4704,-3.0469,-3.816
TCGA-DJ-A4V2-01,6.2515,1.5902,5.0743,-2.6349,1.0503,5.2694,2.2113,2.667,3.5935,2.2482,6.1004,1.9073,2.7161,2.7465,5.275,1.8119,0.8164,-2.5479,4.8141,1.0983,2.9893,0.058,1.334,3.9079,1.0642,2.7679,-0.4131,-2.1779
TCGA-HT-8563-01,7.9795,5.0361,3.9403,-2.2447,1.2085,5.6476,3.2127,4.9463,9.5957,3.755,9.8195,3.4384,6.9899,3.4504,5.6918,2.6693,7.4984,3.0287,8.9073,-1.5522,3.7464,2.7721,5.4565,7.3391,1.3679,3.5387,-3.0469,-0.1665
TCGA-J8-A3O2-01,6.1073,4.1178,4.5021,-4.035,1.5854,4.2601,3.5312,2.1606,5.1563,2.9167,5.3548,2.6624,3.5149,5.0657,5.109,2.3843,3.4791,-0.3566,4.4176,5.0401,4.1954,0.7916,1.5563,3.6905,1.7141,3.2722,4.1384,2.2237
TCGA-E9-A3HO-01,6.0624,6.3116,2.1638,-1.5951,0.9862,1.7995,3.7138,0.6608,2.9356,3.0637,5.0739,4.1384,2.2603,3.6324,4.0233,2.727,2.4063,-1.685,4.1867,1.674,4.1441,1.0433,4.637,3.8896,1.3567,3.4437,0.6517,-0.8084
TCGA-A6-A567-01,5.7043,0.605,3.6793,-3.3076,-0.9971,3.5237,1.2333,-1.0262,1.9712,0.0718,5.6571,-0.6416,1.2147,-0.3383,3.1294,0.058,0.6517,-1.9942,3.4765,1.5709,1.2875,0.7058,2.1313,2.1541,1.9527,0.8647,0.3115,-1.1488
TCGA-58-A46N-01,6.1741,2.0878,4.9065,-1.4305,-1.3548,4.182,1.683,-0.4521,2.296,2.3704,5.6291,3.0305,1.2516,3.5559,5.5015,1.3225,0.6425,-1.8836,3.5959,1.0151,1.8643,1.4335,3.2587,2.1606,0.1776,1.7053,-2.6349,-2.7274
TCGA-D3-A3ML-06,6.6122,-0.2328,3.7453,-5.0116,-3.0469,4.844,-1.2828,-2.1779,1.4228,-0.7346,4.701,-0.4719,-0.8863,-1.4699,1.1641,-1.6394,-0.4521,-5.5735,1.3846,-1.2142,-0.5125,-2.1779,0.5666,0.099,-1.7809,-0.394,-3.6259,-4.6082
TCGA-CG-4466-01,5.5531,4.8856,3.9251,-1.2481,-0.5756,3.5287,2.6783,0.1648,2.9243,2.6161,6.0531,1.5514,1.9377,4.4236,2.8402,-0.5332,3.1765,-1.0559,3.3134,-0.394,2.4225,1.412,4.5838,2.1476,-1.8314,2.5924,-2.8262,-2.2447
TCGA-A3-3383-01,6.4153,4.6594,3.5411,-1.1488,3.6042,2.8178,4.9524,1.8762,5.8435,4.8739,7.4832,6.4295,4.3834,4.9746,6.8409,3.1523,6.0934,-1.3183,7.0147,0.2762,4.7426,3.8876,5.8652,5.0268,2.4779,4.402,-1.3183,-1.4699
TCGA-NJ-A4YI-01,5.7353,0.4233,2.6395,-3.6259,-0.013,2.8522,2.5511,4.0994,5.3827,1.6234,8.1919,1.2875,4.84,4.402,5.7874,0.2154,0.7664,-1.5105,5.6619,1.787,3.1145,4.3674,1.4911,5.8868,-0.3022,2.7951,-3.1714,-2.0529
TCGA-D8-A1XJ-01,6.0257,3.0688,4.1644,-5.5735,-2.9324,4.6594,0.5271,1.8201,4.1836,-0.3383,6.7509,-0.4325,2.7379,0.0014,3.7193,-0.7588,0.7233,-0.7588,4.5976,0.0854,0.7058,-0.9406,3.9561,4.2134,-1.6394,0.9568,-5.5735,-4.035
TCGA-VT-A80J-01,7.9226,7.2308,6.5016,1.4228,0.9268,4.4344,5.4964,4.445,8.0387,6.0459,9.3745,6.7118,6.2704,3.5875,7.6187,5.5345,5.9026,2.609,8.5822,2.5313,5.4826,4.4377,6.9787,6.8375,4.449,5.4239,-2.2447,-1.685
TCGA-Q1-A73Q-01,6.8555,0.8726,5.3284,-4.2934,0.9038,3.47,3.2466,0.4552,0.9191,1.7403,5.66,1.7185,-0.3201,2.4831,4.2335,0.8805,2.1638,-0.1031,2.8178,3.2602,2.9911,0.2154,3.4556,2.9692,0.8568,3.4713,1.1512,-0.6643
TCGA-BQ-5880-01,4.9663,1.9527,2.3843,-2.6349,1.334,2.9128,3.8198,0.8726,4.0375,3.325,6.3299,3.9506,2.7379,2.3816,3.4034,2.5756,3.0533,-2.9324,5.2235,2.77,3.9478,1.7912,2.3308,3.9974,1.6695,3.2722,-0.5756,-1.3921
TCGA-EE-A2GB-06,7.6762,4.9336,3.6827,-1.2142,-1.4305,5.6112,1.9188,1.105,4.2088,1.787,7.0382,3.0791,2.8034,1.8722,3.835,2.0395,1.7009,-1.0262,5.235,2.5948,2.4279,1.2934,4.8709,3.7815,0.8408,2.0673,0.0014,0.434
TCGA-24-1845-01,5.9791,2.0465,2.0111,-3.3076,-3.816,0.9493,-0.7834,1.0363,3.6838,-0.1504,5.7991,2.1734,1.7403,2.4985,3.1409,-2.3147,6.1639,-1.3183,5.2518,-2.1779,0.5955,-1.3183,5.9098,3.2389,-2.3147,0.2522,-6.5064,-9.9658
TCGA-AA-3516-11,6.2271,2.971,4.538,-1.4305,3.0234,2.1894,4.9222,0.1124,3.6737,5.3093,7.2691,4.839,2.9507,3.3379,3.9308,4.4067,2.6487,-1.3183,5.9402,5.1404,4.7709,2.6441,3.2297,4.3378,2.9747,4.3484,0.5859,0.5763
TCGA-HU-A4GP-11,5.0224,1.1382,4.1128,-6.5064,0.058,4.3449,1.2934,1.2394,3.8228,1.5612,5.2196,1.8484,3.4197,0.5763,5.2961,1.8722,-0.2671,-1.2828,4.677,-3.0469,1.7744,0.24,1.3623,2.8877,0.3907,0.9115,-2.9324,-2.4659
TCGA-ZB-A96L-01,5.811,1.5216,5.044,-2.7274,0.8568,4.6029,6.634,1.8201,3.668,1.5709,5.406,3.2885,3.5887,3.4635,4.9865,5.9679,2.9128,-0.8863,5.7735,2.9637,6.435,1.125,4.2033,5.3173,6.9281,4.2884,-1.0559,-2.5479
TCGA-BA-6870-01,4.8207,-0.9686,4.481,-4.6082,-1.2828,4.4337,3.2632,0.4761,0.6332,1.9188,4.8802,2.1476,-0.6643,2.6395,5.8568,0.099,1.4704,-0.9132,4.3435,6.3773,3.1409,1.0642,1.7744,2.5828,-1.2481,2.2753,2.362,1.5758
TCGA-73-4666-01,8.2173,8.591,4.4236,2.043,1.9111,2.6556,4.9833,3.2267,7.0655,5.5546,9.5718,6.5083,5.3151,6.1731,5.2165,5.0892,6.2132,0.547,7.0263,1.8242,5.4413,5.0854,6.6726,6.3611,3.9746,5.0833,0.24,-1.2828
TCGA-MV-A51V-01,3.3787,-1.7322,3.0092,-4.2934,-3.0469,2.328,0.688,-2.4659,0.8647,-0.8599,4.66,-1.6394,-0.2498,-2.2447,3.4622,-1.7809,-2.7274,-3.816,1.9749,-0.8863,-0.8863,-2.2447,3.8983,1.4335,0.1648,-1.8836,-1.9942,0.0014
TCGA-77-A5G6-01,5.2277,3.2002,4.9294,-2.3147,-0.2328,2.2513,2.0604,1.3623,3.7678,1.5563,5.5432,2.296,2.5972,1.3511,4.2714,0.8488,1.787,-1.2481,4.1587,3.5779,2.4198,0.547,2.828,3.695,0.1648,1.2815,1.9149,0.547
TCGA-5P-A9K4-01,5.3049,-2.6349,4.5161,-4.2934,-0.0877,3.4371,0.517,1.4065,2.4332,0.6425,8.346,0.8883,2.5163,0.0718,5.1784,-1.1811,2.409,-3.0469,5.3327,-0.0425,0.3231,-1.2481,-1.4305,3.2526,-1.8314,0.4016,-3.458,-4.2934
TCGA-VD-A8KE-01,3.1491,-2.4659,2.4675,-9.9658,-3.816,3.287,-2.2447,-0.2328,2.2872,-3.816,5.3107,0.4657,1.787,-0.3752,2.96,-3.3076,-6.5064,-4.2934,4.9691,-0.7346,-0.9406,-1.4699,-2.8262,2.3677,-4.035,-2.3147,-9.9658,-3.6259
TCGA-56-A4BX-01,5.142,-3.816,5.5904,-9.9658,-5.5735,3.7324,-2.4659,-0.5543,1.4441,-5.0116,3.9223,-0.4719,0.5069,-0.9132,4.4602,1.3791,0.058,-3.1714,3.0995,-0.0277,-1.6394,-3.458,-2.2447,2.1476,2.1862,-3.6259,-4.035,-2.3147
TCGA-34-7107-01,7.2387,4.7082,5.4293,-1.2142,0.044,4.9322,2.4544,2.5388,5.1922,2.3564,7.4507,3.2096,3.6242,2.791,6.6599,1.934,2.2573,-0.2328,5.7632,4.562,3.0688,1.6234,5.0492,4.6977,0.7407,2.3592,-2.0529,0.2642
TCGA-BR-A4J9-01,5.6053,3.7464,3.8778,-4.6082,1.334,7.2014,3.1261,1.1382,3.1129,1.9859,4.347,3.0323,2.5972,1.5415,5.3216,1.1577,1.595,-2.0529,3.5187,5.504,3.6312,0.3231,2.9674,3.1939,0.5859,2.7889,3.9865,1.3283
TCGA-BJ-A290-01,5.6631,0.346,4.1748,-4.2934,-2.1779,5.1958,0.434,-0.1665,1.6558,0.7916,3.3134,1.5115,1.0293,2.1957,5.4353,0.058,2.4279,-4.035,4.427,-2.8262,0.5763,0.2642,0.6969,3.0287,-1.5951,0.2277,-2.4659,-1.6394
TCGA-CV-6955-01,7.6047,4.8033,4.5442,-1.5522,1.5064,2.7029,3.3979,-0.2328,1.7185,3.6312,6.4204,4.1506,0.24,4.7464,4.9103,2.6647,5.4226,-1.7809,5.1543,-0.8599,3.7794,2.7249,5.4549,3.865,0.9343,3.208,-2.3884,-2.9324
TCGA-P3-A5Q6-01,4.4868,3.0411,2.8361,-4.6082,-1.2142,2.826,2.2813,0.1519,4.2943,-1.1172,5.5738,0.2277,2.5388,1.2147,6.2342,-1.1488,0.9268,-2.4659,4.2048,0.4016,1.6327,-0.2328,2.1541,2.6418,-2.2447,1.4065,-5.5735,-4.2934
TCGA-FG-A60K-01,5.093,-5.0116,3.741,-9.9658,-2.5479,3.5791,-3.0469,1.9111,0.5955,-1.9379,5.36,0.2642,1.6374,0.6608,4.1211,-2.114,-3.1714,-1.4305,4.0295,-2.2447,-0.6416,-0.6643,-0.2159,3.8944,-1.0862,-2.9324,-2.9324,-1.4305
TCGA-D7-A4Z0-01,5.0562,2.9948,5.1526,-4.6082,1.9527,4.4304,3.5669,1.1447,1.8323,1.4756,7.1844,3.1507,2.1541,3.0995,5.3005,1.5854,2.5011,-0.3201,4.4777,5.1264,4.0867,1.1641,2.1862,3.8177,0.2029,3.2959,5.1728,2.0254
TCGA-24-2293-01,6.3045,2.8422,4.1466,-4.6082,0.0854,3.8249,2.0254,3.449,5.8233,2.4332,7.2232,4.4423,4.4996,2.8422,5.9493,2.9205,4.5318,1.4065,7.0601,2.9186,3.6646,1.4911,5.5515,5.8377,1.3167,2.9262,1.5758,0.099
TCGA-44-6146-11,6.6088,5.3136,4.6821,-0.1993,2.6067,3.9974,4.5079,4.5886,6.1246,4.8739,9.1276,5.433,5.1855,4.8881,5.8322,4.7619,4.3169,1.105,6.2398,3.3119,5.2803,4.5832,4.9538,6.6558,3.5098,4.936,0.1257,-1.0262
TCGA-QK-A64Z-01,8.0053,5.2529,5.9878,-1.3183,-2.1779,3.8451,2.9167,0.0014,3.2143,3.7248,5.0135,2.9109,1.4704,4.6189,6.1948,1.614,3.6737,-1.4699,5.2423,-3.6259,2.3048,2.1798,6.6874,2.7742,0.4233,1.5998,-6.5064,-4.6082
TCGA-SL-A6JA-01,3.6827,-0.2498,2.1047,-4.035,-2.6349,2.233,0.8488,-1.8314,1.196,0.2881,2.7465,1.7489,-0.6643,-0.0425,2.9052,-0.7834,4.2899,-9.9658,3.4424,-1.685,0.7748,-1.3183,1.3051,0.8961,-1.8314,0.3685,-6.5064,1.9527
TCGA-AC-A2FK-01,6.14,3.7898,4.3111,-2.6349,2.3164,5.2308,3.6312,2.6441,3.3759,3.2647,6.5535,3.2722,2.8974,2.3019,4.3765,3.4817,2.0569,-1.9942,5.2747,3.1987,4.3814,1.8282,3.1572,4.7496,2.6395,3.8788,1.5806,-1.2481
TCGA-VP-A879-01,4.9055,-0.8339,4.0969,-9.9658,-1.6394,3.011,1.5115,0.3346,1.0151,-0.3383,3.2526,0.9568,0.6969,-0.4131,3.6759,1.3283,-0.1993,-4.6082,3.6872,0.0718,1.5806,-0.1828,1.46,1.9749,2.0004,1.0573,-4.2934,-1.3921
TCGA-29-A5NZ-01,6.7129,3.4197,4.686,-0.9132,-1.0862,5.1752,0.8246,2.0535,4.2173,0.4657,5.445,1.7316,1.7912,-0.5543,4.7263,0.5763,1.8323,1.5216,5.6761,0.1257,2.1411,0.9115,5.5386,4.4719,-1.4699,1.6964,-2.9324,-0.0277
TCGA-CG-4462-01,5.6874,3.8759,5.0777,-2.8262,1.674,5.018,3.242,4.4101,6.4796,2.7508,9.1284,3.3993,6.5298,2.6232,6.5092,2.1345,3.7888,2.3394,7.6508,2.8381,3.9031,1.8918,3.741,5.6551,0.2998,3.6623,-1.9942,-2.1779
TCGA-HC-8265-01,6.09631761985,4.26238924892,2.90515984644,-1.63933268913,-0.123953101661,3.07629028169,2.71682669522,-0.261310087863,2.23195948793,1.84170727856,4.81099565584,1.87226358407,1.77441780357,0.500133566989,2.14981283616,1.22094301649,1.91492317509,-1.14882890135,2.65177168053,-0.575593893078,3.28998466174,0.48647966512,3.8057310489,3.17327300196,0.071749445802,2.15413960684,-0.7265957737,-2.57631686177
TCGA-37-4129-01,4.2833,-0.6873,2.3816,-5.5735,-1.8314,5.2958,-1.0559,-1.0262,3.2251,-0.1665,5.0601,0.5859,3.3336,0.7999,3.8085,2.7615,1.3679,-1.7322,6.1067,-2.1779,-0.1993,-1.0862,0.4016,3.3364,1.7912,-0.8339,-2.4659,-5.0116
TCGA-DD-AAVZ-01,6.314,-0.0425,3.5161,-5.5735,1.2209,2.6302,1.816,-0.9971,2.727,1.5115,5.4053,0.9716,1.9749,-0.1828,2.4727,-0.8863,-0.3752,-4.2934,8.9401,0.517,1.9968,0.2029,1.7828,3.1604,-1.4699,1.595,0.3796,-1.9942
TCGA-E9-A1RF-11,5.8841,3.6242,4.447,-2.2447,0.6332,4.2578,1.4441,3.8451,5.9151,2.7314,7.8627,3.3379,6.1123,2.5972,3.835,1.2394,0.6332,1.6604,6.1492,-0.9971,2.3106,1.3167,1.4756,4.9996,0.0718,2.1147,-0.8599,-3.3076
TCGA-DJ-A13R-01,4.9978,6.3735,1.3283,0.4865,1.3225,0.8164,5.0726,1.0433,4.0436,5.3889,4.9621,5.824,2.5363,4.4855,3.0533,3.8808,5.1277,-2.0529,5.0131,2.7336,5.0113,2.362,3.7367,4.162,2.4985,4.2855,-1.0559,-1.3548
TCGA-DD-A116-11,4.2995,2.9432,2.0289,-3.3076,0.9343,1.5013,2.0946,-0.2671,4.4176,2.3019,5.2087,3.5449,2.3649,1.5806,2.0111,1.2815,-1.0862,-2.8262,7.5071,1.1382,2.3926,1.4441,3.623,6.0601,0.3573,1.4281,-0.8863,-2.3147
TCGA-E9-A1R4-01,8.7376,6.8973,3.9801,-0.0277,1.0293,5.404,4.4061,4.5976,5.8475,3.794,8.043,3.8289,4.0653,4.026,5.0922,3.3379,4.2165,0.5666,6.5173,2.6114,4.943,2.05,7.0352,6.3243,2.4171,5.0326,1.9786,-0.7108
TCGA-3U-A98F-01,5.6574,2.6114,4.0225,-3.816,-1.3921,3.7116,1.5165,2.081,5.4735,1.2023,6.635,1.9786,5.4138,0.4865,5.2799,1.0915,0.8488,-1.5105,6.4318,0.0718,1.5902,0.4865,2.5363,5.1301,-1.1811,1.0573,-1.9379,-2.4659
TCGA-C5-A1MF-01,4.0884,1.4547,0.7407,-2.3147,0.3685,1.0433,4.1327,-0.2498,3.2112,4.0153,4.2434,4.4189,0.7832,5.101,3.2359,0.8726,2.3816,-3.3076,5.2642,1.6604,2.3649,1.0983,3.2541,1.3623,0.434,2.4332,-2.2447,-1.1172
TCGA-77-8145-01,6.6007,2.4035,4.5994,-9.9658,-1.3921,2.9692,3.0376,2.1957,4.0445,1.9073,6.949,2.6067,2.7139,3.2752,6.6622,0.7916,2.6647,-2.1779,5.931,4.2781,3.0825,1.7403,3.9459,4.4945,0.5955,2.0004,0.058,0.8164
TCGA-LL-A740-01,5.3712,2.1766,3.38,-4.2934,-0.2671,4.4602,2.4649,2.6302,4.6035,0.8082,6.8592,1.3167,3.8269,0.03,5.2426,0.044,0.7916,-0.9971,5.7342,1.7489,2.296,0.1903,2.826,4.5117,-0.8084,2.828,-1.7322,-3.816
TCGA-F5-6863-01,5.3965,-0.3383,4.3583,-4.6082,-0.2498,3.0181,1.5115,-1.3921,0.0718,-0.1993,4.3292,0.4552,-0.8339,-0.2671,3.1844,-1.3921,1.1316,-5.0116,2.8522,0.1388,0.9493,-1.1172,0.6517,1.4441,1.8242,1.0642,-2.7274,-3.3076
TCGA-06-2565-01,7.0166,1.8957,3.8876,-3.458,-0.4719,4.2312,0.8488,1.4065,4.174,1.1833,6.7357,0.9716,3.7919,2.0465,5.546,0.7233,-0.6193,0.4016,6.2561,-1.2142,1.3167,0.5955,4.6358,5.4169,-0.5973,1.3397,-3.458,-0.8599
TCGA-33-AASD-01,7.0643,4.0645,5.8397,-1.5105,-2.9324,3.4726,2.6962,1.9302,4.1094,3.0092,8.3635,2.5288,1.8078,2.9224,6.9594,1.0779,2.4779,-0.7108,5.2246,-3.3076,2.5137,1.8683,5.6456,2.651,-0.2671,1.4335,-4.6082,-3.3076
TCGA-ET-A3BS-01,7.6788,6.0135,4.2088,-0.5543,2.5313,4.9402,4.5047,2.3898,5.2323,4.7523,7.0396,4.5034,4.4926,1.9931,4.8704,4.2465,2.9692,-1.2481,5.2552,6.8334,4.8395,2.4386,4.9435,4.8885,2.6067,4.49,1.2576,1.674
TCGA-BH-A0BZ-01,8.5581,7.8715,3.4384,0.7999,1.9302,4.225,5.4803,3.0056,5.9274,4.9905,7.7576,5.8258,3.9626,5.3169,5.6085,4.8053,5.7401,0.7407,6.2638,3.2466,5.8089,3.2374,7.75,5.8166,3.5523,5.3937,0.605,-0.7834
TCGA-22-5478-01,6.2876,4.182,5.0579,-1.6394,1.4065,2.8034,3.6725,2.4198,4.7399,3.2049,7.5217,3.417,3.5486,3.6277,6.1152,1.9111,5.8382,-0.7588,6.1904,5.4446,4.01,2.1213,3.5935,4.7872,0.5568,2.982,3.3925,2.1444
TCGA-MN-A4N1-01,5.1102,-0.1665,4.5946,-5.5735,-0.9406,2.7657,1.0915,2.3308,3.0092,-0.0425,5.0113,0.6425,1.8801,0.03,5.6194,-0.3022,2.872,-1.7322,5.1281,1.4011,1.5709,-0.3752,0.8647,3.3661,-1.2481,1.1117,-1.9379,-0.7346
TCGA-IQ-A61O-01,5.3747,2.7931,3.1523,-3.3076,-1.7322,4.7165,2.3649,2.5188,5.3844,1.3109,7.588,1.8036,3.6737,0.9493,7.2186,0.7321,0.2522,0.8647,6.8392,1.0915,2.6138,0.0718,3.1844,4.858,-1.2142,1.934,-0.7108,-1.9942
TCGA-92-8063-01,6.9881,4.0198,6.3532,-0.9132,0.2154,3.3925,3.2466,2.8799,4.6617,3.1028,7.7879,3.4129,3.4116,3.9175,6.1585,2.3019,4.5442,0.0718,6.0288,2.676,2.9893,2.0147,4.166,4.6933,0.8246,2.8462,-1.6394,0.7058
TCGA-55-7911-01,8.3931,5.6656,3.0498,2.6019,2.299,3.2737,5.4754,2.6161,5.9076,4.844,7.3871,4.846,4.5497,7.3772,5.4148,4.7225,5.4709,1.0642,5.5787,5.2258,5.6165,3.9079,7.3639,5.2114,2.8819,5.5832,3.0671,1.3679
TCGA-ED-A627-01,6.6875,4.7274,3.2343,0.0158,3.5149,2.7826,4.1772,2.299,6.0142,4.591,6.9615,4.918,3.9299,2.5437,5.243,4.4951,1.8201,-0.5756,8.6574,3.9496,5.1449,3.0376,6.4657,5.5302,3.1112,3.7017,1.0433,-0.0877
