drug,rho_ic50,p_ic50,rho_auc,fdr_ic50
EHT-1864,0.20375219193954858,9.527728902302863e-10,-0.06210430285985771,1.7246395354801387e-09
EPZ004777,0.29147596697365286,3.2054891550075633e-19,-0.07961247715366974,7.639749152768025e-18
EPZ5676,0.3036846327687837,9.67168486454453e-21,-0.12761028288239118,5.553832136167249e-19
ERK_2440,0.08285914218969416,0.029412666038160395,-0.026449806004404875,0.0308132691828347
ERK_6604,0.1366917634513177,0.0003138130851918309,-0.015888952600728288,0.00035196291123475935
Eg5_9814,0.2370337963849818,3.146579410056672e-10,0.21025746398023876,5.999478075174721e-10
Elephantin,0.2134426797124848,1.4616669064053364e-08,0.13981319928733305,2.284353744436755e-08
Elesclomol,0.3320611738771011,2.693570711077006e-06,0.2759869609340643,3.550051720589971e-06
Entinostat,0.24216214314910667,1.0261246925751056e-12,0.21075448127673926,3.089175390278739e-12
Entospletinib,0.12739077011163563,0.00021413545561925826,-0.05789222074280262,0.00024399498130321857
Epirubicin,0.24970962515591585,2.924499075192822e-14,0.1836304661430877,1.3276297388970587e-13
Erlotinib,0.1780189365048778,7.867098623648737e-08,-0.03810372292133396,1.1538411314684815e-07
Fludarabine,0.20619529665330544,4.518258651074089e-08,0.11244815150102713,6.730322782329111e-08
Foretinib,0.18104239422700952,4.932630674908769e-08,0.13212893083445368,7.309494160745637e-08
Fulvestrant,0.260379435469617,1.6030314828872128e-15,-0.09062092264964192,1.1182122051359582e-14
GDC0810,0.23939925851760313,3.385909333889739e-13,-0.20443254802328137,1.152821511300554e-12
GNE-317,0.09544428546008935,0.004440270524710679,0.05266305412489075,0.004720882416606893
GSK-LSD1,0.2459272765428674,5.788127830832101e-11,-0.1398223493276874,1.2636676027618177e-10
GSK-LSD1-2HCl,0.2216999731561236,2.120573003905626e-09,-0.13146290050826512,3.6756598734364186e-09
GSK1904529A,0.23985316913032195,2.46709784985921e-13,-0.0369512106255031,8.710987469873259e-13
GSK2110183B,0.14096721245293217,0.00020123767861031461,-0.08462345569592467,0.0002302159043301999
GSK2256098C,0.24661618940828645,4.9372063550667254e-11,-0.2304219969908594,1.0946054399605298e-10
GSK2276186C,0.22333131720112356,2.93528702345828e-09,-0.007514996764625942,5.026898734784838e-09
GSK2578215A,0.2081692940361655,2.8707498705366255e-10,-0.18326515258903997,5.58526845560187e-10
GSK2606414,0.2423746296630288,1.3747605595923394e-12,0.053772703194024066,4.095640833785511e-12
GSK269962A,0.3419198703718461,8.635014373018443e-08,0.23332551459586598,1.2600071993282013e-07
GSK2801,0.27900980873173165,8.028152524240626e-14,-0.09473675184925506,3.233875523849041e-13
GSK2830371,0.28898695245787537,4.568379886020864e-15,0.0016738385362888432,2.41954934704068e-14
GSK2830371A,0.25433358707745335,1.1574899706949317e-11,-0.0699845718596023,2.8786272314673953e-11
GSK3337463A,0.29587323317169123,1.989541586854195e-15,-0.06507633582927658,1.2803716400989971e-14
GSK343,0.25252036564806235,1.1634971311128045e-14,-0.05166901199856495,5.6400030423434255e-14
GSK591,0.20863983987349918,2.7974769582799643e-10,-0.03797467786178165,5.479989110055272e-10
GSK626616AC,0.2900854667903745,7.279703332136445e-15,-0.20671855437272607,3.71784848748397e-14
GW441756,0.23086477070415612,2.641212419495568e-12,-0.160554182021816,7.553867519757324e-12
Gallibiscoquinazole,0.2294013542152742,1.0549247395319642e-09,-0.14881423962104384,1.8856779719133857e-09
Gefitinib,0.19263320901219222,5.6904299595799804e-09,-0.17870967286605033,9.407300395606211e-09
Gemcitabine,0.2598720731730134,2.104107240722128e-15,0.23370567355175237,1.2803716400989971e-14
HKMTI-1-005,0.22073912623455647,2.3718057266632735e-09,0.10730605210021593,4.0863640832873265e-09
I-BET-762,0.26675226394417856,3.905973599299275e-15,0.18264408999358783,2.1077517913199863e-14
I-BRD9,0.26044086474180833,2.0253573754833543e-15,0.08335967630181729,1.2803716400989971e-14
IAP_5620,0.12614515144114236,0.0009131759082437962,-0.18231968817757904,0.0009968256097623118
ICL-SIRT078,0.2257483889754675,1.0292265070371306e-09,0.07337334223548411,1.8513130881296814e-09
IGF1R_3801,0.15996327764128707,2.4269720554744727e-05,0.11648649618635218,2.9662991789132444e-05
IOX2,0.3882560622761091,2.8591542925807678e-08,-0.3150542139080505,4.349564508926062e-08
IRAK4_4710,0.24320017504343697,9.238196832055777e-11,-0.09661899344274502,1.9427384514470238e-10
IWP-2,0.2805252750441221,1.2290236937839622e-16,-0.16166264465527225,1.0984399263194162e-15
Ibrutinib,0.1624967588104133,2.3265393985258076e-06,-0.008000462562041953,3.0948384557133998e-06
Ipatasertib,0.12782093146617055,0.00012051259914461214,-0.031867710518174025,0.0001424239808072689
Irinotecan,0.2863792516761186,1.3959326047844722e-18,0.24112618292589197,2.495229531052244e-17
JAK1_8709,0.26476101559235193,1.5079691553202336e-12,0.09084088071311508,4.446177097129761e-12
JAK_8517,0.17115027556029505,6.060012273853492e-06,0.08784017844479791,7.772033678574435e-06
JNK Inhibitor VIII,0.2420471203104747,2.1941032265505662e-13,-0.17031479734160554,7.843919034918274e-13
JQ1,0.24738636192444843,6.631217523221604e-14,0.20940224353299813,2.748591611074462e-13
KRAS (G12C) Inhibitor-12,0.272077685565233,1.0094715924590223e-15,0.15385342457617493,7.597601985349483e-15
KU-55933,0.26006376795796365,2.393591775862605e-15,-0.047654474381313226,1.4261817664514687e-14
L-Oxonoreleagnine,0.241728153849679,1.2066358519177631e-10,-0.18658102068914503,2.4759930044042083e-10
LCL161,0.1785420883644135,1.9323252507454548e-07,-0.16237678642993048,2.722389269523153e-07
LGK974,0.2854265142783655,1.91228038631293e-18,0.035627394677843094,3.0384010582527666e-17
LJI308,0.26151291637093416,1.7160797087515684e-15,-0.07744549904956531,1.1685685635784489e-14
LMB_AB1,0.26806585030951074,7.755699990301067e-13,-0.15558290892412197,2.4645891080290056e-12
LMB_AB2,0.2934149581976869,3.46422024207401e-15,-0.17370476918126734,1.942680371045425e-14
LMB_AB3,0.24190526168594656,1.1685872287839384e-10,-0.09761594680451129,2.421854691537728e-10
LMP744,0.288899719184183,9.461192225084114e-15,0.27902079259091417,4.665346510989753e-14
LY2109761,0.23005808557854018,1.5789995468857838e-11,-0.16023491369445295,3.827066698384188e-11
Lapatinib,0.11314865148828072,0.0006359707339033805,-0.025419285338252863,0.0006995678072937185
Leflunomide,0.2968566322474137,1.4981972448300684e-18,0.1535719499116556,2.5204965413023505e-17
Lenalidomide,0.3358541348789367,5.851154540488453e-25,0.02276431484806578,1.6734301985796977e-22
Lestaurtinib,0.2627754523534405,1.6024601271402082e-15,0.2306644518884597,1.1182122051359582e-14
Linsitinib,0.2580021859474034,2.741810599229155e-15,0.028232832560791225,1.6003221048562005e-14
Luminespib,0.14938820375004186,6.3103561849751035e-06,0.12928251021401768,8.056972629030713e-06
MG-132,0.05987514276699093,0.07086562402082665,0.03989084332632504,0.07290492255380009
MIM1,0.20431634354482547,3.321329223978626e-08,0.020624040807952007,5.0259267622110425e-08
MIRA-1,0.2798277010649159,8.496378530230166e-18,-0.022245646806739298,1.0124851081857614e-16
MK-1775,0.28973445100718626,4.865718798804392e-19,0.2796575755370595,1.0172528440660596e-17
MK-2206,0.18846344339383217,1.011289356011471e-08,0.08266535930054773,1.606826421218226e-08
MK-8776,0.252454286928654,1.827371655757514e-14,0.1592162955424807,8.710471559110816e-14
ML323,0.254549434415941,7.357361734487152e-14,0.051754489845451106,3.006007794376179e-13
MN-64,0.1629510326889433,2.059435555724931e-06,-0.15657984561475397,2.765251497358358e-06
Methotrexate,0.14779075048091408,1.9571829259573495e-05,0.07594824563467373,2.40237904216224e-05
Mirin,0.2859043977427081,2.888640023091012e-17,0.1859794109380794,3.059818691126035e-16
Mitoxantrone,0.26168909931991,2.7748446087596175e-12,0.23999456117113546,7.857480773319313e-12
Motesanib,0.3024567395634841,2.5152667343830525e-20,-0.10962332468369453,7.992958733706144e-19
Mycophenolic acid,0.21081542281725085,1.3210362466341763e-08,0.16319232516745608,2.0759141018537057e-08
N-acetyl cysteine,0.14734176544630778,8.126033244597035e-05,-0.19119690821952529,9.643342356658722e-05
N25720-51-A1,0.24748471176547993,1.8158394014050372e-11,0.1786917805157622,4.256803842638038e-11
N27922-53-1,0.2669291569477187,3.5315330388452447e-13,-0.07692019032429354,1.174440057104349e-12
N29087-69-1,0.30135467750123807,1.5380368022886594e-16,-0.06845688538279382,1.3329652286501713e-15
N30652-18-1,0.2986789190156172,2.9177346750975873e-16,0.031063683812425545,2.4543297561114997e-15
NU7441,0.2041689765928384,8.417263528851123e-10,0.08659177029739959,1.533335903981797e-09
NVP-ADW742,0.21243522522867317,1.2120245476104516e-10,0.10294239954158298,2.4759930044042083e-10
Navitoclax,0.1837664567153816,2.3988814629664203e-08,0.10218561311477711,3.6886026796150333e-08
Nelarabine,0.2708440526207693,4.577356482335683e-13,-0.13926786486656992,1.4876408567590967e-12
Nilotinib,0.19825899807077785,2.1098380367215406e-09,-0.024621367263814496,3.6756598734364186e-09
Niraparib,0.30478742175088114,1.6207824234859028e-19,0.17394564693932918,4.214034301063347e-18
Nutlin-3a (-),0.24691748315010753,4.168782696963861e-14,0.05344830116919098,1.806472502017673e-13
OF-1,0.16473689122899224,1.584666195029952e-06,-0.0750628403526068,2.1378043951819165e-06
OSI-027,0.06912536075569777,0.03792465806797513,-0.059096055278037934,0.039441644390694135
OTX015,0.22737183266979225,2.6722346395166118e-11,0.17595359825918291,6.114072855214008e-11
Obatoclax Mesylate,0.14869336141699166,4.052530775747131e-05,0.11548351977418872,4.8698479069902496e-05
Olaparib,0.24834544934863337,3.041526359709738e-14,0.058002202387560424,1.3591820919952893e-13
Osimertinib,0.14593370675823092,1.1178231466982282e-05,-0.09585308668097987,1.3960586024266081e-05
Oxaliplatin,0.3228807278268613,1.683649000083455e-23,0.23833982806050544,1.6050787134128937e-21
