drug,rho_ic50,p_ic50,rho_auc,fdr_ic50
Fulvestrant,0.5001549571541459,1.4046762041702214e-58,-0.061503106118994316,2.678249295951222e-57
GDC0810,0.43648779813308414,3.692721407383469e-43,-0.2733700924747268,1.8208936595028832e-42
GNE-317,0.09406298325372688,0.00505194289610015,0.023595764562513617,0.005331570731677649
GSK-LSD1,0.3143769787741443,2.7102624543535373e-17,-0.3991472872931815,3.875675309725558e-17
GSK-LSD1-2HCl,0.4257586980299627,8.349893233765429e-33,-0.23788632312591274,2.0237876820821293e-32
GSK1904529A,0.401642799941163,1.7588872023871607e-36,-0.049436712642543505,5.295176209291873e-36
GSK2110183B,0.3645120602410121,3.8648066949459516e-23,-0.038929344640465255,6.352498360658288e-23
GSK2256098C,0.4996752487462216,6.389542955833034e-45,-0.3638608747924351,3.583155461506368e-44
GSK2276186C,0.4339241946412588,4.2772156023373636e-33,-0.0104812208050851,1.0545548812659363e-32
GSK2578215A,0.4119015455574637,3.5752461873501636e-38,-0.23768154210103662,1.2781505119776835e-37
GSK2606414,0.2674420920825981,4.296312710369377e-15,-0.08558659509346644,5.7687579115757834e-15
GSK269962A,0.31039795387878855,1.3487701506427627e-06,0.20631078841097666,1.5429930523353205e-06
GSK2801,0.4203336692745452,5.882084719304133e-31,-0.2821671303876957,1.3566743788072437e-30
GSK2830371,0.5728845953894172,6.625430973209427e-63,-0.016708469618409532,3.789746516675792e-61
GSK2830371A,0.5117568755503296,2.1804044050778712e-47,-0.08996375817272376,1.4172628633006161e-46
GSK3337463A,0.5080807015412682,1.257928613815868e-46,-0.16882260690869638,7.654629437262516e-46
GSK343,0.381210762347705,9.556147080048377e-33,-0.08380456887192198,2.2966874494906183e-32
GSK591,0.2858664527106475,2.488347800977141e-18,-0.16461845596485408,3.7654363549177905e-18
GSK626616AC,0.5695877670359838,1.114810327476813e-60,-0.3674610167533698,2.8985068514397136e-59
GW441756,0.4069141084807832,4.7142466844476195e-37,-0.2657462813577276,1.5149152266876618e-36
Gallibiscoquinazole,0.4604511965677986,1.4708214753576674e-37,-0.2531807638866993,4.948881670026975e-37
Gefitinib,0.12332780657753899,0.00020819503289008084,-0.4944585053903052,0.00022813708584890085
Gemcitabine,0.27764177228962217,1.9087579633587927e-17,0.2156997026949479,2.7570948359627006e-17
HKMTI-1-005,0.46040666049548495,7.490113270069569e-39,0.26267530146095025,2.7116106268859454e-38
I-BET-762,0.32161109597057314,1.214728642733122e-21,0.14850867907557966,1.9408513509590663e-21
I-BRD9,0.501179993226329,2.0838575094926137e-58,0.21445499256920883,3.724895298218047e-57
IAP_5620,0.376600558943711,1.318261689370943e-24,-0.2293414638260316,2.284986928242968e-24
ICL-SIRT078,0.4459238756642635,3.147154412623042e-36,0.1543203630329668,9.279238783610206e-36
IGF1R_3801,0.23935312321323013,1.9064684976886678e-10,0.1585461810692095,2.320212724846634e-10
IOX2,0.45103162028106913,5.83610643459499e-11,-0.25237679645600153,7.16363279096209e-11
IRAK4_4710,0.36719143418278305,1.7594006695880734e-23,-0.28565212610969287,2.925515066873192e-23
IWP-2,0.47364172518791753,3.9041725824157545e-48,-0.24577767284521487,2.7914833964272644e-47
Ibrutinib,0.12152953957290955,0.0004288412235481043,-0.1927035684904491,0.0004681243890639612
Ipatasertib,0.23907670667906178,3.6488979570014464e-13,-0.03071486134404522,4.74356734410188e-13
Irinotecan,0.4008559682017306,2.4772974828607296e-36,0.31475710258924766,7.380282084355924e-36
JAK1_8709,0.4349983942470765,2.87052026190067e-33,0.0840660581299476,7.201480657049049e-33
JAK_8517,0.3127590617747516,3.8075589885809025e-17,0.16229654241745547,5.390900350169001e-17
JNK Inhibitor VIII,0.3443419027834628,2.751580690805864e-26,-0.4029878001120737,5.17731629980577e-26
JQ1,0.3691469554208646,3.5092962737194306e-30,0.2870795317912618,7.720451802182747e-30
KRAS (G12C) Inhibitor-12,0.4472953982563548,1.46423428257451e-42,0.25075748458055275,6.647158806608093e-42
KU-55933,0.4089114815226362,1.62888775528367e-37,-0.11464145484732675,5.416998814082902e-37
L-Oxonoreleagnine,0.3899234003118398,1.635024417242227e-26,-0.40576810106627376,3.0968012141144167e-26
LCL161,0.26949132533616277,1.9943093359734977e-15,-0.3477856359516702,2.71605938137343e-15
LGK974,0.48988399270537686,7.301513716210244e-56,0.060436779032528136,1.0441164614180647e-54
LJI308,0.3504189114845646,2.6062743705146803e-27,-0.260182535479992,5.140651517015163e-27
LMB_AB1,0.5744882464931507,6.261652593262214e-62,-0.16187797025679818,1.9898140463033257e-60
LMB_AB2,0.5365102388116484,9.201292739872285e-53,-0.3496480454711473,9.074378357253358e-52
LMB_AB3,0.46351931634859533,4.2217319670332037e-38,-0.15070061524437445,1.454717280206622e-37
LMP744,0.3836854775560113,1.1733712379398346e-25,0.35357093627215824,2.097401087817454e-25
LY2109761,0.3169690083106597,5.1741736665433825e-21,-0.34354855382220373,8.221187047952263e-21
Lapatinib,0.09390843061692043,0.004624208905776474,-0.13874694182193023,0.004898236100192858
Leflunomide,0.503587063716684,3.2488933986790617e-55,0.2404974051429049,4.42468339058196e-54
Lenalidomide,0.5471365507973104,8.58179154124758e-71,0.006842436891973648,8.181307935989359e-69
Lestaurtinib,0.43801692816998494,5.109988162947142e-43,0.3837236994325476,2.4357610243381375e-42
Linsitinib,0.45886220175486114,1.5673021401668598e-48,0.08617500277147766,1.1493549027890306e-47
Luminespib,0.21796406881266164,3.322581462632186e-11,0.1812226420866783,4.1136722870684207e-11
MG-132,0.22029999003249912,1.781449213162365e-11,0.20856974222491179,2.2304141067443056e-11
MIM1,0.4263471095316314,4.476378697356133e-33,0.08727506767912799,1.0942259037981658e-32
MIRA-1,0.513493420555185,3.117226243163462e-62,0.01693147855389454,1.273609579349643e-60
MK-1775,0.43746017579925206,8.796233085130921e-44,0.40913938836697245,4.4923618970490065e-43
MK-2206,0.3467508881622412,4.1835418973027925e-27,0.16484710067850666,8.195157415264374e-27
MK-8776,0.44560974687078064,7.948219211007056e-45,0.27876877296438857,4.371520566053881e-44
ML323,0.4664887587256758,1.6616856892890004e-46,0.08390284924230433,9.900877232013627e-46
MN-64,0.23969433873104368,1.9289357645927496e-12,-0.3076301946158583,2.4518916829934507e-12
Methotrexate,0.3377762038854607,1.5207392811358653e-23,0.22027534082015923,2.5434586807301606e-23
Mirin,0.41199357870810066,9.414603059817862e-36,0.23639834602736895,2.719774217280716e-35
Mitoxantrone,0.4219204004816895,3.348620572253081e-31,0.36489788070526824,7.786223444425863e-31
Motesanib,0.5118790433219049,9.917403477302863e-61,-0.24009191151015694,2.8363773945086185e-59
Mycophenolic acid,0.30953439257418147,2.6892669005921464e-17,0.20157605567086187,3.864976550599768e-17
