,sr,dne,shannon,mad800,cytotrace,activity,netith
MDA-MB-157,1.1930521458230617e-14,139.4978199959213,4.661035774979332,2.010037990860935,9.252725099854638,0.17774625825589957,6.188648810094537
H2373,2.9392640700298354,211.38674636528202,4.991114603650782,2.6731721728827647,9.939726240424926,0.21614880154322125,5.80220206809137
ES1,3.034616400553423,208.84970068982125,4.5074983787355904,1.8767989086733399,9.169258202712207,0.17862305167778691,5.84850312641632
HDLM-2,1.5317613627977757,79.03363821351738,4.17635423767021,0.643567057854175,8.795275244469359,0.2750467274200033,5.927730404529995
H2731,3.091769702706364,281.2032919695161,4.697857326142607,1.9555917965487848,9.219453885692978,0.16842869806575306,5.754480944629143
IST-MEL1,3.0816106255136324,210.8282727568306,4.747818415365046,2.5474069118726947,9.660756324388043,0.2176053065293491,6.041621388639647
5637,1.4416176440435815,118.852818412092,4.977746637045284,2.4164892068991195,9.913297824443998,0.23086788896672303,5.8051569963455725
786-o,2.539257445129883,249.8775548903659,4.864753825471745,2.6337465551474306,9.936644470901536,0.24603667211669975,5.606363749441442
HeLa,1.6632590221081345,73.15628971844836,4.84497592638451,2.3589280442634153,9.550378668023214,0.19970529299520284,5.55070507787753
HMV-II,1.4343762422133923,258.8343313618733,4.384030868336504,1.6563670772142305,9.419533698993991,0.260434960383791,5.620798924366481
H2818,3.1350240632420556,270.9353518764973,5.059423564298617,2.829692497114135,10.19859849133888,0.2855197651990384,5.912257423833574
M14,1.5512182732616557,164.37438150671127,4.5666591008601545,2.0159652624290803,9.336728379161247,0.1620079409471729,6.078495413503788
HT-29,9.667247495977729e-15,177.50603773371313,4.682490679361414,2.18824783306135,9.604016553441152,0.16783654392041938,5.620211239424812
AU565,1.953547899261547,283.17198934156613,4.508266854656265,1.4019374593259692,9.177661099769704,0.23620056382528892,6.025228622515716
NCI-H441,1.653440770765055,-5.570246506455817,4.753697534129635,2.334550800996981,9.664347944897864,0.17198714970561363,6.271695593950202
SW1088,3.1407565070850056,62.72206479852446,4.851652385757659,2.5342088072186697,9.737295340099402,0.21629508334997635,6.080130723072372
IST-MES1,2.9780643767633723,95.42700494849433,4.751044808687603,2.2056418945965306,9.564842517959516,0.20869583582177242,5.809483050302659
HCT-116,3.176091482028773,193.77257589780626,4.713486230286179,2.3967472244835197,9.389622501597316,0.14636814163225692,5.694439037345051
GA-10,5.3061696993917637e-14,304.3228897166537,4.439713454364494,0.5797453132993098,8.847744830097483,0.3027120606822383,5.540161720658753
KYSE-450,3.1416613858522053,231.86092753068615,4.483284371118349,2.11333427601273,9.335822710406406,0.19871373539277232,5.542850948960084
NCI-H2052,1.8039640239261518,103.87801351972573,5.049447749886452,2.5610333571520045,10.053219489532491,0.3056878372544714,5.8408106750992
LOXIMVI,3.0492375953511175,269.94983489573826,4.681160961578348,1.842681681802095,9.646410689112507,0.2830440171016483,5.653958037393207
HOS,3.0712009181340383,188.0360865084197,4.712919007589566,2.2384988130262897,9.284339650431692,0.19410604252688782,5.919736465370697
NCI-H28,3.0260984864220006,254.32347305670334,4.577970062513122,1.614752901787325,9.447683475024956,0.1915617857882964,6.023848577252688
NCI-H358,3.220897735928385,62.623610633126106,4.818168602767532,2.4550012059931445,9.599107459822104,0.20451811570007702,6.167937006251575
Becker,3.158738421699894,137.06561352086732,4.898730215380155,2.624576581469075,9.879657689128871,0.2892078478078122,6.063902704888156
RS4-11,1.4293439159257366,207.3680941136921,4.267711119349679,0.6162267855565,8.552966450551839,0.37777618325017703,5.542953909329469
NCI-H727,1.7033764130265456,114.90723648364161,4.8209301653646985,2.4289245971369544,9.819126601244285,0.24179677692408447,5.634828286539394
NCI-H1299,2.713430948084172,227.78472958770283,4.398926396987918,1.73608927771772,8.991074881370857,0.1918882956123598,5.74129289151859
COLO-800,1.4337575097542687,97.39550813016278,4.680929111072874,1.8328174961160246,9.626730154255213,0.24043124843743116,5.9860832385777485
BT-474,1.480044735381587,217.33457805813677,4.508451212789406,1.358354583538555,9.06995853989635,0.279564771613649,5.747313412409961
Saos-2,3.02865044921584,220.8142282432052,4.837475297199657,1.9965531493301503,9.383934086934973,0.28600542231724607,5.682106772400629
NCI-H838,3.080001597228142,186.57000162114306,4.682869639546481,2.2558244063951296,9.520387091037266,0.1832785150664106,5.746995849178938
NCI-H2228,3.2056805763891596,-30.895082216982672,4.8234337763118456,2.218521336899755,9.77761024940798,0.20275123965374248,5.808173330618941
LS-411N,1.0495945585607662e-14,119.52631816178575,4.60155369892978,2.113933101080735,9.442145286088014,0.18278182599724083,6.04234267449043
RKO,1.4638306096203593,234.04361426686242,4.453375030779613,0.8219471007780348,8.975681797618362,0.254478208179725,5.045945182442264
RPMI-7951,3.1337811463129794,28.190893197981154,4.991070412327039,2.5608797802695302,9.97396114765122,0.2707618298427468,5.906033201038288
CAL-54,2.3405126891330754,194.19677725646736,4.9455028892849935,2.6197721678393293,9.940238667077082,0.21985517548904565,5.700761283865944
WM-115,1.4823938658299485,-36.12944509306118,5.0461604513284435,2.715863857364475,10.094174680543272,0.3073859962630896,5.708666339163166
NCI-H2009,1.6036912681478321,219.97846776530338,4.872059220501092,2.198074106273725,9.403580775548845,0.25178670323174496,5.583091750153175
ES3,2.9006829805667103,200.48609567333972,4.240513200056517,1.3155748358791801,8.839083111078702,0.22840419173345794,5.797061609317372
COLO-741,1.894420125652982,212.21954615425977,4.374807158937368,1.486778359753855,9.134121124461297,0.14683357709082298,5.959727984805185
D-283MED,3.0425335928233728,168.18248679119955,4.3027734337896,1.4096392152348352,8.926619119219902,0.32100607456290436,5.568210168170377
639-V,3.1197481446478488,214.51215078052914,4.538281471867402,1.9334079890353555,9.161568244942412,0.18819452338328227,5.734392650468703
OE19,1.4757126704569692,249.33430746418463,4.458084875415466,1.6668389599703248,9.712099197413995,0.24644808212853103,5.584085888257449
NCI-H2452,3.1445150930089274,303.65941069138785,4.828321969803648,2.294564896405455,9.793732152418274,0.17901609777260205,5.903261370660415
EFM-192A,3.123599452421792,104.1471350141527,4.405253822918553,1.79164928046267,9.075487891705903,0.1658735669293469,5.813372312574046
UACC-62,1.4632587421769172,227.6773784140404,4.7382996541996025,2.5433036908698052,9.825119366234178,0.23227319920589712,5.803105088050007
DU-4475,2.8193263565033684,183.39249961613496,4.343342722374791,0.930741726508495,8.962779743463637,0.23597756802729736,5.869163989496961
SISO,3.2020591392663307,211.00427847243128,4.7731505881712115,2.5800798219230154,9.94144685055122,0.2490390474395475,5.716728921834722
JHH-1,2.994345296375889,137.24961434231042,4.699751514910883,2.1603908054063004,9.553218180178225,0.2858592786241838,5.712785293508401
COLO-680N,1.313244268311154e-14,173.38335213829387,4.789673592416317,2.312914726160375,9.764081409662953,0.21768855485574817,5.837733427214896
ESO51,3.1796994321913674,129.2872120967841,4.6033240907223325,2.025048090236845,9.736176345769376,0.2498189263210821,5.594969773752923
CAL-33,1.465432518469395,142.1048751659787,4.913689308405355,2.765189448881085,10.224853968313742,0.26769537002622146,5.500260139515001
CAL-29,1.4571309668661194,93.63595536522598,4.832818609589922,2.3476838066097248,9.870633649303223,0.278443829751273,5.6797517486267495
UACC-257,3.0596869197554555,235.9816921211231,4.555337348985356,2.0185579519279653,9.626457206140465,0.2413166999606463,5.764303449914136
PA-1,3.051515227107669,244.52403089364526,4.487857685372923,1.94883945376629,9.231688736682058,0.22211609883492217,5.788936064782087
H2591,2.901147786707507,33.47164300852327,4.872236267118884,2.643973617091355,9.812065307319838,0.18931335450475995,5.960987628656078
H513,3.145803543238967,141.9582631286759,4.392215580145893,2.228522744803975,9.41452630783928,0.2093494669690549,5.891384399669934
H2461,3.086114758289492,134.74487072696044,4.993244573402498,2.4025917224214854,9.708004217556756,0.19647798267053923,5.681906371183709
KELLY,2.4014068417966623,288.5128066291057,4.147549200353024,1.2159904675426654,8.70590326071457,0.26470368888912865,5.593455985861652
NCI-H661,3.1016617354486513,195.56139928420407,4.49269286120693,1.6753129641633997,9.250574460072453,0.22630445990378165,6.135852443956672
ES8,1.4312262135499445,141.05228907438226,4.602864531274404,1.8984836164105696,8.876112336986639,0.24498306785527552,5.826396590817235
H2795,3.181769115198853,156.1791099669773,4.7532352148840715,2.4375795491007852,9.972593727096951,0.2773984113845336,5.566155957612787
SW1417,9.3227038889761e-15,213.2303083136639,4.808988789930689,2.5717584225387906,10.06567086517542,0.32176745887131625,5.327846839041872
H2369,3.207696422503558,244.393123168033,5.00410328180922,2.4708710388891504,9.96336470371428,0.26053652865983495,5.836036748328954
647-V,3.703762943061552e-14,56.27847963051772,4.757588337719254,2.394214048757255,9.536824731075015,0.20058088290803144,5.609990982558817
TGBC24TKB,1.5031703440124806,218.91041251925685,4.3857329695683305,1.9642744207416347,9.398012846419368,0.20300741649040221,5.718810090918347
H2595,3.1410338986829083,37.861312775666164,4.710299252153655,2.1802633321186393,9.338238826760161,0.18895431343366803,5.773297267838267
MPP-89,3.210239047709411,265.60263266447004,4.953269685718704,2.1552672302112095,9.953092188088768,0.2721500181650782,5.875126890399876
IGR-1,2.9786213040718277,260.66143765381275,4.262514080627683,1.6181724586780146,9.223014464565821,0.2102877024857907,6.028660930549764
NCI-H2030,1.8483388137622183,199.78447603994803,4.598314103086729,2.1889724953350003,9.615647467032064,0.1688159653150713,5.490786938029747
SK-MEL-1,1.4989839647974128,273.3523914208987,4.457468622870726,2.18048768845593,9.343787373131835,0.25414649197459166,5.64346295578639
COLO-205,1.4917311707008052,86.65662089396821,4.563889733508855,1.74691526423062,9.464574533892236,0.23095935621870212,5.868766909177871
BFTC-905,1.4612304151459292,226.22588616912913,4.807768852762459,2.307192832355665,9.573030280585286,0.1812910783255967,5.620038675754427
H2804,3.112717536482345,191.72177398114766,4.840080250111118,2.3391189388862297,9.816524637035085,0.19675840031263223,5.89287976844055
REH,1.4374140116895866,204.99782294205409,4.365488263791937,0.6117203164186051,8.644408176881896,0.3371290684837493,5.466521209374473
RH-41,3.165553678757141,49.84448146798289,4.423693553009151,1.206634612574935,9.055828798587234,0.3410398650613818,5.373282239539905
RPMI-8866,1.5036086916682359,113.08997494251614,4.462147928420236,0.5218645619391049,8.675110441930439,0.2824167973193602,5.44948491937052
PANC-08-13,1.4051051213479027,-20.35050025846158,5.041989816659667,2.832896964803325,10.047419018876106,0.17713061720375242,5.76550308645349
PCI-6A,2.298147730512421e-14,192.7362248868234,4.887053806979774,2.375308254612751,9.891680721297728,0.24354875390325512,5.667702943584555
NCI-H1792,1.6208009956752907,184.43248124066383,4.838756629556747,2.379214360327725,9.843187335937303,0.14327537781510025,5.989360174398267
NCI-H1355,3.209999539421356,99.89225275089218,4.836637505008265,2.44505007271776,9.843689044406199,0.13268185661342216,5.549171343040596
NCI-H1048,1.4450658019216682,-200.1525627078506,4.46877809287327,2.0708133972088447,9.016402207177409,0.19487381366247725,6.10379434627995
OAW-42,3.0225789026293564,-50.019367850127196,4.68247309268381,2.1746431185526647,9.462623264173088,0.15770028482580137,5.742631652619494
OE33,1.636937091417686e-14,-30.317908736873733,4.74924292145643,2.3334405574157806,9.672237476793702,0.1595209752832361,5.499651938154628
OVCAR-8,3.2330572530748203,127.63699486668737,4.799133426352327,2.3971222873783606,9.506328239500942,0.17669526276254863,5.705663331415356
Ramos-2G6-4C10,1.6124541414136029,321.8677888023092,4.1473149490728805,0.4406832235750602,8.065151535325743,0.31323963214124095,5.4853879935006775
RCC-JW,2.1568922292485357,203.05194019911087,4.735699740970475,2.437927131736565,9.712074691471877,0.21359467536765908,5.798978644502562
RH-18,3.0112853460375097,186.29555351904327,4.482898618912239,1.3677049934202254,8.97449045216295,0.2521126942536771,5.771153370098379
RT4,3.1160255736908287,97.3589928862448,4.657200121899049,2.3038473707359493,9.506315439493774,0.2070035595041245,5.916502414421185
PANC-10-05,1.5213651567806044,231.74678934426146,4.669078109168728,1.6947580254096049,9.416983238475245,0.20981973729549186,6.075211443117015
PE-CA-PJ15,1.514970915370318,70.99788983224778,5.005542544944046,2.457987996964955,9.760196356712429,0.14781661508101476,5.772741769694944
NCI-H1304,1.631197042319951,168.76220372013572,4.231563979923121,1.0139442920163646,8.882365428619114,0.24856047166464035,5.528058156114553
NCI-H1915,1.5698373961244578,119.69204781210388,4.733324024711317,2.3080961465471397,9.421004990273161,0.23023860162871806,5.520242318332277
NCI-H1623,3.0808125632098378,207.2352336100735,4.655989008203979,2.280698840597655,9.546333767608228,0.18877903121919684,5.771615021476618
OCI-AML2,3.2298351162041255e-14,307.55099958922824,4.389557087800335,1.65442357237048,9.069649234250239,0.20476049013194295,5.575495770344078
ONS-76,1.7718754825019758,89.32825112394983,4.76815394870666,2.4692724251200246,9.703390580141203,0.18367833922616816,5.821992660431374
OVISE,3.0462538726490997,62.56118864530501,4.681915329626856,2.3323605058101746,9.634694447085977,0.18395724484819523,6.086098378052194
RC-K8,1.7022439861253202,64.02817715931755,4.148751800805323,0.5888059112516901,8.298727258947416,0.3235353337435392,5.339206821012645
RL,1.9922106412388025,338.30169067375385,4.047156120781862,0.46516839401421506,8.093020700915723,0.27911085809353486,5.709354840032689
RT-112,2.101298837816505,117.01778649959438,4.6614036392584035,2.3801719382334996,9.680587625836212,0.19296686535674779,5.399722153669883
PA-TU-8988T,3.031560369935614,73.75341346581305,4.7051366336177445,1.60417141958171,8.9151900391735,0.14476334767097443,5.844528180474816
PF-382,1.4860607900413108,286.81405598539124,4.114985778147019,0.736478721341485,7.802619894438524,0.2585946514734066,5.517478140864474
NCI-H1395,2.931877138977816e-14,105.7440991008448,4.857423896174543,2.16584747085235,9.637361280987008,0.196032894107253,6.025170007621226
NCI-H1755,3.2010138280216305,100.52032552790686,4.634858465939021,2.332355499655015,9.412959620766486,0.15633572516144228,5.823417921685262
NCI-H1793,3.1351789364877343,7.141959067416906,4.693997398221828,2.31871014721622,9.55503072987292,0.1306173891606378,5.689826695521469
RXF393,3.0918178663643774,-16.51647634185349,4.995636317406488,2.431978102904895,9.985421433480072,0.23768313861749993,5.589503540057565
OSC-19,1.5313695032459576e-14,60.03658388479596,5.101366856267435,2.5915173938378544,10.2289168052925,0.2758056843736314,5.726257240078037
OVKATE,3.1059489026555624,-70.97049493615111,5.008056150765085,2.5153391327138204,9.961240409497744,0.20205954208429527,5.718505489910229
RCC-AB,1.5803669578662332,66.73052293052305,4.787968749586822,2.3489494989895396,9.72636898410456,0.1738215709610369,5.678467014975095
RERF-GC-1B,3.09967721595964,134.5287281356615,4.334773436568022,1.818292251816005,8.892057096970545,0.1881477008803263,6.147531806131655
RMG-I,2.0102894641403126,153.04090331266173,4.694350308520721,1.7323823890896448,9.54366239592333,0.20023945258176665,5.887708821367595
RVH-421,1.4204664057850258,192.07630538441816,4.640058475740727,1.8227303695315702,9.556897630593953,0.24891312392612205,5.944940885122303
PC-14,2.7393203820389362,183.6791329191187,4.6980140670662225,2.31559011590741,9.63109856340427,0.13401615582200804,5.902546534941463
PFSK-1,1.737972778565302,61.39493802151084,4.439184993826714,1.4403142400888693,8.997718815705722,0.16548228116766964,5.611680054210419
NCI-H1581,3.00422047531398,164.37349693539267,4.340691351589438,1.0576539565461702,8.783150409005202,0.2818284192956846,5.21259201756273
NCI-H1963,1.6794264162262103,0.8029929919018173,4.03868987599773,0.8861221488844502,8.735910454324717,0.29600356040199416,5.838794455130288
NCI-H146,2.916175777132403,198.036852566538,4.493977344353562,1.29629985224078,9.190631146811588,0.24263507087768527,5.936209356445227
QGP-1,3.0239255888687424,43.971982474429836,4.832658740592156,2.404632457568125,9.665245106250369,0.2645261163415217,5.9597743581744895
OPM-2,1.781561399799712,249.02791588765604,3.7850124417722872,0.5428153708300749,7.849689908137978,0.23234361297842002,5.8351448351037005
OVMIU,3.1352390298020536,133.16281219283212,4.5404106090145016,1.975860038866975,9.648417894687588,0.19569365470869401,5.738254453329603
RCM-1,1.4643505351406945,71.67203761758813,4.743005402710376,2.3948586536858847,9.675675495848754,0.21388418685938543,5.476391141703576
