cell_line,phospho_netith,original_netith
KU812,4.242808915874926,5.484485000937228
KURAMOCHI,4.750994957993072,5.604427808074305
KY821,4.445666821218817,5.2747684189772075
KYAE-1,4.799012870193455,5.866861026474838
KYM-1,4.740702943258858,5.497414166323688
KYSE-140,4.650259053483058,5.9469216856954175
KYSE-150,4.825335815211957,5.795567455216906
KYSE-180,4.590434765418365,5.609371986264263
KYSE-220,4.997295000397075,6.324405030585559
KYSE-270,4.654321194112191,5.699304596332507
KYSE-410,4.970351522637575,5.729028128544998
KYSE-450,4.5601633617538875,5.542850948960085
KYSE-50,4.533314860147403,5.41069061107444
KYSE-510,4.536968765950979,5.403423541188506
KYSE-520,4.755524742181105,5.779786342556972
KYSE-70,4.405207331364645,5.881449187064388
L-1236,4.294727171947989,5.691739993565282
L-363,4.641158670331327,5.684527328878581
L-428,4.074828539182145,5.5056392117206325
L-540,4.343757158191912,5.6208507240563685
LAMA-84,4.328501159995833,5.5526178652196325
LAN-6,4.67492728625056,5.92294316817204
LB1047-RCC,4.464100900720867,5.836411645034098
LB2241-RCC,4.786489937195743,5.774845234329507
LB2518-MEL,4.971746231100627,5.884651196570993
LB373-MEL-D,4.860884034326972,5.826963855764188
LB647-SCLC,4.690848841352122,5.565832259978235
LB771-HNC,4.438365434925104,5.698196998398425
LB831-BLC,4.873347910012167,5.6496547742904575
LB996-RCC,4.866649172875579,5.752599455528935
LC-1-sq,4.53218918228533,5.835740328856077
LC-2-ad,4.793912330582488,6.09484624634084
LC4-1,4.612727668070679,5.420517776215556
LCLC-103H,4.63273306742534,5.935428834064804
LCLC-97TM1,4.3894843201523,5.52251798376295
LK-2,4.819675254537606,5.7335090561877795
LN-18,4.500326421091662,5.9965445426674915
LN-229,4.96444624641129,5.920627355317394
LN-405,4.457773807189753,5.83199706881549
LNCaP-Clone-FGC,4.492226753591352,5.433059036538056
LNZTA3WT4,4.773856052868043,5.893105930199125
LOU-NH91,4.602194069455164,5.694822267053391
LOUCY,4.562401395534703,5.599702810918058
LOXIMVI,4.541078881535034,5.653958037393207
LP-1,4.792082150323589,5.556497450580993
LS-1034,4.523152070249678,5.5005920161632575
LS-123,4.5855556498737,5.624538104909832
LS-180,4.782437715534047,5.501783371227223
LS-411N,4.520531461849683,6.042342674490432
LS-513,4.69519333948984,5.781364818560173
LU-134-A,4.889362058885743,5.874609018413844
LU-135,4.564787456571015,5.712809209156291
LU-139,4.410603467721733,5.629154574383548
LU-165,4.692433237810606,5.8325438260265425
LU-65,4.781406890986671,5.594020252883121
LU-99A,4.8735864560756665,5.783413122048929
LXF-289,4.725274630738244,6.019671597499742
LoVo,4.420160178321154,5.615473789080712
M059J,4.983210014255488,5.932691943382559
M14,5.098412696557488,6.078495413503787
MC116,4.749347609603483,5.3946500003644635
MCF7,4.8719537741518035,6.275632580968105
MDA-MB-157,4.962819686018968,6.188648810094537
