k,combo,tfs,n_tfs,delta_netith_pred,abs_delta
4,FOS+PAX3+SMAD7+ZNF165,"FOS,PAX3,SMAD7,ZNF165",4,-0.4159894920501936,0.4159894920501936
4,FOS+NFIA+SRF+ZNF165,"FOS,NFIA,SRF,ZNF165",4,-0.41597946897342786,0.41597946897342786
4,ATF4+FOS+FOXP3+NPM1,"ATF4,FOS,FOXP3,NPM1",4,-0.41556840812488505,0.41556840812488505
4,FOS+SMAD7+HES1+NPM1,"FOS,HES1,NPM1,SMAD7",4,-0.41552892300132155,0.41552892300132155
4,FOS+HEYL+SFPQ+NFIA,"FOS,HEYL,NFIA,SFPQ",4,-0.41544241870087845,0.41544241870087845
3,ATF4+FOS+DNMT3B,"ATF4,DNMT3B,FOS",3,-0.41541371638875374,0.41541371638875374
4,FOS+RARG+HOXC13+ZNF165,"FOS,HOXC13,RARG,ZNF165",4,-0.41541156875011365,0.41541156875011365
4,ATF4+FOS+SMAD7+RARG,"ATF4,FOS,RARG,SMAD7",4,-0.41532646727528927,0.41532646727528927
4,FOS+DNMT3B+SRF+HOXC13,"DNMT3B,FOS,HOXC13,SRF",4,-0.41517481482415625,0.41517481482415625
4,FOS+SMAD7+ZNF202+HOXC13,"FOS,HOXC13,SMAD7,ZNF202",4,-0.41490043167340857,0.41490043167340857
4,ATF4+FOS+FOXP3+PAX3,"ATF4,FOS,FOXP3,PAX3",4,-0.41489809341652073,0.41489809341652073
4,FOS+PAX3+SMAD7+HES1,"FOS,HES1,PAX3,SMAD7",4,-0.41485860829295723,0.41485860829295723
4,FOS+HES1+NFIA+SRF,"FOS,HES1,NFIA,SRF",4,-0.4148485852161915,0.4148485852161915
4,FOS+SFPQ+DNMT3B+NPM1,"DNMT3B,FOS,NPM1,SFPQ",4,-0.4146726885876214,0.4146726885876214
4,FOS+HEYL+SFPQ+ZNF165,"FOS,HEYL,SFPQ,ZNF165",4,-0.4146181674631304,0.4146181674631304
4,FOS+FOXP3+ZNF202+AEBP1,"AEBP1,FOS,FOXP3,ZNF202",4,-0.4145710239582831,0.4145710239582831
4,FOS+PAX3+NFIA+NPM1,"FOS,NFIA,NPM1,PAX3",4,-0.4145673757786964,0.4145673757786964
4,FOS+HEYL+NPM1+HOXC13,"FOS,HEYL,HOXC13,NPM1",4,-0.4143785152132981,0.4143785152132981
4,FOS+RARG+HES1+HOXC13,"FOS,HES1,HOXC13,RARG",4,-0.4142806849928773,0.4142806849928773
4,FOS+HES1+SRF+ZNF165,"FOS,HES1,SRF,ZNF165",4,-0.41402433397844346,0.41402433397844346
4,FOS+PAX3+SFPQ+DNMT3B,"DNMT3B,FOS,PAX3,SFPQ",4,-0.4140023738792571,0.4140023738792571
4,FOS+HEYL+RARG+AEBP1,"AEBP1,FOS,HEYL,RARG",4,-0.41380716664857686,0.41380716664857686
4,FOS+PAX3+NPM1+ZNF165,"FOS,NPM1,PAX3,ZNF165",4,-0.41374312454094836,0.41374312454094836
4,FOS+SFPQ+NFIA+ZNF202,"FOS,NFIA,SFPQ,ZNF202",4,-0.4137179676517437,0.4137179676517437
4,FOS+PAX3+HEYL+HOXC13,"FOS,HEYL,HOXC13,PAX3",4,-0.4137082005049338,0.4137082005049338
4,FOS+HEYL+SFPQ+HES1,"FOS,HES1,HEYL,SFPQ",4,-0.41348728370589405,0.41348728370589405
4,ATF4+FOS+RARG+NPM1,"ATF4,FOS,NPM1,RARG",4,-0.41308009976604404,0.41308009976604404
4,FOS+SFPQ+ZNF202+ZNF165,"FOS,SFPQ,ZNF165,ZNF202",4,-0.41289371641399564,0.41289371641399564
4,FOS+FOXP3+NFIA+ZNF165,"FOS,FOXP3,NFIA,ZNF165",4,-0.4128004340733949,0.4128004340733949
4,ATF4+FOS+HEYL+SRF,"ATF4,FOS,HEYL,SRF",4,-0.41278882471559564,0.41278882471559564
3,FOS+SMAD7+AEBP1,"AEBP1,FOS,SMAD7",3,-0.4127574142579409,0.4127574142579409
4,FOS+ZNF202+NPM1+HOXC13,"FOS,HOXC13,NPM1,ZNF202",4,-0.41265406416416334,0.41265406416416334
4,FOS+PAX3+HES1+NPM1,"FOS,HES1,NPM1,PAX3",4,-0.412612240783712,0.412612240783712
4,ATF4+FOS+PAX3+RARG,"ATF4,FOS,PAX3,RARG",4,-0.4124097850576797,0.4124097850576797
4,FOS+RARG+ZNF202+AEBP1,"AEBP1,FOS,RARG,ZNF202",4,-0.4120827155994421,0.4120827155994421
4,FOS+FOXP3+DNMT3B+HOXC13,"DNMT3B,FOS,FOXP3,HOXC13",4,-0.4119957799241233,0.4119957799241233
4,FOS+PAX3+ZNF202+HOXC13,"FOS,HOXC13,PAX3,ZNF202",4,-0.411983749455799,0.411983749455799
4,FOS+SFPQ+HES1+ZNF202,"FOS,HES1,SFPQ,ZNF202",4,-0.4117628326567593,0.4117628326567593
4,FOS+FOXP3+HES1+NFIA,"FOS,FOXP3,HES1,NFIA",4,-0.41166955031615854,0.41166955031615854
4,FOS+SMAD7+HEYL+NFIA,"FOS,HEYL,NFIA,SMAD7",4,-0.4115254396869836,0.4115254396869836
4,ATF4+FOS+ZNF202+SRF,"ATF4,FOS,SRF,ZNF202",4,-0.41106437366646087,0.41106437366646087
4,FOS+FOXP3+HES1+ZNF165,"FOS,FOXP3,HES1,ZNF165",4,-0.4108452990784105,0.4108452990784105
4,FOS+SMAD7+DNMT3B+NPM1,"DNMT3B,FOS,NPM1,SMAD7",4,-0.41075570957372654,0.41075570957372654
4,FOS+SMAD7+HEYL+ZNF165,"FOS,HEYL,SMAD7,ZNF165",4,-0.41070118844923553,0.41070118844923553
3,FOS+NPM1+AEBP1,"AEBP1,FOS,NPM1",3,-0.41051104674869565,0.41051104674869565
4,FOS+RARG+NFIA+ZNF165,"FOS,NFIA,RARG,ZNF165",4,-0.4103121257145539,0.4103121257145539
4,FOS+PAX3+SMAD7+DNMT3B,"DNMT3B,FOS,PAX3,SMAD7",4,-0.4100853948653622,0.4100853948653622
4,FOS+DNMT3B+NFIA+SRF,"DNMT3B,FOS,NFIA,SRF",4,-0.4100753717885965,0.4100753717885965
3,ATF4+FOS+SFPQ,"ATF4,FOS,SFPQ",3,-0.40998870807998056,0.40998870807998056
3,FOS+PAX3+AEBP1,"AEBP1,FOS,PAX3",3,-0.40984073204033133,0.40984073204033133
4,FOS+SMAD7+NFIA+ZNF202,"FOS,NFIA,SMAD7,ZNF202",4,-0.4098009886378488,0.4098009886378488
4,FOS+SFPQ+SRF+HOXC13,"FOS,HOXC13,SFPQ,SRF",4,-0.40974980651538306,0.40974980651538306
4,ATF4+FOS+FOXP3+HEYL,"ATF4,FOS,FOXP3,HEYL",4,-0.4096097898155627,0.4096097898155627
4,FOS+SMAD7+HEYL+HES1,"FOS,HES1,HEYL,SMAD7",4,-0.4095703046919992,0.4095703046919992
4,FOS+RARG+DNMT3B+HOXC13,"DNMT3B,FOS,HOXC13,RARG",4,-0.4095074715652823,0.4095074715652823
4,FOS+HEYL+NFIA+NPM1,"FOS,HEYL,NFIA,NPM1",4,-0.40927907217773835,0.40927907217773835
4,FOS+DNMT3B+SRF+ZNF165,"DNMT3B,FOS,SRF,ZNF165",4,-0.40925112055084845,0.40925112055084845
4,FOS+RARG+HES1+NFIA,"FOS,HES1,NFIA,RARG",4,-0.40918124195731753,0.40918124195731753
4,FOS+SMAD7+ZNF202+ZNF165,"FOS,SMAD7,ZNF165,ZNF202",4,-0.40897673740010076,0.40897673740010076
4,FOS+HEYL+SFPQ+DNMT3B,"DNMT3B,FOS,HEYL,SFPQ",4,-0.40871407027829904,0.40871407027829904
4,FOS+PAX3+HEYL+NFIA,"FOS,HEYL,NFIA,PAX3",4,-0.40860875746937403,0.40860875746937403
4,FOS+HEYL+NPM1+ZNF165,"FOS,HEYL,NPM1,ZNF165",4,-0.4084548209399903,0.4084548209399903
4,FOS+RARG+HES1+ZNF165,"FOS,HES1,RARG,ZNF165",4,-0.4083569907195695,0.4083569907195695
4,FOS+DNMT3B+HES1+SRF,"DNMT3B,FOS,HES1,SRF",4,-0.4081202367936121,0.4081202367936121
4,ATF4+FOS+FOXP3+ZNF202,"ATF4,FOS,FOXP3,ZNF202",4,-0.4078853387664279,0.4078853387664279
4,FOS+SMAD7+HES1+ZNF202,"FOS,HES1,SMAD7,ZNF202",4,-0.4078458536428644,0.4078458536428644
4,FOS+PAX3+DNMT3B+NPM1,"DNMT3B,FOS,NPM1,PAX3",4,-0.407839027356117,0.407839027356117
4,FOS+PAX3+HEYL+ZNF165,"FOS,HEYL,PAX3,ZNF165",4,-0.407784506231626,0.407784506231626
4,FOS+NFIA+ZNF202+NPM1,"FOS,NFIA,NPM1,ZNF202",4,-0.4075546211286036,0.4075546211286036
4,FOS+HEYL+HES1+NPM1,"FOS,HES1,HEYL,NPM1",4,-0.40732393718275395,0.40732393718275395
2,FOS+ZBTB20,"FOS,ZBTB20",2,-0.40719836922570074,0.40719836922570074
4,ATF4+FOS+HEYL+RARG,"ATF4,FOS,HEYL,RARG",4,-0.40712148145672167,0.40712148145672167
4,FOS+SFPQ+DNMT3B+ZNF202,"DNMT3B,FOS,SFPQ,ZNF202",4,-0.40698961922916427,0.40698961922916427
3,FOS+NFIA+HOXC13,"FOS,HOXC13,NFIA",3,-0.4069810817786581,0.4069810817786581
4,FOS+FOXP3+DNMT3B+NFIA,"DNMT3B,FOS,FOXP3,NFIA",4,-0.4068963368885635,0.4068963368885635
4,FOS+PAX3+NFIA+ZNF202,"FOS,NFIA,PAX3,ZNF202",4,-0.40688430642023926,0.40688430642023926
4,FOS+ZNF202+NPM1+ZNF165,"FOS,NPM1,ZNF165,ZNF202",4,-0.40673036989085554,0.40673036989085554
4,FOS+HEYL+ZNF202+HOXC13,"FOS,HEYL,HOXC13,ZNF202",4,-0.40669544585484096,0.40669544585484096
4,FOS+PAX3+HEYL+HES1,"FOS,HES1,HEYL,PAX3",4,-0.40665362247438963,0.40665362247438963
4,FOS+FOXP3+SFPQ+HOXC13,"FOS,FOXP3,HOXC13,SFPQ",4,-0.4065707716153501,0.4065707716153501
3,FOS+HOXC13+ZNF165,"FOS,HOXC13,ZNF165",3,-0.40615683054091006,0.40615683054091006
4,FOS+FOXP3+DNMT3B+ZNF165,"DNMT3B,FOS,FOXP3,ZNF165",4,-0.4060720856508155,0.4060720856508155
3,ATF4+FOS+SMAD7,"ATF4,FOS,SMAD7",3,-0.4060717290660857,0.4060717290660857
4,FOS+PAX3+ZNF202+ZNF165,"FOS,PAX3,ZNF165,ZNF202",4,-0.4060600551824912,0.4060600551824912
4,FOS+SMAD7+SRF+HOXC13,"FOS,HOXC13,SMAD7,SRF",4,-0.4058328275014882,0.4058328275014882
4,FOS+HES1+ZNF202+NPM1,"FOS,HES1,NPM1,ZNF202",4,-0.4055994861336192,0.4055994861336192
4,FOS+FOXP3+SRF+AEBP1,"AEBP1,FOS,FOXP3,SRF",4,-0.40550341978636273,0.40550341978636273
4,ATF4+FOS+RARG+ZNF202,"ATF4,FOS,RARG,ZNF202",4,-0.4053970304075869,0.4053970304075869
4,FOS+SMAD7+SFPQ+NPM1,"FOS,NPM1,SFPQ,SMAD7",4,-0.40533070126495335,0.40533070126495335
3,FOS+HES1+HOXC13,"FOS,HES1,HOXC13",3,-0.4050259467836737,0.4050259467836737
4,FOS+FOXP3+DNMT3B+HES1,"DNMT3B,FOS,FOXP3,HES1",4,-0.40494120189357913,0.40494120189357913
4,FOS+PAX3+HES1+ZNF202,"FOS,HES1,PAX3,ZNF202",4,-0.40492917142525486,0.40492917142525486
4,FOS+SMAD7+HEYL+DNMT3B,"DNMT3B,FOS,HEYL,SMAD7",4,-0.40479709126440416,0.40479709126440416
4,FOS+PAX3+SMAD7+SFPQ,"FOS,PAX3,SFPQ,SMAD7",4,-0.40466038655658904,0.40466038655658904
4,FOS+SFPQ+NFIA+SRF,"FOS,NFIA,SFPQ,SRF",4,-0.4046503634798233,0.4046503634798233
3,FOS+HEYL+AEBP1,"AEBP1,FOS,HEYL",3,-0.4045524284393733,0.4045524284393733
4,FOS+RARG+DNMT3B+NFIA,"DNMT3B,FOS,NFIA,RARG",4,-0.4044080285297225,0.4044080285297225
4,FOS+RARG+SFPQ+HOXC13,"FOS,HOXC13,RARG,SFPQ",4,-0.4040824632565091,0.4040824632565091
4,FOS+SFPQ+SRF+ZNF165,"FOS,SFPQ,SRF,ZNF165",4,-0.40382611224207526,0.40382611224207526
3,ATF4+FOS+NPM1,"ATF4,FOS,NPM1",3,-0.40382536155684046,0.40382536155684046
4,FOS+SRF+NPM1+HOXC13,"FOS,HOXC13,NPM1,SRF",4,-0.40358645999224296,0.40358645999224296
4,FOS+RARG+DNMT3B+ZNF165,"DNMT3B,FOS,RARG,ZNF165",4,-0.4035837772919745,0.4035837772919745
3,ATF4+FOS+PAX3,"ATF4,FOS,PAX3",3,-0.40315504684847614,0.40315504684847614
4,FOS+SMAD7+DNMT3B+ZNF202,"DNMT3B,FOS,SMAD7,ZNF202",4,-0.4030726402152694,0.4030726402152694
4,FOS+RARG+SRF+AEBP1,"AEBP1,FOS,RARG,SRF",4,-0.4030151114275217,0.4030151114275217
4,FOS+PAX3+SRF+HOXC13,"FOS,HOXC13,PAX3,SRF",4,-0.40291614528387865,0.40291614528387865
3,FOS+ZNF202+AEBP1,"AEBP1,FOS,ZNF202",3,-0.4028279773902385,0.4028279773902385
4,FOS+SFPQ+HES1+SRF,"FOS,HES1,SFPQ,SRF",4,-0.4026952284848389,0.4026952284848389
4,FOS+FOXP3+SMAD7+HOXC13,"FOS,FOXP3,HOXC13,SMAD7",4,-0.40265379260145523,0.40265379260145523
4,FOS+HEYL+DNMT3B+NPM1,"DNMT3B,FOS,HEYL,NPM1",4,-0.40255072375515893,0.40255072375515893
4,FOS+RARG+DNMT3B+HES1,"DNMT3B,FOS,HES1,RARG",4,-0.4024528935347381,0.4024528935347381
4,FOS+PAX3+SFPQ+NPM1,"FOS,NPM1,PAX3,SFPQ",4,-0.4024140190473438,0.4024140190473438
4,FOS+PAX3+HEYL+DNMT3B,"DNMT3B,FOS,HEYL,PAX3",4,-0.4018804090467946,0.4018804090467946
4,FOS+HEYL+NFIA+ZNF202,"FOS,HEYL,NFIA,ZNF202",4,-0.4015960028192812,0.4015960028192812
4,FOS+FOXP3+SFPQ+NFIA,"FOS,FOXP3,NFIA,SFPQ",4,-0.40147132857979034,0.40147132857979034
3,FOS+NFIA+ZNF165,"FOS,NFIA,ZNF165",3,-0.4010573875053503,0.4010573875053503
4,FOS+DNMT3B+ZNF202+NPM1,"DNMT3B,FOS,NPM1,ZNF202",4,-0.40082627270602417,0.40082627270602417
4,FOS+HEYL+ZNF202+ZNF165,"FOS,HEYL,ZNF165,ZNF202",4,-0.40077175158153316,0.40077175158153316
4,FOS+SMAD7+NFIA+SRF,"FOS,NFIA,SMAD7,SRF",4,-0.40073338446592843,0.40073338446592843
4,FOS+FOXP3+SFPQ+ZNF165,"FOS,FOXP3,SFPQ,ZNF165",4,-0.4006470773420423,0.4006470773420423
4,FOS+FOXP3+NPM1+HOXC13,"FOS,FOXP3,HOXC13,NPM1",4,-0.40040742509221,0.40040742509221
3,FOS+DNMT3B+HOXC13,"DNMT3B,FOS,HOXC13",3,-0.4002527333560787,0.4002527333560787
4,FOS+SMAD7+RARG+HOXC13,"FOS,HOXC13,RARG,SMAD7",4,-0.4001654842426142,0.4001654842426142
4,FOS+PAX3+DNMT3B+ZNF202,"DNMT3B,FOS,PAX3,ZNF202",4,-0.40015595799765985,0.40015595799765985
3,FOS+HES1+NFIA,"FOS,HES1,NFIA",3,-0.39992650374811395,0.39992650374811395
4,FOS+SMAD7+SRF+ZNF165,"FOS,SMAD7,SRF,ZNF165",4,-0.3999091332281804,0.3999091332281804
4,FOS+FOXP3+RARG+AEBP1,"AEBP1,FOS,FOXP3,RARG",4,-0.39983607652748876,0.39983607652748876
4,FOS+FOXP3+PAX3+HOXC13,"FOS,FOXP3,HOXC13,PAX3",4,-0.3997371103838457,0.3997371103838457
4,FOS+HEYL+HES1+ZNF202,"FOS,HES1,HEYL,ZNF202",4,-0.3996408678242968,0.3996408678242968
4,FOS+FOXP3+SFPQ+HES1,"FOS,FOXP3,HES1,SFPQ",4,-0.39951619358480595,0.39951619358480595
4,FOS+SMAD7+HEYL+SFPQ,"FOS,HEYL,SFPQ,SMAD7",4,-0.399372082955631,0.399372082955631
3,FOS+HES1+ZNF165,"FOS,HES1,ZNF165",3,-0.3991022525103659,0.3991022525103659
4,FOS+RARG+SFPQ+NFIA,"FOS,NFIA,RARG,SFPQ",4,-0.39898302022094934,0.39898302022094934
4,ATF4+FOS+FOXP3+SRF,"ATF4,FOS,FOXP3,SRF",4,-0.39881773459450753,0.39881773459450753
4,FOS+SMAD7+HES1+SRF,"FOS,HES1,SMAD7,SRF",4,-0.39877824947094404,0.39877824947094404
4,FOS+PAX3+SMAD7+NPM1,"FOS,NPM1,PAX3,SMAD7",4,-0.39849704003344893,0.39849704003344893
4,FOS+NFIA+SRF+NPM1,"FOS,NFIA,NPM1,SRF",4,-0.3984870169566832,0.3984870169566832
4,FOS+RARG+SFPQ+ZNF165,"FOS,RARG,SFPQ,ZNF165",4,-0.3981587689832013,0.3981587689832013
4,FOS+SFPQ+DNMT3B+SRF,"DNMT3B,FOS,SFPQ,SRF",4,-0.3979220150572439,0.3979220150572439
4,FOS+RARG+NPM1+HOXC13,"FOS,HOXC13,NPM1,RARG",4,-0.397919116733369,0.397919116733369
3,ATF4+FOS+HEYL,"ATF4,FOS,HEYL",3,-0.3978667432475181,0.3978667432475181
4,FOS+PAX3+NFIA+SRF,"FOS,NFIA,PAX3,SRF",4,-0.3978167022483189,0.3978167022483189
4,FOS+SRF+NPM1+ZNF165,"FOS,NPM1,SRF,ZNF165",4,-0.39766276571893516,0.39766276571893516
4,FOS+SMAD7+SFPQ+ZNF202,"FOS,SFPQ,SMAD7,ZNF202",4,-0.3976476319064962,0.3976476319064962
4,FOS+HEYL+SRF+HOXC13,"FOS,HEYL,HOXC13,SRF",4,-0.3976278416829206,0.3976278416829206
4,FOS+FOXP3+SMAD7+NFIA,"FOS,FOXP3,NFIA,SMAD7",4,-0.39755434956589547,0.39755434956589547
4,FOS+PAX3+RARG+HOXC13,"FOS,HOXC13,PAX3,RARG",4,-0.3972488020250047,0.3972488020250047
4,FOS+HEYL+SFPQ+NPM1,"FOS,HEYL,NPM1,SFPQ",4,-0.39712571544638575,0.39712571544638575
4,FOS+RARG+SFPQ+HES1,"FOS,HES1,RARG,SFPQ",4,-0.39702788522596494,0.39702788522596494
4,FOS+PAX3+SRF+ZNF165,"FOS,PAX3,SRF,ZNF165",4,-0.39699245101057085,0.39699245101057085
4,FOS+FOXP3+SMAD7+ZNF165,"FOS,FOXP3,SMAD7,ZNF165",4,-0.39673009832814743,0.39673009832814743
4,FOS+HES1+SRF+NPM1,"FOS,HES1,NPM1,SRF",4,-0.3965318819616988,0.3965318819616988
4,FOS+PAX3+HEYL+SFPQ,"FOS,HEYL,PAX3,SFPQ",4,-0.39645540073802144,0.39645540073802144
4,ATF4+FOS+RARG+SRF,"ATF4,FOS,RARG,SRF",4,-0.3963294262356665,0.3963294262356665
3,ATF4+FOS+ZNF202,"ATF4,FOS,ZNF202",3,-0.3961422921983833,0.3961422921983833
4,FOS+ZNF202+SRF+HOXC13,"FOS,HOXC13,SRF,ZNF202",4,-0.3959033906337858,0.3959033906337858
4,FOS+PAX3+HES1+SRF,"FOS,HES1,PAX3,SRF",4,-0.3958615672533345,0.3958615672533345
4,FOS+FOXP3+SMAD7+HES1,"FOS,FOXP3,HES1,SMAD7",4,-0.3955992145709111,0.3955992145709111
4,FOS+SFPQ+ZNF202+NPM1,"FOS,NPM1,SFPQ,ZNF202",4,-0.395401264397251,0.395401264397251
4,FOS+FOXP3+NFIA+NPM1,"FOS,FOXP3,NFIA,NPM1",4,-0.39530798205665024,0.39530798205665024
3,FOS+DNMT3B+NFIA,"DNMT3B,FOS,NFIA",3,-0.39515329032051894,0.39515329032051894
4,FOS+SMAD7+RARG+NFIA,"FOS,NFIA,RARG,SMAD7",4,-0.39506604120705446,0.39506604120705446
4,FOS+HEYL+DNMT3B+ZNF202,"DNMT3B,FOS,HEYL,ZNF202",4,-0.3948676543967018,0.3948676543967018
3,FOS+SFPQ+HOXC13,"FOS,HOXC13,SFPQ",3,-0.3948277250473055,0.3948277250473055
4,FOS+FOXP3+SFPQ+DNMT3B,"DNMT3B,FOS,FOXP3,SFPQ",4,-0.39474298015721093,0.39474298015721093
4,FOS+PAX3+SFPQ+ZNF202,"FOS,PAX3,SFPQ,ZNF202",4,-0.39473094968888667,0.39473094968888667
4,FOS+FOXP3+PAX3+NFIA,"FOS,FOXP3,NFIA,PAX3",4,-0.3946376673482859,0.3946376673482859
4,FOS+FOXP3+NPM1+ZNF165,"FOS,FOXP3,NPM1,ZNF165",4,-0.3944837308189022,0.3944837308189022
4,FOS+FOXP3+HEYL+HOXC13,"FOS,FOXP3,HEYL,HOXC13",4,-0.39444880678288763,0.39444880678288763
3,FOS+DNMT3B+ZNF165,"DNMT3B,FOS,ZNF165",3,-0.3943290390827709,0.3943290390827709
4,FOS+SMAD7+RARG+ZNF165,"FOS,RARG,SMAD7,ZNF165",4,-0.3942417899693064,0.3942417899693064
4,FOS+SMAD7+DNMT3B+SRF,"DNMT3B,FOS,SMAD7,SRF",4,-0.394005036043349,0.394005036043349
4,FOS+FOXP3+PAX3+ZNF165,"FOS,FOXP3,PAX3,ZNF165",4,-0.3938134161105379,0.3938134161105379
3,FOS+SRF+AEBP1,"AEBP1,FOS,SRF",3,-0.39376037321831814,0.39376037321831814
4,FOS+FOXP3+HES1+NPM1,"FOS,FOXP3,HES1,NPM1",4,-0.39335284706166584,0.39335284706166584
4,FOS+SMAD7+HEYL+NPM1,"FOS,HEYL,NPM1,SMAD7",4,-0.3932087364324909,0.3932087364324909
3,FOS+DNMT3B+HES1,"DNMT3B,FOS,HES1",3,-0.39319815532553454,0.39319815532553454
4,ATF4+FOS+FOXP3+RARG,"ATF4,FOS,FOXP3,RARG",4,-0.39315039133563356,0.39315039133563356
4,FOS+SMAD7+RARG+HES1,"FOS,HES1,RARG,SMAD7",4,-0.39311090621207007,0.39311090621207007
4,FOS+RARG+NFIA+NPM1,"FOS,NFIA,NPM1,RARG",4,-0.39281967369780924,0.39281967369780924
4,FOS+FOXP3+ZNF202+HOXC13,"FOS,FOXP3,HOXC13,ZNF202",4,-0.39272435573375286,0.39272435573375286
4,FOS+FOXP3+PAX3+HES1,"FOS,FOXP3,HES1,PAX3",4,-0.3926825323533015,0.3926825323533015
4,FOS+PAX3+SMAD7+HEYL,"FOS,HEYL,PAX3,SMAD7",4,-0.39253842172412656,0.39253842172412656
4,FOS+HEYL+NFIA+SRF,"FOS,HEYL,NFIA,SRF",4,-0.39252839864736083,0.39252839864736083
4,FOS+RARG+SFPQ+DNMT3B,"DNMT3B,FOS,RARG,SFPQ",4,-0.3922546717983699,0.3922546717983699
4,FOS+PAX3+RARG+NFIA,"FOS,NFIA,PAX3,RARG",4,-0.3921493589894449,0.3921493589894449
4,FOS+RARG+NPM1+ZNF165,"FOS,NPM1,RARG,ZNF165",4,-0.3919954224600612,0.3919954224600612
4,FOS+HEYL+RARG+HOXC13,"FOS,HEYL,HOXC13,RARG",4,-0.3919604984240466,0.3919604984240466
4,FOS+DNMT3B+SRF+NPM1,"DNMT3B,FOS,NPM1,SRF",4,-0.3917586685341038,0.3917586685341038
4,FOS+HEYL+SRF+ZNF165,"FOS,HEYL,SRF,ZNF165",4,-0.3917041474096128,0.3917041474096128
4,FOS+SMAD7+ZNF202+NPM1,"FOS,NPM1,SMAD7,ZNF202",4,-0.3914842853833561,0.3914842853833561
4,FOS+PAX3+RARG+ZNF165,"FOS,PAX3,RARG,ZNF165",4,-0.3913251077516969,0.3913251077516969
4,FOS+PAX3+DNMT3B+SRF,"DNMT3B,FOS,PAX3,SRF",4,-0.3910883538257395,0.3910883538257395
3,FOS+SMAD7+HOXC13,"FOS,HOXC13,SMAD7",3,-0.39091074603341064,0.39091074603341064
4,FOS+RARG+HES1+NPM1,"FOS,HES1,NPM1,RARG",4,-0.39086453870282484,0.39086453870282484
4,FOS+FOXP3+SMAD7+DNMT3B,"DNMT3B,FOS,FOXP3,SMAD7",4,-0.39082600114331606,0.39082600114331606
4,FOS+PAX3+SMAD7+ZNF202,"FOS,PAX3,SMAD7,ZNF202",4,-0.3908139706749918,0.3908139706749918
4,FOS+NFIA+ZNF202+SRF,"FOS,NFIA,SRF,ZNF202",4,-0.39080394759822606,0.39080394759822606
3,FOS+FOXP3+AEBP1,"AEBP1,FOS,FOXP3",3,-0.3905813383182852,0.3905813383182852
4,FOS+HEYL+HES1+SRF,"FOS,HES1,HEYL,SRF",4,-0.39057326365237643,0.39057326365237643
4,FOS+PAX3+HEYL+NPM1,"FOS,HEYL,NPM1,PAX3",4,-0.39029205421488133,0.39029205421488133
4,FOS+RARG+ZNF202+HOXC13,"FOS,HOXC13,RARG,ZNF202",4,-0.39023604737491185,0.39023604737491185
4,FOS+PAX3+RARG+HES1,"FOS,HES1,PAX3,RARG",4,-0.3901942239944605,0.3901942239944605
4,FOS+ZNF202+SRF+ZNF165,"FOS,SRF,ZNF165,ZNF202",4,-0.389979696360478,0.389979696360478
3,FOS+SFPQ+NFIA,"FOS,NFIA,SFPQ",3,-0.38972828201174575,0.38972828201174575
4,FOS+HEYL+SFPQ+ZNF202,"FOS,HEYL,SFPQ,ZNF202",4,-0.3894426460879286,0.3894426460879286
4,FOS+FOXP3+HEYL+NFIA,"FOS,FOXP3,HEYL,NFIA",4,-0.38934936374732787,0.38934936374732787
3,FOS+SFPQ+ZNF165,"FOS,SFPQ,ZNF165",3,-0.3889040307739977,0.3889040307739977
4,FOS+HES1+ZNF202+SRF,"FOS,HES1,SRF,ZNF202",4,-0.38884881260324167,0.38884881260324167
3,FOS+NPM1+HOXC13,"FOS,HOXC13,NPM1",3,-0.3886643785241654,0.3886643785241654
4,FOS+SMAD7+SFPQ+SRF,"FOS,SFPQ,SMAD7,SRF",4,-0.38858002773457584,0.38858002773457584
4,FOS+FOXP3+DNMT3B+NPM1,"DNMT3B,FOS,FOXP3,NPM1",4,-0.38857963363407083,0.38857963363407083
4,FOS+PAX3+ZNF202+NPM1,"FOS,NPM1,PAX3,ZNF202",4,-0.38856760316574657,0.38856760316574657
4,FOS+FOXP3+HEYL+ZNF165,"FOS,FOXP3,HEYL,ZNF165",4,-0.38852511250957983,0.38852511250957983
4,FOS+SMAD7+RARG+DNMT3B,"DNMT3B,FOS,RARG,SMAD7",4,-0.38833769278447505,0.38833769278447505
3,FOS+RARG+AEBP1,"AEBP1,FOS,RARG",3,-0.38809302995944417,0.38809302995944417
3,FOS+PAX3+HOXC13,"FOS,HOXC13,PAX3",3,-0.3879940638158011,0.3879940638158011
4,FOS+FOXP3+PAX3+DNMT3B,"DNMT3B,FOS,FOXP3,PAX3",4,-0.3879093189257065,0.3879093189257065
3,FOS+SFPQ+HES1,"FOS,HES1,SFPQ",3,-0.38777314701676135,0.38777314701676135
4,FOS+FOXP3+NFIA+ZNF202,"FOS,FOXP3,NFIA,ZNF202",4,-0.3876249126981931,0.3876249126981931
4,FOS+FOXP3+HEYL+HES1,"FOS,FOXP3,HES1,HEYL",4,-0.3873942287523435,0.3873942287523435
3,ATF4+FOS+SRF,"ATF4,FOS,SRF",3,-0.38707468802646294,0.38707468802646294
4,FOS+HEYL+RARG+NFIA,"FOS,HEYL,NFIA,RARG",4,-0.38686105538848686,0.38686105538848686
4,FOS+FOXP3+ZNF202+ZNF165,"FOS,FOXP3,ZNF165,ZNF202",4,-0.38680066146044506,0.38680066146044506
