drug,n,rho_netith_raw,p_netith_raw,rho_netith_ctrl_ev,p_netith_ctrl_ev,rho_netith_ctrl_mad,p_netith_ctrl_mad,rho_netith_ctrl_shannon,p_netith_ctrl_shannon,fdr_netith_raw,fdr_netith_ctrl_ev,fdr_netith_ctrl_mad,fdr_netith_ctrl_shannon
BMS-536924,900,0.1551550063642054,2.9177177798173265e-06,0.16513885408088982,6.308665501203075e-07,0.1303708276183057,8.765630078622747e-05,0.14715754793112915,9.304101053541304e-06,3.827831582696126e-06,8.470790297390044e-07,0.00016174001306361972,1.4620119725341409e-05
BMS-754807,892,0.21551168352146569,7.815805936722801e-11,0.2130454265545835,1.293739795910821e-10,0.15814082994293804,2.0710326925628896e-06,0.178830268345632,7.576986503979378e-08,1.6681496253005382e-10,2.4503945803344027e-10,7.593786539397262e-06,1.852152256528292e-07
BPD-00008900,718,0.1841225772629518,6.778828896802372e-07,0.20097620850809503,5.591621103599669e-08,0.1020963717528669,0.006179209601972424,0.14517194986185894,9.466301039571868e-05,9.276292174571668e-07,7.956236993181619e-08,0.007650449983394429,0.00012892200463416925
BX795,191,0.3134713419674841,1.0071639463852996e-05,0.3088454119592174,1.37974690816295e-05,0.2232088729677597,0.0019104426780955678,0.2567666712593001,0.00033630960360681174,1.2689378355339016e-05,1.6935949173158958e-05,0.0025651953330297294,0.00043132083691277206
Bicalutamide,191,0.3888244006613392,2.718271241686274e-08,0.3835491871038853,4.329025444680329e-08,0.2657068062827225,0.00020317164759762953,0.3227507577845136,5.271454247660852e-06,4.157356016696654e-08,6.221614458183789e-08,0.0003438289420882961,8.566113152448883e-06
Bleomycin,691,0.16532613878433414,1.2531295029116992e-05,0.16211990664447104,1.8499584911547934e-05,0.11263322020928254,0.00302825842541241,0.13524258507671788,0.00036377219926366823,1.5514936702716275e-05,2.2514388445543443e-05,0.003918922668180766,0.0004644591472741478
Bleomycin (50 uM),707,0.11188018979551963,0.0028925822092202838,0.11503458578989344,0.0021878479381898844,0.05865128968088903,0.11921221205642551,0.07646195447659371,0.042106950023505806,0.0031100695933721847,0.0023523477831665675,0.12721900241842424,0.04510332474427963
Bortezomib,899,0.12739541501610716,0.00012812255463450007,0.1401559432942484,2.4721455412755365e-05,0.023773457764256746,0.4765166277067838,0.0665385526936223,0.0460993850356664,0.00014875527944899916,2.995905189850862e-05,0.4832757288090077,0.04901272907137766
Bosutinib,892,0.29193000784200906,5.52102189638974e-19,0.30323402517196807,1.9921474087486822e-20,0.20436024222324248,7.271593252721224e-10,0.25475676152841353,1.1114037772071855e-14,1.0526748415783105e-17,4.747951324184359e-19,1.780191586476414e-08,6.3572296056251e-13
Bromosporine,690,0.2257014868208357,2.0289318559309285e-09,0.23297732103032642,5.860002594174052e-10,0.13343894405593576,0.0004405363747993543,0.17702147626037223,2.8892412440692406e-06,3.5599663239033472e-09,1.0035693065471729e-09,0.0006908607239431858,5.100759233356807e-06
Buparlisib,900,0.24135190290358385,2.1478044072143434e-13,0.25319797514153314,1.244637075372108e-14,0.15909334867491606,1.6126098839483804e-06,0.19182588291261268,6.60266319286532e-09,7.775595702067117e-13,5.120564760927668e-14,6.232519281205903e-06,2.3604520914493518e-08
CCT-018159,191,0.2300737117663268,0.001365367761129713,0.22859258748966657,0.001469216685057703,0.1489666574813998,0.0397116341801977,0.17275075778451363,0.016858189030697385,0.0014791484078905224,0.0015916514088125115,0.044891412551527836,0.018615606419997884
CCT007093,880,0.25118608694672195,3.958146690164844e-14,0.2550331523953649,1.5645801969427115e-14,0.15161581608916894,6.260401140898463e-06,0.1907339697682273,1.1808296998171287e-08,1.7415845436725315e-13,6.302393469374866e-14,1.75536737872251e-05,3.909818533561514e-08
CDK9_5038,690,0.23109145092859298,8.117957011324765e-10,0.23422324385036106,4.717461950138902e-10,0.12631948945218463,0.0008827433886167518,0.17453379489852175,3.992781870544097e-06,1.4882921187428738e-09,8.176934046907431e-10,0.0012880847405326071,6.717268323385953e-06
CDK9_5576,690,0.2565516653140373,7.827270523653417e-12,0.2607181717868873,3.4819640201044044e-12,0.14932588463287277,8.235038199204208e-05,0.19725069968549652,1.7570513148506577e-07,2.0167561889773667e-11,8.81275849336159e-12,0.00015293642369950671,3.8510293158039345e-07
CHIR-99021,191,0.3723305318269496,1.1336932260291444e-07,0.36775626894461283,1.6614619428539783e-07,0.2556747726646459,0.00035722750911857786,0.3267773491319923,3.9536317152673e-06,1.6458693535245445e-07,2.306689881826397e-07,0.000573972289932097,6.690761364298508e-06
CPI-637,716,0.2600810470238487,1.5589656659967987e-12,0.2683417561844901,2.8324671498573514e-13,0.15832804674580228,2.080787786657988e-05,0.20190483880907198,5.0544498256806274e-08,4.5496344946437184e-12,8.266179641420434e-13,4.5083735377589736e-05,1.314156954676963e-07
CT7033-2,716,0.27126286209991596,1.5277651023415552e-13,0.291190995022135,1.8491908055711943e-15,0.1579479682095329,2.1791836106701485e-05,0.20491385382341648,3.159671350263087e-08,5.749221306180063e-13,9.27839597181336e-15,4.6860640048997176e-05,8.859470648776891e-08
CZC24832,840,0.24770396702457265,3.2833261831265554e-13,0.25166214399801745,1.336838345942168e-13,0.15994637180608248,3.180456755719028e-06,0.2020971239633681,3.427464874387167e-09,1.1313629980411986e-12,4.067401775951703e-13,1.0828698001614785e-05,1.4003642201067569e-08
Camptothecin,910,0.2737501893437021,4.1786155562849463e-17,0.27345055852734285,4.5335486289480004e-17,0.17725729799068862,7.345495760969575e-08,0.21605097144978253,4.505557180018736e-11,4.268157318205338e-16,3.9075483022895377e-16,5.677869696317023e-07,3.9048162226829045e-10
Cediranib,900,0.15078611208161985,5.538114010481663e-06,0.15828896908103182,1.8223712676264795e-06,0.09317711914870679,0.005149710226584413,0.10178300631646872,0.002234231546302197,7.134687418908809e-06,2.3583628169283853e-06,0.0064035527165354,0.0026295893919441498
Cisplatin,735,0.26920482267068657,1.1412609038776065e-13,0.27498093005713126,3.222251749597046e-14,0.18649125744362433,3.5416683966590355e-07,0.21828366283132136,2.230706641908024e-09,4.410819169040479e-13,1.1665367093477914e-13,2.025834322888968e-06,9.815109224395306e-09
Crizotinib,908,0.2836692564340679,2.889808132949679e-18,0.28596814968083273,1.5034059905062718e-18,0.18721804134038905,1.3157431884867667e-08,0.22028552441671806,1.928487493781086e-11,4.1324256301180405e-17,1.869452666455625e-17,1.6360980517705014e-07,1.9698122257906804e-10
Cyclophosphamide,899,0.2501046035643002,2.7452914086426252e-14,0.25723292316051904,4.719544315316021e-15,0.1578959216418804,1.9597378266957773e-06,0.19230387967163054,6.16498590126345e-09,1.2663763594706304e-13,2.2127699576727575e-14,7.374802874144635e-06,2.2898519061835673e-08
Cytarabine,718,0.24420691479729784,3.290843855050414e-11,0.2473451400521364,1.806068239758736e-11,0.15069940844940244,5.030428156343316e-05,0.19340096068272225,1.763933008287816e-07,7.46969319479697e-11,4.067208791897626e-11,9.854126388453344e-05,3.8510293158039345e-07
Dabrafenib,896,0.21712572101204597,5.074775724089584e-11,0.2219800739095735,1.825807907487486e-11,0.1081079656316479,0.0011910727260923846,0.16120788368784483,1.2315067140421981e-06,1.1164506592997084e-10,4.0795395432923516e-11,0.001679805451929925,2.3020321582749585e-06
Dacarbazine,691,0.23567490391555404,3.5528598096610823e-10,0.24209985928294311,1.1281301704782075e-10,0.1663256335995525,1.1081653684758903e-05,0.19856682459904368,1.4192140024200858e-07,6.684986220809668e-10,2.1654042198440763e-10,2.663321809950459e-05,3.245746967004642e-07
Dactinomycin,903,0.24727311775861366,4.786625357876649e-14,0.24943790241151442,2.8324583652334296e-14,0.15148477857983478,4.825919407722018e-06,0.1883844888314844,1.1685462758264981e-08,2.0432460482876443e-13,1.0520559642295596e-13,1.4683116495835078e-05,3.909818533561514e-08
Dactolisib,900,0.1460538922476036,1.0868197532921528e-05,0.1544771125231842,3.2265153418840525e-06,0.07101875434414118,0.033147517439830805,0.1040547457465997,0.001773265084143631,1.363291444919104e-05,4.101259501239285e-06,0.03792075995116644,0.002104372672469205
Daporinad,551,0.24149638099610482,9.408948742895967e-09,0.2491231178669039,3.0627307812610348e-09,0.1892513790951414,7.721471959608977e-06,0.20027424086999562,2.152743184087767e-06,1.5117749103754193e-08,5.034143697934804e-09,1.9894963787821326e-05,3.848028441556883e-06
Dasatinib,904,0.018685591940553116,0.5747404576479418,0.0247422296934565,0.45748229259494966,-0.0016548758656301872,0.9603712834454811,0.019356053819525945,0.5610923182267358,0.5767570908326715,0.4590874936215986,0.9603712834454811,0.56306106320297
Dihydrorotenone,689,0.1419642555776825,0.00018506447497387542,0.15139278801210998,6.616163049095611e-05,0.13236893931945154,0.000494795639054813,0.14274952635742072,0.0001702729794632916,0.00021342112839729184,7.755010787054691e-05,0.0007567462714955964,0.00022441507892396957
Dinaciclib,837,0.25092219077615624,1.7484939182739187e-13,0.2539619362214189,8.717701755173539e-14,0.14683049399874565,2.001420778052893e-05,0.1926120040475912,1.945305563710742e-08,6.4702762325567e-13,2.968169883309086e-13,4.4031257117163646e-05,5.795389491888253e-08
Docetaxel,910,0.20686493807098955,2.976076900780016e-10,0.21418917781091873,6.651907244081694e-11,0.13236849408394116,6.196419275957903e-05,0.16654405431616856,4.362415111081722e-07,5.712469755859629e-10,1.321142688755114e-10,0.00011814506086159735,8.545552888831319e-07
Doramapimod,898,0.15678941465121585,2.3452962189394526e-06,0.16394646327187057,7.830634963613217e-07,0.07886901106140325,0.01808706579612808,0.11075348717789081,0.000885707086256165,3.105345919521683e-06,1.0416565579504093e-06,0.021200413187264882,0.0010779243688053752
EHT-1864,885,0.20375219193954858,9.527728902302863e-10,0.2146208189115584,1.1108689195241627e-10,0.15028356500216317,7.122898495685541e-06,0.1757290033009151,1.4299444679810662e-07,1.7246395354801387e-09,2.1466791282696656e-10,1.8689440089596926e-05,3.245746967004642e-07
EPZ004777,907,0.29147596697365286,3.2054891550075633e-19,0.29426702918009673,1.4139557208496367e-19,0.1997926356447644,1.2787336701715908e-09,0.24161945552929104,1.6281985876440043e-13,7.639749152768025e-18,2.6959422410866404e-18,2.4381188644604996e-08,3.903123653387579e-12
EPZ5676,904,0.3036846327687837,9.67168486454453e-21,0.3096255364174212,1.5471308883718635e-21,0.202543795003308,7.987401011423673e-10,0.24380270267153298,1.0647473315679377e-13,5.553832136167249e-19,7.374657234572549e-20,1.780191586476414e-08,3.3051562014785686e-12
ERK_2440,691,0.08285914218969416,0.029412666038160395,0.07860529720249836,0.038852652672445705,0.05976623292546361,0.11650199514869684,0.07035660080836839,0.06454478137148223,0.0308132691828347,0.04011501322859015,0.12479239929785504,0.06786693923619087
ERK_6604,691,0.1366917634513177,0.0003138130851918309,0.13666397646980946,0.00031470755192936057,0.11557132979982826,0.0023445772684647344,0.12933239594702872,0.0006546184195837601,0.00035196291123475935,0.00035021929903423,0.0031188330175856466,0.0008110783870441808
Eg5_9814,687,0.2370337963849818,3.146579410056672e-10,0.2411425421189091,1.5161943170092416e-10,0.13102797880457295,0.0005754421158779124,0.17668976003406053,3.170809419832582e-06,5.999478075174721e-10,2.8341932984617196e-10,0.000870774842016312,5.4960696610431425e-06
Elephantin,691,0.2134426797124848,1.4616669064053364e-08,0.21065601644523763,2.2666132480787202e-08,0.11342962274080746,0.0028269478102948267,0.15374591424079165,4.942360269710842e-05,2.284353744436755e-08,3.358815486790228e-08,0.0036918131221201846,6.963128261760102e-05
Elesclomol,191,0.3320611738771011,2.693570711077006e-06,0.3284823642876825,3.4958624496368272e-06,0.22638295673739323,0.0016376127290097446,0.27492594378616697,0.00011857822309514726,3.550051720589971e-06,4.4239675247616485e-06,0.0022302725737942237,0.0001584737000243557
Entinostat,843,0.24216214314910667,1.0261246925751056e-12,0.2362205757496011,3.733839478410977e-12,0.1385406516456476,5.437894736233907e-05,0.17878837543127898,1.7370329891710073e-07,3.089175390278739e-12,9.367351673908242e-12,0.00010579849622876853,3.8510293158039345e-07
Entospletinib,840,0.12739077011163563,0.00021413545561925826,0.1343221655845398,9.424952068220551e-05,0.07299732972572645,0.03440133992703095,0.10122038154815977,0.003315937989662015,0.00024399498130321857,0.00010782145166044309,0.03919833951844961,0.0038240252622715174
Epirubicin,900,0.24970962515591585,2.924499075192822e-14,0.25448410018613193,9.053591496963028e-15,0.15054020231300697,5.738502897405433e-06,0.187717449856934,1.3932847019510142e-08,1.3276297388970587e-13,3.923222982017312e-14,1.641211828657954e-05,4.3009216426721184e-08
Erlotinib,898,0.1780189365048778,7.867098623648737e-08,0.19011596237283987,9.376009169273637e-09,0.14534290603652286,1.2276902990211888e-05,0.17266376897377544,1.928548595772993e-07,1.1538411314684815e-07,1.463530423934776e-08,2.9018134340500827e-05,4.1471044991810227e-07
Fludarabine,691,0.20619529665330544,4.518258651074089e-08,0.21378918046226045,1.3834890841440143e-08,0.14006708155588185,0.00022120353981678709,0.16695662357623547,1.0250312328547541e-05,6.730322782329111e-08,2.115924481632022e-08,0.00036996615431345676,1.584642878899782e-05
Foretinib,895,0.18104239422700952,4.932630674908769e-08,0.18554213176965886,2.249292672449012e-08,0.12411283389663463,0.00019746369095344777,0.14633348085400405,1.105915266427978e-05,7.309494160745637e-08,3.350508876668841e-08,0.00033615842626598847,1.6913998192427897e-05
Fulvestrant,907,0.260379435469617,1.6030314828872128e-15,0.261621601609483,1.1646562423858072e-15,0.16247830961703502,8.687957904380999e-07,0.19918778005469998,1.4368866568700416e-09,1.1182122051359582e-14,6.1683645430063125e-15,4.073370427299944e-06,6.736878424013638e-09
GDC0810,900,0.23939925851760313,3.385909333889739e-13,0.24828150816647104,4.1333951819415994e-14,0.16013102896834852,1.3760348243494394e-06,0.19493105547043887,3.7138969877014047e-09,1.152821511300554e-12,1.4594457062164166e-13,5.703564634259995e-06,1.4960204767360587e-08
GNE-317,887,0.09544428546008935,0.004440270524710679,0.10097936441458749,0.0026049127800774566,0.047021140028105445,0.16175049546625658,0.06345454379128644,0.05888153228848425,0.004720882416606893,0.002790281105251508,0.17007588861525508,0.06214065769190588
GSK-LSD1,690,0.2459272765428674,5.788127830832101e-11,0.25099995187336355,2.2525444006010523e-11,0.16419363638015735,1.4599504879007566e-05,0.20408742171545066,6.364697199935134e-08,1.2636676027618177e-10,4.917768691388557e-11,3.3403667163169306e-05,1.5828725210273462e-07
GSK-LSD1-2HCl,714,0.2216999731561236,2.120573003905626e-09,0.22966765105202522,5.320980071856988e-10,0.13997030112862138,0.00017539599142195913,0.1695619948074366,5.215681573693285e-06,3.6756598734364186e-09,9.167471690066858e-10,0.0003003787637525767,8.52391388615017e-06
GSK1904529A,907,0.23985316913032195,2.46709784985921e-13,0.2523341597393233,1.218447267307e-14,0.16450505591339823,6.310975374444579e-07,0.19133028634119995,6.323168925389249e-09,8.710987469873259e-13,5.120564760927668e-14,3.281707194711181e-06,2.3184952726427248e-08
GSK2110183B,691,0.14096721245293217,0.00020123767861031461,0.142555216623889,0.0001700726922045533,0.07185597032757723,0.05904067508185394,0.10736838736216076,0.004721552819221796,0.0002302159043301999,0.0001922560868399298,0.06519549449193138,0.005362770546354009
GSK2256098C,691,0.24661618940828645,4.9372063550667254e-11,0.256119227972907,8.217274362264308e-12,0.144993378769655,0.00013090378632924494,0.1881399780104594,6.318867717065953e-07,1.0946054399605298e-10,1.9584503896729936e-11,0.00023253716080847239,1.221078491270853e-06
GSK2276186C,691,0.22333131720112356,2.93528702345828e-09,0.22788223557177353,1.3665649676405935e-09,0.13777781980578938,0.0002806569070514038,0.17939959025113394,2.076096686760731e-06,5.026898734784838e-09,2.299044592618881e-09,0.0004560674739585312,3.7343625937960317e-06
GSK2578215A,900,0.2081692940361655,2.8707498705366255e-10,0.20875490792786988,2.553043174557216e-10,0.12120693153119119,0.0002678087230692319,0.14855196940572357,7.633338482742363e-06,5.58526845560187e-10,4.592266339140652e-10,0.0004376759702731447,1.2196283832761542e-05
GSK2606414,832,0.2423746296630288,1.3747605595923394e-12,0.25047170353839954,2.284147184540232e-13,0.17331632736404753,4.909830061181231e-07,0.20834680025856495,1.3007139585999284e-09,4.095640833785511e-12,6.734702008025839e-13,2.753355681368298e-06,6.222589557006202e-09
GSK269962A,233,0.3419198703718461,8.635014373018443e-08,0.341638111284404,8.86210650527358e-08,0.25292099740819585,9.478626148681794e-05,0.3152969570018556,8.978446993527021e-07,1.2600071993282013e-07,1.2547338913407148e-07,0.00017377481272583292,1.7118905600991521e-06
GSK2801,691,0.27900980873173165,8.028152524240626e-14,0.2845217056696717,2.4637870810629012e-14,0.19318098744894052,3.100888646282782e-07,0.2317932895894474,6.992278936599621e-10,3.233875523849041e-13,9.395241402453196e-14,1.8476128184101577e-06,3.845753415129792e-09
GSK2830371,707,0.28898695245787537,4.568379886020864e-15,0.3071687965701687,6.496691892187972e-17,0.19915941857923114,9.307212976861372e-08,0.23672778419972065,1.8398463641229878e-10,2.41954934704068e-14,5.021767246393946e-16,6.825289516365006e-07,1.1439044785634229e-09
GSK2830371A,691,0.25433358707745335,1.1574899706949317e-11,0.2541980709870089,1.1878524804227819e-11,0.16858314399512056,8.37260094210413e-06,0.209470996246939,2.7265458591991618e-08,2.8786272314673953e-11,2.7846377819747182e-11,2.1380034548587334e-05,7.797921157309603e-08
GSK3337463A,691,0.29587323317169123,1.989541586854195e-15,0.3010456124756273,6.086187408830224e-16,0.20337448158548735,6.934497719066022e-08,0.2445607165549671,7.206176258863562e-11,1.2803716400989971e-14,3.703509784947754e-15,5.509073187924673e-07,5.423595815881523e-10
GSK343,907,0.25252036564806235,1.1634971311128045e-14,0.2617693215327657,1.1211121672018291e-15,0.1487144313825115,6.872327732450624e-06,0.18178354253058432,3.5252723203211e-08,5.6400030423434255e-14,6.049775090938172e-15,1.8369025527858676e-05,9.570459569975535e-08
GSK591,897,0.20863983987349918,2.7974769582799643e-10,0.21434006676726003,8.811587571129874e-11,0.1223635804255781,0.0002392635050330785,0.15416425469562875,3.5089384684653364e-06,5.479989110055272e-10,1.7380096864435475e-10,0.00039554544762693906,6.009319772341833e-06
GSK626616AC,691,0.2900854667903745,7.279703332136445e-15,0.30037097802537127,7.112617358094962e-16,0.19412396267088178,2.708566913051577e-07,0.23959004745972798,1.7729511523433058e-10,3.71784848748397e-14,4.151446049826855e-15,1.6840220372451109e-06,1.1439044785634229e-09
GW441756,896,0.23086477070415612,2.641212419495568e-12,0.24479333212330534,1.08129619829325e-13,0.15272463145307447,4.38747476039807e-06,0.18813631565180022,1.3916210918197133e-08,7.553867519757324e-12,3.5142126444530626e-13,1.3606042488107243e-05,4.3009216426721184e-08
Gallibiscoquinazole,691,0.2294013542152742,1.0549247395319642e-09,0.23800404366047656,2.3530485990464277e-10,0.15818066557094793,2.9554543102005346e-05,0.18116922817294412,1.6391880035985206e-06,1.8856779719133857e-09,4.3139224315851177e-10,6.003963675187817e-05,3.005178006597288e-06
Gefitinib,900,0.19263320901219222,5.6904299595799804e-09,0.1958378878657052,3.1338287470682384e-09,0.16617204054161386,5.355276037113312e-07,0.18853244674787667,1.2030210872496966e-08,9.407300395606211e-09,5.121571552351521e-09,2.889828201159259e-06,3.909818533561514e-08
Gemcitabine,903,0.2598720731730134,2.104107240722128e-15,0.2623871868999091,1.1046140423229353e-15,0.16163767238338442,1.046862790625944e-06,0.20411222055894504,6.003056311491432e-10,1.2803716400989971e-14,6.049775090938172e-15,4.536405426045757e-06,3.4337482101730993e-09
HKMTI-1-005,716,0.22073912623455647,2.3718057266632735e-09,0.23375336708358377,2.4230274287619864e-10,0.11312645653591401,0.0024333761886665977,0.153890124741671,3.545195448146735e-05,4.0863640832873265e-09,4.413922577235211e-10,0.0032071225343716448,5.1468319704059195e-05
I-BET-762,839,0.26675226394417856,3.905973599299275e-15,0.2724082173711094,9.665112325186112e-16,0.16235407615531128,2.278037890957613e-06,0.21409414955459374,3.7311533140953384e-10,2.1077517913199863e-14,5.42004338235927e-15,8.043442429800955e-06,2.223145516315139e-09
I-BRD9,900,0.26044086474180833,2.0253573754833543e-15,0.2714298659627975,1.1550171569027244e-16,0.15767461441310424,1.9999592190530936e-06,0.19861298594195798,1.854305208598304e-09,1.2803716400989971e-14,8.470125817286646e-16,7.42841995648292e-06,8.28642640092367e-09
IAP_5620,688,0.12614515144114236,0.0009131759082437962,0.12354536012014296,0.001165794180647984,0.030234503727052935,0.42848747312836577,0.06598180020791254,0.08373318832467874,0.0009968256097623118,0.0012677457629860205,0.43611180539043637,0.08740033525860628
ICL-SIRT078,715,0.2257483889754675,1.0292265070371306e-09,0.24376317077598708,3.932260155313156e-11,0.1307085618948912,0.0004583123320993185,0.1671808638289085,6.984035055890025e-06,1.8513130881296814e-09,8.2089518570771e-11,0.000712376777067419,1.1221539471823299e-05
IGF1R_3801,690,0.15996327764128707,2.4269720554744727e-05,0.15265796472545856,5.664972808196761e-05,0.12655323696377727,0.0008633011946537647,0.13713868608072655,0.0003028028505802283,2.9662991789132444e-05,6.722747813876653e-05,0.0012661750854921882,0.0003918625125155896
IOX2,191,0.3882560622761091,2.8591542925807678e-08,0.3870556627170019,3.1801768342459935e-08,0.3100217001928906,1.2742542713816993e-05,0.34446817305042704,1.063195424716437e-06,4.349564508926062e-08,4.688301930898733e-08,2.9871862427472623e-05,2.013734380588748e-06
IRAK4_4710,691,0.24320017504343697,9.238196832055777e-11,0.2510521773318606,2.1575793013951586e-11,0.17913452281496672,2.1504650503320395e-06,0.21272461901102352,1.6375407002209975e-08,1.9427384514470238e-10,4.746674463069349e-11,7.751864367134712e-06,4.9298593711916345e-08
IWP-2,839,0.2805252750441221,1.2290236937839622e-16,0.28503994860180915,3.7879635044264455e-17,0.188202412480235,3.965047797699331e-08,0.23265715399179207,8.926897674506614e-12,1.0984399263194162e-15,3.452707530015459e-16,3.543761469193777e-07,1.0212370939635567e-10
Ibrutinib,836,0.1624967588104133,2.3265393985258076e-06,0.16681032132370543,1.2352344689624864e-06,0.12452912767868594,0.000307067043298543,0.14642210151903837,2.1358749033756858e-05,3.0948384557133998e-06,1.6280048761441066e-06,0.0004961648270247644,3.1326165249510064e-05
Ipatasertib,900,0.12782093146617055,0.00012051259914461214,0.13217960351391383,6.969032079980216e-05,0.09074837540951697,0.0064439792615631954,0.10089194348799609,0.002443214628435903,0.0001424239808072689,8.069405566292881e-05,0.007943870986237387,0.002852079117276197
Irinotecan,907,0.2863792516761186,1.3959326047844722e-18,0.2829916969019409,3.6506446615562885e-18,0.1928858567429071,4.738579527612469e-09,0.23280949398600595,1.2521041676947214e-12,2.495229531052244e-17,4.176337492820394e-17,7.529076360539811e-08,1.8205457542650605e-11
JAK1_8709,691,0.26476101559235193,1.5079691553202336e-12,0.2651677820860531,1.3901615996080966e-12,0.17538902683371346,3.5165876479543233e-06,0.21609928244848406,9.567252086445923e-09,4.446177097129761e-12,3.681353865628849e-12,1.1593688893651368e-05,3.257421543718493e-08
JAK_8517,691,0.17115027556029505,6.060012273853492e-06,0.17109593819069652,6.1019199540899965e-06,0.11279932380162278,0.0029852252644539923,0.13316248946622444,0.00044856063590244754,7.772033678574435e-06,7.587604812477126e-06,0.0038807928437901897,0.000567647530389823
JNK Inhibitor VIII,894,0.2420471203104747,2.1941032265505662e-13,0.247690654523959,5.782214359279585e-14,0.15187742238246865,5.085219190667773e-06,0.1889638258531029,1.2449710564663004e-08,7.843919034918274e-13,2.016723544821904e-13,1.5118740049129184e-05,4.000693507296201e-08
JQ1,892,0.24738636192444843,6.631217523221604e-14,0.2531914369475069,1.6319997335714678e-14,0.15198855314553397,5.127684562117241e-06,0.1936570268338531,5.509371477692292e-09,2.748591611074462e-13,6.48266560835333e-14,1.5118740049129184e-05,2.100906990159994e-08
KRAS (G12C) Inhibitor-12,840,0.272077685565233,1.0094715924590223e-15,0.2797117261868487,1.4545720699097477e-16,0.19096483980277748,2.4350303124937582e-08,0.23508733106805096,5.190624077855118e-12,7.597601985349483e-15,9.904943142718757e-16,2.487209533475767e-07,6.454428201158974e-11
KU-55933,898,0.26006376795796365,2.393591775862605e-15,0.2716108966246703,1.1895020495101366e-16,0.15657783414658621,2.4208321234458217e-06,0.201413844300031,1.1304770471027262e-09,1.4261817664514687e-14,8.504939653997476e-16,8.443390089091524e-06,5.5744213012306846e-09
L-Oxonoreleagnine,691,0.241728153849679,1.2066358519177631e-10,0.2464065868239516,5.132110005668308e-11,0.1705627845756066,6.528061491460455e-06,0.19354789199011163,2.942135834158203e-07,2.4759930044042083e-10,1.0336503250853071e-10,1.7943895967923427e-05,5.925710201191873e-07
LCL161,839,0.1785420883644135,1.9323252507454548e-07,0.1816469893574698,1.1721622335081133e-07,0.10955125331855216,0.0014827152189894066,0.13634144279858434,7.437934954661068e-05,2.722389269523153e-07,1.6514206836616768e-07,0.0020485823798597597,0.00010276567135425437
LGK974,906,0.2854265142783655,1.91228038631293e-18,0.29773186462484885,5.297360676213774e-20,0.2181589600026496,3.18849607265179e-11,0.2516820035098326,1.4801732702097888e-14,3.0384010582527666e-17,1.0821751095693853e-18,2.27977469194603e-09,7.055492587999993e-13
LJI308,897,0.26151291637093416,1.7160797087515684e-15,0.2610822864314924,1.9150196721782593e-15,0.18494318877113974,2.4118766994542134e-08,0.21577729003348736,6.551060586757975e-11,1.1685685635784489e-14,9.443028038672107e-15,2.487209533475767e-07,5.063792777872381e-10
LMB_AB1,691,0.26806585030951074,7.755699990301067e-13,0.2770036541335499,1.2260479192772062e-13,0.16596658506362455,1.1582980715070894e-05,0.2102461948383863,2.4164546022579674e-08,2.4645891080290056e-12,3.8961078323697885e-13,2.760610403758563e-05,6.980868850967462e-08
LMB_AB2,691,0.2934149581976869,3.46422024207401e-15,0.29922960230064566,9.24989028013135e-16,0.20024328156977533,1.1077774603059893e-07,0.23945485870283534,1.8163926978031927e-10,1.942680371045425e-14,5.290937240235132e-15,7.727423259695437e-07,1.1439044785634229e-09
LMB_AB3,691,0.24190526168594656,1.1685872287839384e-10,0.25369819628301843,1.3067297826895373e-11,0.15492144176608819,4.318489744043273e-05,0.20346879001879983,6.836558329812128e-08,2.421854691537728e-10,3.013909014912965e-11,8.577000463863723e-05,1.6855652433847144e-07
LMP744,691,0.288899719184183,9.461192225084114e-15,0.2849227983818084,2.2585259286304712e-14,0.20651390131038896,4.303206279863473e-08,0.24007333726376068,1.6257786286912143e-10,4.665346510989753e-14,8.7288975079502e-14,3.7294454425483433e-07,1.0813318321062495e-09
LY2109761,838,0.23005808557854018,1.5789995468857838e-11,0.2295416293030117,1.7571551654741816e-11,0.16053143140719126,3.0048720454944414e-06,0.19223408163008748,2.0358971707746215e-08,3.827066698384188e-11,3.9884633121080625e-11,1.0354137409776028e-05,6.002748359191152e-08
Lapatinib,908,0.11314865148828072,0.0006359707339033805,0.11876177248059598,0.0003352449976123922,0.07976927937731582,0.016207385897527567,0.09227486431015643,0.005392019365690725,0.0006995678072937185,0.00037019331782681147,0.01939461241294094,0.006047519759166852
Leflunomide,840,0.2968566322474137,1.4981972448300684e-18,0.3028648809633476,2.796460001107201e-19,0.18955991393735777,3.093599233783736e-08,0.244826371433552,6.248317601555283e-13,2.5204965413023505e-17,4.998672251979121e-18,3.0509288995246503e-07,1.0511875494381241e-11
Lenalidomide,892,0.3358541348789367,5.851154540488453e-25,0.3428778737583141,5.213912985709244e-26,0.23966965665979928,4.046212172082678e-13,0.28861416749273977,1.4227005448875226e-18,1.6734301985796977e-22,1.4911791139128438e-23,9.841863611908397e-11,4.068923558378315e-16
Lestaurtinib,890,0.2627754523534405,1.6024601271402082e-15,0.2679349878677491,4.251998828760484e-16,0.1634255966557126,9.506319500882777e-07,0.20300428908762982,9.874054938599074e-10,1.1182122051359582e-14,2.643634054403258e-15,4.385173189116894e-06,5.0428209150702415e-09
