drug,n,rho_netith_raw,p_netith_raw,rho_netith_ctrl_ev,p_netith_ctrl_ev,rho_netith_ctrl_mad,p_netith_ctrl_mad,rho_netith_ctrl_shannon,p_netith_ctrl_shannon,fdr_netith_raw,fdr_netith_ctrl_ev,fdr_netith_ctrl_mad,fdr_netith_ctrl_shannon
Afatinib,908,0.2035623764524212,5.999986884469929e-10,0.21094706306789973,1.3618704527766826e-10,0.16429313132246742,6.43466778933549e-07,0.18731986172112639,1.2917327878391251e-08,1.1070943541667094e-09,2.5624667729877054e-10,3.286276763839197e-06,4.104839748022108e-08
Afuresertib,899,0.1321251113792195,7.083282810405915e-05,0.13516546059178186,4.787958418376778e-05,0.07821895647477647,0.018996679393565676,0.09414703956305488,0.004725238383500735,8.440912015733715e-05,5.729523462994806e-05,0.02208557035186904,0.005362770546354009
Alisertib,891,0.21272334368016332,1.4142440991906375e-10,0.21321630676696932,1.279688041612046e-10,0.14741474298586202,9.950010706604074e-06,0.1738238942048082,1.778736658489756e-07,2.868608598358314e-10,2.4399385326736346e-10,2.4322248393921068e-05,3.8539294267278045e-07
Alpelisib,907,0.1879149727659786,1.1813242346516033e-08,0.1921681485995846,5.41479378853125e-09,0.15259498632308113,3.905654799681518e-06,0.1670973837603423,4.1692738585857907e-07,1.8666228238141354e-08,8.603505686221874e-09,1.2693378098964933e-05,8.22353326590025e-07
Avagacestat,896,0.2553341889804527,8.40492326569097e-15,0.2620887628887993,1.5359949079056737e-15,0.17636566888297514,1.0751944505844524e-07,0.20598091336644891,4.848454404721251e-10,4.217207112258978e-14,7.844545422518262e-15,7.687640321678834e-07,2.8299142035719957e-09
Axitinib,903,0.25836625789943496,3.0844860515592996e-15,0.26652532685591784,3.768700110337462e-16,0.17325047166327368,1.6178017233493125e-07,0.20380279797805237,6.379202162318384e-10,1.7643260214919194e-14,2.3952182923478092e-15,1.051571120177053e-06,3.577356506711878e-09
BDF00022089a,691,0.2166875209965154,8.703830336953933e-09,0.22693147708537842,1.6053873845433483e-09,0.1333085166007211,0.0004420542394461644,0.1740942407843785,4.15835284350302e-06,1.4143724297550141e-08,2.6850338712245473e-09,0.0006908607239431858,6.954905925391015e-06
BDILV000379a,691,0.21653809125986684,8.915714791754196e-09,0.22797981734060402,1.3441057067450757e-09,0.12462181154389054,0.001027840436775827,0.16406659564740939,1.4616183015495144e-05,1.4406183222834464e-08,2.2746404267993586e-09,0.0014846584086761947,2.2001201802271635e-05
BDOCA000347a,691,0.17631210905291958,3.118144146895624e-06,0.18894929203208308,5.643657211387242e-07,0.10310890496379509,0.0066729925754496384,0.14426677102545238,0.00014158582985777704,4.065182884966656e-06,7.613613030456373e-07,0.00819088359046608,0.00018834208064801968
BDP-00009066,718,0.20757452162448742,1.9812493428409105e-08,0.22517299507241903,1.0498362394267032e-09,0.11918271147816747,0.00137709671429238,0.15850778621080358,1.9820614851472507e-05,3.062904389472975e-08,1.7872212171192687e-09,0.0019212178550615643,2.9358299236160884e-05
BEN,691,0.2578858471519617,5.839771707537368e-12,0.24742877676542807,4.247635422617807e-11,0.19378830029871005,2.8423938544621643e-07,0.22933228683584475,1.067454552690496e-09,1.546458063292303e-11,8.73973907099779e-11,1.7296268986727215e-06,5.356000036306699e-09
BI-2536,866,0.3069385548814222,2.3847133615605018e-20,0.31707172638210485,1.1203041425222495e-21,0.19688158656724947,5.135606439382016e-09,0.24519107174144075,2.535625893198325e-13,7.992958733706144e-19,7.374657234572549e-20,7.730439166648719e-08,4.83459336969814e-12
BIBR-1532,894,0.22440840765391298,1.1438386239397836e-11,0.23037023281029262,3.1161446698404686e-12,0.1441939005180415,1.5048435491127525e-05,0.1710040007636497,2.6927805229883064e-07,2.8786272314673953e-11,7.957297996199768e-12,3.415755992430533e-05,5.540541219961551e-07
BMS-345541,838,0.31207701913436137,2.1898345790630304e-20,0.3194541036572219,2.4607411452187852e-21,0.20590140252840086,1.786011284878017e-09,0.25106435883896705,1.6376742601626209e-13,7.992958733706144e-19,8.797149594157158e-20,3.192495171719455e-08,3.903123653387579e-12
