,sample,netith_bulk
TCGA-OL-A66P-01,TCGA-OL-A66P-01,3.0210779991836123
TCGA-OL-A6VO-01,TCGA-OL-A6VO-01,3.023036877004172
TCGA-OL-A6VQ-01,TCGA-OL-A6VQ-01,3.394291214975883
TCGA-OL-A6VR-01,TCGA-OL-A6VR-01,2.983856548482613
TCGA-OL-A97C-01,TCGA-OL-A97C-01,3.1509117559519844
TCGA-PE-A5DC-01,TCGA-PE-A5DC-01,3.3920509688071894
TCGA-PE-A5DD-01,TCGA-PE-A5DD-01,3.1986816487736864
TCGA-PE-A5DE-01,TCGA-PE-A5DE-01,3.2333990685647684
TCGA-PL-A8LV-01,TCGA-PL-A8LV-01,3.0977810007487614
TCGA-PL-A8LX-01,TCGA-PL-A8LX-01,3.3659266835402857
TCGA-PL-A8LY-01,TCGA-PL-A8LY-01,3.14404874903886
TCGA-PL-A8LZ-01,TCGA-PL-A8LZ-01,3.0336298210413264
TCGA-S3-A6ZF-01,TCGA-S3-A6ZF-01,2.992421746766009
TCGA-S3-A6ZG-01,TCGA-S3-A6ZG-01,3.0780896818737373
TCGA-S3-A6ZH-01,TCGA-S3-A6ZH-01,2.991050038434113
TCGA-S3-AA0Z-01,TCGA-S3-AA0Z-01,3.047875282613692
TCGA-S3-AA10-01,TCGA-S3-AA10-01,2.596122007715235
TCGA-S3-AA11-01,TCGA-S3-AA11-01,3.1228562461888574
TCGA-S3-AA12-01,TCGA-S3-AA12-01,2.9763101674777204
TCGA-S3-AA14-01,TCGA-S3-AA14-01,2.889942860712362
TCGA-S3-AA15-01,TCGA-S3-AA15-01,2.7293111072858647
TCGA-S3-AA17-01,TCGA-S3-AA17-01,2.928322977979918
TCGA-UL-AAZ6-01,TCGA-UL-AAZ6-01,3.0444345768591194
TCGA-UU-A93S-01,TCGA-UU-A93S-01,3.32335287383746
TCGA-V7-A7HQ-01,TCGA-V7-A7HQ-01,2.904548551910444
TCGA-W8-A86G-01,TCGA-W8-A86G-01,3.3840922581772057
TCGA-WT-AB41-01,TCGA-WT-AB41-01,3.072437312048847
TCGA-WT-AB44-01,TCGA-WT-AB44-01,2.9961463196690885
TCGA-XX-A899-01,TCGA-XX-A899-01,3.094303967833996
TCGA-XX-A89A-01,TCGA-XX-A89A-01,2.8653037238723202
TCGA-Z7-A8R5-01,TCGA-Z7-A8R5-01,3.1279824770902573
TCGA-Z7-A8R6-01,TCGA-Z7-A8R6-01,3.1524556891733218
TCGA-09-2056-01,TCGA-09-2056-01,3.0995703554648735
TCGA-24-2036-01,TCGA-24-2036-01,2.273755829513876
TCGA-N5-A4R8-01,TCGA-N5-A4R8-01,3.0074181681370056
TCGA-N5-A4RA-01,TCGA-N5-A4RA-01,2.607459521035529
TCGA-N5-A4RD-01,TCGA-N5-A4RD-01,2.7386088609948684
TCGA-N5-A4RF-01,TCGA-N5-A4RF-01,2.694225037899238
TCGA-N5-A4RJ-01,TCGA-N5-A4RJ-01,2.505805949738048
TCGA-N5-A4RM-01,TCGA-N5-A4RM-01,3.219996895004194
TCGA-N5-A4RN-01,TCGA-N5-A4RN-01,3.117063090317864
TCGA-N5-A4RO-01,TCGA-N5-A4RO-01,3.0021988993226505
TCGA-N5-A4RS-01,TCGA-N5-A4RS-01,2.6939542822795994
TCGA-N5-A4RT-01,TCGA-N5-A4RT-01,2.8407476258591364
TCGA-N5-A4RU-01,TCGA-N5-A4RU-01,3.2983310055204536
TCGA-N5-A4RV-01,TCGA-N5-A4RV-01,2.9346255673136277
TCGA-N5-A59E-01,TCGA-N5-A59E-01,2.380106675735965
TCGA-N5-A59F-01,TCGA-N5-A59F-01,2.9372351170919604
TCGA-N6-A4V9-01,TCGA-N6-A4V9-01,3.2204307866459256
TCGA-N6-A4VC-01,TCGA-N6-A4VC-01,3.0093066446733667
TCGA-N6-A4VD-01,TCGA-N6-A4VD-01,2.7427772062563345
TCGA-N6-A4VE-01,TCGA-N6-A4VE-01,2.4997986840769473
TCGA-N6-A4VF-01,TCGA-N6-A4VF-01,2.287482971535507
TCGA-N6-A4VG-01,TCGA-N6-A4VG-01,3.2755811738444063
TCGA-N7-A4Y0-01,TCGA-N7-A4Y0-01,3.2127506412874425
TCGA-N7-A4Y5-01,TCGA-N7-A4Y5-01,3.4931026262189864
TCGA-N7-A4Y8-01,TCGA-N7-A4Y8-01,2.9511821926246804
TCGA-N7-A59B-01,TCGA-N7-A59B-01,3.0025182596782436
TCGA-N8-A4PI-01,TCGA-N8-A4PI-01,3.146332088540701
TCGA-N8-A4PL-01,TCGA-N8-A4PL-01,2.8678142646714484
TCGA-N8-A4PM-01,TCGA-N8-A4PM-01,2.4188603033649496
TCGA-N8-A4PN-01,TCGA-N8-A4PN-01,2.8556825155167678
TCGA-N8-A4PO-01,TCGA-N8-A4PO-01,2.9253897234888777
TCGA-N8-A4PP-01,TCGA-N8-A4PP-01,3.0123272982325755
TCGA-N8-A4PQ-01,TCGA-N8-A4PQ-01,2.711367154617025
TCGA-N8-A56S-01,TCGA-N8-A56S-01,2.7094253228179888
TCGA-N9-A4PZ-01,TCGA-N9-A4PZ-01,2.922468621861715
TCGA-N9-A4Q1-01,TCGA-N9-A4Q1-01,2.9860852132499476
TCGA-N9-A4Q3-01,TCGA-N9-A4Q3-01,2.957090338413872
TCGA-N9-A4Q4-01,TCGA-N9-A4Q4-01,3.3736164762200693
TCGA-N9-A4Q7-01,TCGA-N9-A4Q7-01,3.2180000420832675
TCGA-N9-A4Q8-01,TCGA-N9-A4Q8-01,3.057612486160586
TCGA-NA-A4QV-01,TCGA-NA-A4QV-01,2.995069922816798
TCGA-NA-A4QW-01,TCGA-NA-A4QW-01,3.017593102198087
TCGA-NA-A4QX-01,TCGA-NA-A4QX-01,2.6904916506157104
TCGA-NA-A4QY-01,TCGA-NA-A4QY-01,3.185367260047217
TCGA-NA-A4R0-01,TCGA-NA-A4R0-01,2.364659104210138
TCGA-NA-A4R1-01,TCGA-NA-A4R1-01,3.247802191935612
TCGA-NA-A5I1-01,TCGA-NA-A5I1-01,2.92821197631742
TCGA-ND-A4W6-01,TCGA-ND-A4W6-01,2.7435196236383352
TCGA-ND-A4WA-01,TCGA-ND-A4WA-01,3.052026364717017
TCGA-ND-A4WC-01,TCGA-ND-A4WC-01,2.572807449499484
TCGA-ND-A4WF-01,TCGA-ND-A4WF-01,2.566310290393452
TCGA-NF-A4WU-01,TCGA-NF-A4WU-01,2.977425475540318
TCGA-NF-A4WX-01,TCGA-NF-A4WX-01,2.6978981015703574
TCGA-NF-A4X2-01,TCGA-NF-A4X2-01,3.180326664508051
TCGA-NF-A5CP-01,TCGA-NF-A5CP-01,2.730325567440358
TCGA-NG-A4VU-01,TCGA-NG-A4VU-01,2.7155630725588518
TCGA-NG-A4VW-01,TCGA-NG-A4VW-01,2.7231119204973897
TCGA-QM-A5NM-01,TCGA-QM-A5NM-01,3.264848628395868
TCGA-QN-A5NN-01,TCGA-QN-A5NN-01,3.1194559254939644
TCGA-02-0047-01,TCGA-02-0047-01,2.1456431519976364
TCGA-02-0055-01,TCGA-02-0055-01,3.0639474013680332
TCGA-02-2483-01,TCGA-02-2483-01,2.9328419896689186
TCGA-02-2485-01,TCGA-02-2485-01,2.616048219111023
TCGA-02-2486-01,TCGA-02-2486-01,2.8540425911729606
TCGA-06-0125-01,TCGA-06-0125-01,3.1167417351367543
TCGA-06-0125-02,TCGA-06-0125-02,2.951035088900057
TCGA-06-0129-01,TCGA-06-0129-01,2.32542242672834
TCGA-06-0130-01,TCGA-06-0130-01,3.5424970885223463
TCGA-06-0132-01,TCGA-06-0132-01,2.4753322570622984
TCGA-06-0138-01,TCGA-06-0138-01,2.479481436763683
TCGA-06-0141-01,TCGA-06-0141-01,2.809686639665797
TCGA-06-0152-02,TCGA-06-0152-02,2.6174341572020428
TCGA-06-0156-01,TCGA-06-0156-01,2.487006680589313
TCGA-06-0156-01.1,TCGA-06-0156-01.1,2.4358983063158295
TCGA-06-0157-01,TCGA-06-0157-01,2.503293369868387
TCGA-06-0158-01,TCGA-06-0158-01,2.6554951577451624
TCGA-06-0168-01,TCGA-06-0168-01,2.419888190609706
TCGA-06-0171-02,TCGA-06-0171-02,2.7579397671388324
TCGA-06-0174-01,TCGA-06-0174-01,2.778215111923728
TCGA-06-0178-01,TCGA-06-0178-01,2.5819491113963204
TCGA-06-0184-01,TCGA-06-0184-01,2.67604632986391
TCGA-06-0187-01,TCGA-06-0187-01,2.0962108190634217
TCGA-06-0190-01,TCGA-06-0190-01,2.6799160519362974
TCGA-06-0190-02,TCGA-06-0190-02,3.1175997135127793
TCGA-06-0210-01,TCGA-06-0210-01,2.735517352989548
TCGA-06-0210-02,TCGA-06-0210-02,2.736758447717533
TCGA-06-0211-01,TCGA-06-0211-01,2.749731911807082
TCGA-06-0211-01.1,TCGA-06-0211-01.1,2.7347435150137462
TCGA-06-0211-02,TCGA-06-0211-02,2.3728564284595453
TCGA-06-0219-01,TCGA-06-0219-01,2.1508081506134413
TCGA-06-0221-02,TCGA-06-0221-02,2.6710330062989334
TCGA-06-0238-01,TCGA-06-0238-01,2.3995493736888296
TCGA-06-0644-01,TCGA-06-0644-01,3.181767500622633
TCGA-06-0645-01,TCGA-06-0645-01,2.7670871457371047
TCGA-06-0646-01,TCGA-06-0646-01,2.05931839060241
TCGA-06-0649-01,TCGA-06-0649-01,2.0915032984121575
TCGA-06-0675-11,TCGA-06-0675-11,2.7488759698244216
TCGA-06-0678-11,TCGA-06-0678-11,2.621710580850193
TCGA-06-0680-11,TCGA-06-0680-11,2.9142877916403394
TCGA-06-0681-11,TCGA-06-0681-11,3.109526528542568
TCGA-06-0686-01,TCGA-06-0686-01,2.4791109057779703
TCGA-06-0743-01,TCGA-06-0743-01,2.346816257919563
TCGA-06-0744-01,TCGA-06-0744-01,2.9197875905984962
TCGA-06-0745-01,TCGA-06-0745-01,2.448787021821855
TCGA-06-0747-01,TCGA-06-0747-01,2.97808248558987
TCGA-06-0749-01,TCGA-06-0749-01,2.549736620583059
TCGA-06-0750-01,TCGA-06-0750-01,1.863422348905481
TCGA-06-0878-01,TCGA-06-0878-01,2.8866515466575193
TCGA-06-0882-01,TCGA-06-0882-01,2.7867765970708316
TCGA-06-1804-01,TCGA-06-1804-01,2.0687575938767258
TCGA-06-2557-01,TCGA-06-2557-01,3.1663460885161645
TCGA-06-2558-01,TCGA-06-2558-01,2.740407678068
TCGA-06-2559-01,TCGA-06-2559-01,2.8544036053947774
TCGA-06-2561-01,TCGA-06-2561-01,2.7721644293959393
TCGA-06-2562-01,TCGA-06-2562-01,2.4332577392499872
TCGA-06-2563-01,TCGA-06-2563-01,3.3087248277001433
TCGA-06-2564-01,TCGA-06-2564-01,3.0495308460729733
TCGA-06-2565-01,TCGA-06-2565-01,2.6474998400615153
TCGA-06-2567-01,TCGA-06-2567-01,2.8356263015235257
TCGA-06-2569-01,TCGA-06-2569-01,2.681797456027696
TCGA-06-2570-01,TCGA-06-2570-01,2.58483458295659
TCGA-06-5408-01,TCGA-06-5408-01,2.7817949009499534
TCGA-06-5410-01,TCGA-06-5410-01,2.7470716317397597
TCGA-06-5411-01,TCGA-06-5411-01,1.9759289498907786
TCGA-06-5412-01,TCGA-06-5412-01,2.610064179169537
TCGA-06-5413-01,TCGA-06-5413-01,2.451667002966022
TCGA-06-5414-01,TCGA-06-5414-01,2.3078839063022647
TCGA-06-5415-01,TCGA-06-5415-01,2.9447071099338253
TCGA-06-5416-01,TCGA-06-5416-01,3.009556911832574
TCGA-06-5417-01,TCGA-06-5417-01,2.8402297763507973
TCGA-06-5418-01,TCGA-06-5418-01,2.9435882660610155
TCGA-06-5856-01,TCGA-06-5856-01,2.6153334446539107
TCGA-06-5858-01,TCGA-06-5858-01,2.9103376683958873
TCGA-06-5859-01,TCGA-06-5859-01,2.2419603877908916
TCGA-06-AABW-11,TCGA-06-AABW-11,3.0844256162376813
TCGA-08-0386-01,TCGA-08-0386-01,2.2807289249646723
TCGA-12-0616-01,TCGA-12-0616-01,2.7496653340759325
TCGA-12-0618-01,TCGA-12-0618-01,2.9605178720713736
TCGA-12-0619-01,TCGA-12-0619-01,2.580117612145122
TCGA-12-0821-01,TCGA-12-0821-01,2.6306991384319645
TCGA-12-1597-01,TCGA-12-1597-01,3.0420453049717358
TCGA-12-3650-01,TCGA-12-3650-01,3.009838683465373
TCGA-12-3652-01,TCGA-12-3652-01,2.480976936293293
TCGA-12-3653-01,TCGA-12-3653-01,3.0588228521285483
TCGA-12-5295-01,TCGA-12-5295-01,2.936231288874721
TCGA-12-5299-01,TCGA-12-5299-01,3.0539662763205566
TCGA-14-0736-02,TCGA-14-0736-02,2.4911920160063517
TCGA-14-0781-01,TCGA-14-0781-01,2.123637029889262
TCGA-14-0787-01,TCGA-14-0787-01,2.362542531858466
TCGA-14-0789-01,TCGA-14-0789-01,2.8051394950243522
TCGA-14-0790-01,TCGA-14-0790-01,2.498041975440766
TCGA-14-0817-01,TCGA-14-0817-01,2.8614737783598105
TCGA-14-0871-01,TCGA-14-0871-01,3.387115975479298
TCGA-14-1034-01,TCGA-14-1034-01,2.8578864139389495
TCGA-14-1034-02,TCGA-14-1034-02,3.1442456664972114
TCGA-14-1402-02,TCGA-14-1402-02,2.1114683122686686
TCGA-14-1823-01,TCGA-14-1823-01,2.7712342476410665
TCGA-14-1825-01,TCGA-14-1825-01,2.8120255280028776
TCGA-14-1829-01,TCGA-14-1829-01,2.371605774690521
TCGA-14-2554-01,TCGA-14-2554-01,2.6071409615840393
TCGA-15-0742-01,TCGA-15-0742-01,2.9765956554274458
TCGA-15-1444-01,TCGA-15-1444-01,3.019342373847307
TCGA-16-0846-01,TCGA-16-0846-01,2.176904213009886
TCGA-16-1045-01,TCGA-16-1045-01,2.684379540879021
TCGA-19-0957-02,TCGA-19-0957-02,2.7332399179022815
TCGA-19-1389-02,TCGA-19-1389-02,3.138387733363985
TCGA-19-1390-01,TCGA-19-1390-01,2.885815052405679
TCGA-19-1787-01,TCGA-19-1787-01,2.9502804865851817
TCGA-19-2619-01,TCGA-19-2619-01,3.0577466063769054
TCGA-19-2620-01,TCGA-19-2620-01,2.3112346860234094
TCGA-19-2624-01,TCGA-19-2624-01,2.977121854905572
TCGA-19-2625-01,TCGA-19-2625-01,2.2271510171320656
TCGA-19-2629-01,TCGA-19-2629-01,2.313922176133858
TCGA-19-4065-01,TCGA-19-4065-01,2.7460007702757188
TCGA-19-4065-02,TCGA-19-4065-02,2.563865333686267
TCGA-19-5960-01,TCGA-19-5960-01,2.6197315047088146
TCGA-26-1442-01,TCGA-26-1442-01,2.887409888255002
TCGA-26-5132-01,TCGA-26-5132-01,3.0402833781627074
TCGA-26-5133-01,TCGA-26-5133-01,2.6016028571731726
TCGA-26-5134-01,TCGA-26-5134-01,2.6579443395773437
TCGA-26-5135-01,TCGA-26-5135-01,2.4571472810143202
TCGA-26-5136-01,TCGA-26-5136-01,2.1254381126211923
TCGA-26-5139-01,TCGA-26-5139-01,2.6069309127682345
TCGA-27-1830-01,TCGA-27-1830-01,2.5020026989613715
TCGA-27-1831-01,TCGA-27-1831-01,2.911759102438894
TCGA-27-1832-01,TCGA-27-1832-01,2.5997490467195354
TCGA-27-1834-01,TCGA-27-1834-01,2.0963760994586464
TCGA-27-1835-01,TCGA-27-1835-01,2.9330980562368203
TCGA-27-1837-01,TCGA-27-1837-01,2.8136932559585377
TCGA-27-2519-01,TCGA-27-2519-01,2.2131323298988033
TCGA-27-2521-01,TCGA-27-2521-01,2.7304170285621203
TCGA-27-2523-01,TCGA-27-2523-01,2.7421376854589132
TCGA-27-2524-01,TCGA-27-2524-01,2.7176896766601857
TCGA-27-2526-01,TCGA-27-2526-01,3.197179397629386
TCGA-27-2528-01,TCGA-27-2528-01,2.7111930550413073
TCGA-28-1747-01,TCGA-28-1747-01,2.574602760757307
TCGA-28-1753-01,TCGA-28-1753-01,2.1917112640835272
TCGA-28-2499-01,TCGA-28-2499-01,2.5067453831848714
TCGA-28-2509-01,TCGA-28-2509-01,2.852279082741171
TCGA-28-2510-01,TCGA-28-2510-01,2.363927085340143
TCGA-28-2513-01,TCGA-28-2513-01,2.7749744805831527
TCGA-28-2514-01,TCGA-28-2514-01,2.1774075741221908
TCGA-28-5204-01,TCGA-28-5204-01,2.417207785464428
TCGA-28-5207-01,TCGA-28-5207-01,2.6895824450716983
TCGA-28-5208-01,TCGA-28-5208-01,2.6689492168720084
TCGA-28-5209-01,TCGA-28-5209-01,3.121655814120741
TCGA-28-5213-01,TCGA-28-5213-01,2.7634050241671737
TCGA-28-5215-01,TCGA-28-5215-01,2.083804039475864
TCGA-28-5216-01,TCGA-28-5216-01,2.343768825543835
TCGA-28-5218-01,TCGA-28-5218-01,3.322889941375171
TCGA-28-5220-01,TCGA-28-5220-01,2.3047515207153726
TCGA-32-1970-01,TCGA-32-1970-01,2.84745390521839
TCGA-32-1980-01,TCGA-32-1980-01,2.438762226411723
TCGA-32-1982-01,TCGA-32-1982-01,2.9311984267133377
TCGA-32-2615-01,TCGA-32-2615-01,2.681782641492958
TCGA-32-2616-01,TCGA-32-2616-01,2.907528111612332
TCGA-32-2632-01,TCGA-32-2632-01,2.8883545036966716
TCGA-32-2634-01,TCGA-32-2634-01,2.825042018614483
TCGA-32-2638-01,TCGA-32-2638-01,2.54056621826663
TCGA-32-4213-01,TCGA-32-4213-01,2.2893275491066762
TCGA-32-5222-01,TCGA-32-5222-01,2.708667912740706
TCGA-41-2571-01,TCGA-41-2571-01,2.601775254188796
TCGA-41-2572-01,TCGA-41-2572-01,3.0607515504378373
TCGA-41-3915-01,TCGA-41-3915-01,2.166346365837601
TCGA-41-4097-01,TCGA-41-4097-01,2.2613946487227494
TCGA-41-5651-01,TCGA-41-5651-01,2.68457257899067
TCGA-76-4925-01,TCGA-76-4925-01,2.7718170045942814
TCGA-76-4926-01,TCGA-76-4926-01,2.3335929665129482
TCGA-76-4927-01,TCGA-76-4927-01,2.6061820795826915
TCGA-76-4928-01,TCGA-76-4928-01,2.6285929394504386
TCGA-76-4929-01,TCGA-76-4929-01,2.4778282087443966
TCGA-76-4931-01,TCGA-76-4931-01,2.2060785906371057
TCGA-76-4932-01,TCGA-76-4932-01,2.758818827492587
TCGA-KL-8323-01,TCGA-KL-8323-01,3.0746574978217653
TCGA-KL-8324-01,TCGA-KL-8324-01,3.114869764306574
TCGA-KL-8324-11,TCGA-KL-8324-11,2.598772072420062
TCGA-KL-8325-01,TCGA-KL-8325-01,3.076635151069666
TCGA-KL-8326-01,TCGA-KL-8326-01,3.1329062253537687
TCGA-KL-8326-11,TCGA-KL-8326-11,3.0175241275536697
TCGA-KL-8327-01,TCGA-KL-8327-01,3.260949663007693
TCGA-KL-8328-01,TCGA-KL-8328-01,3.0336855620332384
TCGA-KL-8329-01,TCGA-KL-8329-01,3.1798831764758133
TCGA-KL-8329-11,TCGA-KL-8329-11,2.819030990299697
TCGA-KL-8330-01,TCGA-KL-8330-01,3.2553938400787947
TCGA-KL-8331-01,TCGA-KL-8331-01,2.908315144995094
TCGA-KL-8332-01,TCGA-KL-8332-01,3.0882271401481645
TCGA-KL-8332-11,TCGA-KL-8332-11,2.782949211609372
TCGA-KL-8333-01,TCGA-KL-8333-01,3.042749374148019
TCGA-KL-8334-01,TCGA-KL-8334-01,3.205964393339395
TCGA-KL-8335-01,TCGA-KL-8335-01,2.988537556111959
TCGA-KL-8336-01,TCGA-KL-8336-01,3.0354843453067457
TCGA-KL-8336-11,TCGA-KL-8336-11,2.422685624519029
TCGA-KL-8337-01,TCGA-KL-8337-01,3.176310990384316
TCGA-KL-8338-01,TCGA-KL-8338-01,3.316737376394229
TCGA-KL-8339-01,TCGA-KL-8339-01,3.335253405457886
TCGA-KL-8339-11,TCGA-KL-8339-11,2.9084564677572713
TCGA-KL-8340-01,TCGA-KL-8340-01,3.015702886794181
TCGA-KL-8341-01,TCGA-KL-8341-01,3.159558387743871
TCGA-KL-8342-01,TCGA-KL-8342-01,3.0439573662889416
TCGA-KL-8343-01,TCGA-KL-8343-01,3.330052210906214
TCGA-KL-8344-01,TCGA-KL-8344-01,3.4824573787073088
TCGA-KL-8345-01,TCGA-KL-8345-01,3.149177336983194
TCGA-KL-8346-01,TCGA-KL-8346-01,3.3275117618393413
TCGA-KM-8438-01,TCGA-KM-8438-01,3.0925614217703705
TCGA-KM-8439-01,TCGA-KM-8439-01,3.5823894643375342
TCGA-KM-8440-01,TCGA-KM-8440-01,3.2706041150638305
TCGA-KM-8441-01,TCGA-KM-8441-01,3.37359398383779
TCGA-KM-8442-01,TCGA-KM-8442-01,3.1136685480976256
TCGA-KM-8443-01,TCGA-KM-8443-01,3.1608180764958362
TCGA-KM-8476-01,TCGA-KM-8476-01,2.9846732798306186
TCGA-KM-8477-01,TCGA-KM-8477-01,3.3211193500559832
TCGA-KM-8639-01,TCGA-KM-8639-01,3.4063236367352436
TCGA-KN-8418-01,TCGA-KN-8418-01,3.0216485048944133
TCGA-KN-8419-01,TCGA-KN-8419-01,3.1798215002644827
TCGA-KN-8419-11,TCGA-KN-8419-11,2.9416383825191454
TCGA-KN-8421-01,TCGA-KN-8421-01,3.1746824577153827
TCGA-KN-8422-01,TCGA-KN-8422-01,3.145194713047203
TCGA-KN-8422-11,TCGA-KN-8422-11,2.9430555759228816
TCGA-KN-8423-01,TCGA-KN-8423-01,3.142278571453408
TCGA-KN-8423-11,TCGA-KN-8423-11,2.6360598596440483
TCGA-KN-8424-01,TCGA-KN-8424-01,2.9626456643105414
TCGA-KN-8424-11,TCGA-KN-8424-11,3.0448543886700334
TCGA-KN-8425-01,TCGA-KN-8425-01,3.246141901646598
TCGA-KN-8425-11,TCGA-KN-8425-11,2.923126344211453
TCGA-KN-8426-01,TCGA-KN-8426-01,3.082776083341471
TCGA-KN-8426-11,TCGA-KN-8426-11,2.882825291371057
TCGA-KN-8427-01,TCGA-KN-8427-01,3.2615477303532896
TCGA-KN-8427-11,TCGA-KN-8427-11,2.780342993969766
TCGA-KN-8428-01,TCGA-KN-8428-01,3.3838281971972246
TCGA-KN-8428-11,TCGA-KN-8428-11,3.0464558850854937
TCGA-KN-8429-01,TCGA-KN-8429-01,3.164148608443186
TCGA-KN-8429-11,TCGA-KN-8429-11,2.855804456843201
TCGA-KN-8430-01,TCGA-KN-8430-01,3.0334898857046886
TCGA-KN-8430-11,TCGA-KN-8430-11,2.8056783226803033
TCGA-KN-8431-01,TCGA-KN-8431-01,3.2319669651212335
TCGA-KN-8431-11,TCGA-KN-8431-11,3.104818780268954
TCGA-KN-8432-01,TCGA-KN-8432-01,2.9995354607291747
TCGA-KN-8432-11,TCGA-KN-8432-11,2.72117932707362
TCGA-KN-8433-01,TCGA-KN-8433-01,2.935087550413127
TCGA-KN-8433-11,TCGA-KN-8433-11,2.97411990566504
TCGA-KN-8434-01,TCGA-KN-8434-01,2.973399173921335
TCGA-KN-8434-11,TCGA-KN-8434-11,3.027621398779263
TCGA-KN-8435-01,TCGA-KN-8435-01,2.877350993574384
TCGA-KN-8435-11,TCGA-KN-8435-11,2.7427602669966165
TCGA-KN-8436-01,TCGA-KN-8436-01,3.367860627776374
TCGA-KN-8436-11,TCGA-KN-8436-11,2.774796816210965
TCGA-KN-8437-01,TCGA-KN-8437-01,3.5044295477205556
TCGA-KN-8437-11,TCGA-KN-8437-11,2.8614347246126957
TCGA-KO-8403-01,TCGA-KO-8403-01,3.210310788331122
TCGA-KO-8403-11,TCGA-KO-8403-11,2.7043685921503786
TCGA-KO-8404-01,TCGA-KO-8404-01,3.2261057848539347
TCGA-KO-8405-01,TCGA-KO-8405-01,3.0543460879100044
TCGA-KO-8406-01,TCGA-KO-8406-01,3.195662591009454
TCGA-KO-8407-01,TCGA-KO-8407-01,2.9607099071928626
TCGA-KO-8408-01,TCGA-KO-8408-01,2.890838448510557
TCGA-KO-8409-01,TCGA-KO-8409-01,3.173066984128237
TCGA-KO-8410-01,TCGA-KO-8410-01,3.1385087753422836
TCGA-KO-8411-01,TCGA-KO-8411-01,3.114116233076616
TCGA-KO-8413-01,TCGA-KO-8413-01,3.0655253005237997
TCGA-KO-8414-01,TCGA-KO-8414-01,3.3551686644072145
TCGA-KO-8415-01,TCGA-KO-8415-01,2.9920431493473343
TCGA-KO-8415-11,TCGA-KO-8415-11,2.8942256227212875
TCGA-KO-8416-01,TCGA-KO-8416-01,3.3107554949790488
TCGA-KO-8417-01,TCGA-KO-8417-01,3.1883611267401766
TCGA-4C-A93U-01,TCGA-4C-A93U-01,2.4661236015487824
TCGA-BJ-A0YZ-01,TCGA-BJ-A0YZ-01,3.052623501317952
TCGA-BJ-A0Z0-01,TCGA-BJ-A0Z0-01,2.9017003372367087
TCGA-BJ-A0Z2-01,TCGA-BJ-A0Z2-01,2.579085645864928
TCGA-BJ-A0Z3-01,TCGA-BJ-A0Z3-01,2.543107389126747
TCGA-BJ-A0Z5-01,TCGA-BJ-A0Z5-01,2.8413931740926723
TCGA-BJ-A0Z9-01,TCGA-BJ-A0Z9-01,2.7392997602330205
TCGA-BJ-A0ZA-01,TCGA-BJ-A0ZA-01,2.8145181924671534
TCGA-BJ-A0ZB-01,TCGA-BJ-A0ZB-01,2.752158335337019
TCGA-BJ-A0ZC-01,TCGA-BJ-A0ZC-01,2.828757059677052
TCGA-BJ-A0ZE-01,TCGA-BJ-A0ZE-01,3.132390620063903
TCGA-BJ-A0ZF-01,TCGA-BJ-A0ZF-01,3.0257475129836484
TCGA-BJ-A0ZG-01,TCGA-BJ-A0ZG-01,2.495415777145362
TCGA-BJ-A0ZH-01,TCGA-BJ-A0ZH-01,2.7240696440182166
TCGA-BJ-A0ZJ-01,TCGA-BJ-A0ZJ-01,2.4874595011650604
TCGA-BJ-A18Y-01,TCGA-BJ-A18Y-01,2.5663002669684696
TCGA-BJ-A18Z-01,TCGA-BJ-A18Z-01,2.654771441003916
TCGA-BJ-A190-01,TCGA-BJ-A190-01,2.8675145932606214
TCGA-BJ-A191-01,TCGA-BJ-A191-01,2.675711842289621
TCGA-BJ-A192-01,TCGA-BJ-A192-01,2.895048696813479
TCGA-BJ-A28R-01,TCGA-BJ-A28R-01,2.7568337453418286
TCGA-BJ-A28R-11,TCGA-BJ-A28R-11,2.479193651202479
TCGA-BJ-A28S-01,TCGA-BJ-A28S-01,2.8482959013282407
TCGA-BJ-A28T-01,TCGA-BJ-A28T-01,2.663194365453732
TCGA-BJ-A28V-01,TCGA-BJ-A28V-01,2.7196204735002127
TCGA-BJ-A28W-01,TCGA-BJ-A28W-01,2.5072628803087196
TCGA-BJ-A28W-11,TCGA-BJ-A28W-11,2.7720496200113605
TCGA-BJ-A28X-01,TCGA-BJ-A28X-01,2.7271409952805916
TCGA-BJ-A28X-11,TCGA-BJ-A28X-11,2.342639443320224
TCGA-BJ-A28Z-01,TCGA-BJ-A28Z-01,2.935840156123743
TCGA-BJ-A290-01,TCGA-BJ-A290-01,2.85635191868724
TCGA-BJ-A290-11,TCGA-BJ-A290-11,2.457925019480174
TCGA-BJ-A291-01,TCGA-BJ-A291-01,2.6283104721896264
TCGA-BJ-A2N7-01,TCGA-BJ-A2N7-01,2.5771989815947873
TCGA-BJ-A2N7-11,TCGA-BJ-A2N7-11,2.552458187316195
TCGA-BJ-A2N8-01,TCGA-BJ-A2N8-01,2.854978669313462
TCGA-BJ-A2N8-11,TCGA-BJ-A2N8-11,2.6469349883525015
TCGA-BJ-A2N9-01,TCGA-BJ-A2N9-01,2.7254982591504
TCGA-BJ-A2N9-11,TCGA-BJ-A2N9-11,2.077551951568278
TCGA-BJ-A2NA-01,TCGA-BJ-A2NA-01,2.47509934938479
TCGA-BJ-A2NA-11,TCGA-BJ-A2NA-11,2.446235876458664
