method,wasserstein_before,wasserstein_after,wasserstein_reduction,ks_stat_before,ks_stat_after,ks_p_before,ks_p_after,gdsc_mean_before,gdsc_mean_after,gdsc_std_before,gdsc_std_after,tcga_mean,tcga_std,rank_n_shared_types
raw,2.7939698949757537,2.7939698949757537,0.0,1.0,1.0,0.0,0.0,5.70538566027594,5.70538566027594,0.22449157006072845,0.22449157006072845,2.9114157653001875,0.32457768586888625,0
quantile_norm,2.7939698949757537,0.001804168544885937,0.9993542634270576,1.0,0.0015258322626168774,0.0,1.0,5.70538566027594,2.913219933845073,0.22449157006072845,0.3233786094923674,2.9114157653001875,0.32457768586888625,0
location_scale,2.7939698949757537,0.055982876701451405,0.9799629635229348,1.0,0.07631123339490231,0.0,3.8016621671057626e-05,5.70538566027594,2.9114157653001875,0.22449157006072845,0.32457768586888625,2.9114157653001875,0.32457768586888625,0
