gene,d_expr,fdr_expr,dnetith_expr,is_tf,d_ceres,fdr_ceres,dnetith_ceres,concordant,both_sig
WTAP,-0.6426439944864402,2.03498169691647e-12,-0.13804419470865525,False,-0.03917800374475185,0.9664047613901128,-0.008420722417054272,True,False
SLC25A19,-0.6417948656496941,1.3134345337109093e-11,-0.14416233244496546,False,0.005517178297223318,0.9824000219929185,0.001277097450397946,False,False
KRTAP5-1,-0.6411449628047222,8.25062275214224e-12,-0.13713199924867947,False,-0.3347325226758746,0.4577054779913988,-0.07314456564468319,True,False
ZPBP2,-0.6395777497722496,1.0079417855249328e-11,-0.13930260377155612,False,0.23419395065348783,0.8095883847114016,0.053083556374537544,False,False
CDK5RAP3,-0.6386177465027945,5.2428223577541965e-11,-0.13712441136009268,False,-0.1815773438359249,0.8299519086898128,-0.03669097921366582,True,False
SGCE,0.6381504556184865,1.0539581418501388e-12,0.1400660092416004,False,0.15126992365721742,0.6678011585965532,0.0393086683261572,True,False
LARP6,0.6375185191746935,5.536395138283857e-13,0.14336293126846122,False,0.03409501935499647,0.9593291632430109,0.008512002393370466,True,False
CSK,-0.6366790201908077,4.262745507554405e-12,-0.13734718342121877,False,-0.43232171050146884,0.21944144567466034,-0.09298573914557551,True,False
KDM5A,-0.6361236740845331,3.474187442369054e-11,-0.1357106080942998,False,-0.46718404760150195,0.24562391937407757,-0.11018093770690474,True,False
TFAP2A,0.6356973922779429,1.0079417855249328e-11,0.13411392102680963,False,0.7212606143444432,0.017684863888858045,0.1827406826920006,True,True
MBTD1,-0.6347408962362195,1.7891099829481786e-12,-0.13324553440283626,False,0.05319037178811742,0.9723942383558654,0.010881991011264525,False,False
PIM2,-0.6340820025777043,1.03187291527716e-11,-0.13625538162803252,False,-0.4772328935695448,0.4679908252084291,-0.11147435005470197,True,False
FANCE,-0.6329396158158834,4.946951162568783e-10,-0.13679490044797493,False,-0.1783055107574542,0.7812176289815335,-0.0440467043750008,True,False
DOCK2,-0.6326045757385809,7.487287915294698e-11,-0.1357732616095726,False,-0.8177694748590529,0.12878312239378154,-0.16738471104475572,True,False
SGF29,-0.6324169574601811,1.6466154001339266e-12,-0.14132688447962583,False,-0.3920934996310624,0.20672465869212917,-0.07796453268056247,True,False
FAM50A,0.6312530729336943,6.694914512722708e-11,0.12810223141484212,False,-0.06043683529121409,0.9997031687217337,-0.01386912509755689,False,False
LEMD3,-0.63058791583597,2.3637548853789594e-12,-0.13123322309855023,False,-0.008812923039017833,0.9664047613901128,-0.0020174826754590924,True,False
JPH4,-0.6297945237776793,1.423644900770362e-10,-0.1375806225348981,False,0.053880116497564044,0.969061878441121,0.013791264061566721,False,False
EIPR1,-0.6296815918819115,2.5489615247377753e-11,-0.14047250970251834,False,-0.2655676060616461,0.6657897264705382,-0.05740574086732586,True,False
WDR89,-0.628735161045232,3.5889379969580283e-12,-0.1358340367644857,False,0.2698449640202574,0.7258938608987852,0.05851747364572901,False,False
GUCA2A,-0.6273058192566132,2.248913722483416e-11,-0.13714316534798776,False,-0.1733030135862886,0.7886268419695315,-0.03901227835829513,True,False
HEATR5B,-0.626433101049525,7.352897612069886e-12,-0.12998527848406383,False,-0.18749437440855776,0.9090580802343772,-0.04243228175904168,True,False
YTHDC1,-0.6254974549246409,5.339978101572391e-12,-0.13438556635033994,False,-0.3603253314778482,0.7743064166613366,-0.09193124248743878,True,False
EXT2,0.624616744590372,1.9503220087504017e-12,0.13715068362583516,False,0.4153699640144138,0.10805693663403974,0.08192445997914088,True,False
