emt_gdsc_rho,emt_gdsc_p,emt_gdsc_n,emt_gdsc_n_drugs,mrnasi_rho,mrnasi_p,mrnasi_n,ereg_rho,ereg_p,dtp_fisher_p,dtp_odds_ratio,dtp_overlap_n,dtp_total_up,emt_tcga_rho,emt_tcga_p,emt_tcga_n
0.028057199018646686,0.3723564388505741,1013,286,-0.14073406501835964,1.9859370990395138e-43,9547,-0.164167178630456,1.1703793904349662e-58,0.9633666393879251,0.38203804785068013,2,49,,,0
