drug,n_cells,slope_ic50_per_netith,r_squared,p_value,ic50_drop_per_1netith,delta_ic50_q4_q1,mean_ic50_low_netith,mean_ic50_high_netith,percent_ic50_increase,abs_slope
Rucaparib,891,1.1993528476893527,0.06521393690186328,9.886807207752934e-15,1.1993528476893527,0.6839634843049334,3.553501,4.237464484304933,19.247595098606514,1.1993528476893527
RVX-208,839,1.1986928049769046,0.062480697779626365,2.0363296060398158e-13,1.1986928049769046,0.7045780238095238,4.320071452380953,5.0246494761904765,16.309406721067184,1.1986928049769046
LJI308,897,1.1934718387310856,0.062466420450801405,3.056365918598359e-14,1.1934718387310856,0.6472662800000002,4.593890613333333,5.241156893333333,14.089719030779078,1.1934718387310856
Vismodegib,892,1.190836635524992,0.07350043424854973,1.7146140241785562e-16,1.190836635524992,0.6582607802690577,4.551481013452915,5.209741793721973,14.462562368675632,1.190836635524992
JAK_8517,691,1.1897569452850596,0.025271491905005765,2.6929955345374382e-05,1.1897569452850596,0.7434028843930638,2.644737410404624,3.388140294797688,28.10875973805388,1.1897569452850596
Avagacestat,896,1.1896753194413054,0.06318814679232342,2.2260420687983498e-14,1.1896753194413054,0.5972366071428574,4.4468338973214285,5.044070504464286,13.430603007290326,1.1896753194413054
765771,691,1.1815624077922156,0.060804439893332514,4.965227464118844e-11,1.1815624077922156,0.7183497398843937,3.1807902023121386,3.8991399421965323,22.58400253377982,1.1815624077922156
Savolitinib,899,1.176762132951598,0.052722247178575855,3.207947941285737e-12,1.176762132951598,0.6635901111111111,2.3561459022222224,3.0197360133333335,28.164219817000273,1.176762132951598
N29087-69-1,718,1.1757533450448412,0.07739104953610085,3.15773544487258e-14,1.1757533450448412,0.7090964444444445,4.949666027777778,5.6587624722222225,14.326147268622957,1.1757533450448412
Elephantin,691,1.1738408236925004,0.03328298748487681,1.382103621042998e-06,1.1738408236925004,0.7676126647398833,3.0959846300578038,3.863597294797687,24.793813809261437,1.1738408236925004
Foretinib,895,1.1642317559142328,0.0367803002837787,7.32933867405695e-09,1.1642317559142328,0.5968958883928571,0.6237858660714285,1.2206817544642856,95.68922940689197,1.1642317559142328
GSK343,907,1.1628459689775943,0.056855290936798586,3.4292272071235304e-13,1.1628459689775943,0.624367762114538,3.2074772400881053,3.8318450022026433,19.46600756229801,1.1628459689775943
SB590885,886,1.1613817577400136,0.036850566593639805,8.43314860009325e-09,1.1613817577400136,0.7387463153153147,3.8509467702702707,4.589693085585585,19.183498484541953,1.1613817577400136
Leflunomide,840,1.1602719440762805,0.08262151247667357,1.922748033324955e-17,1.1602719440762805,0.6173809095238099,4.707601685714286,5.324982595238096,13.114552817782299,1.1602719440762805
Veliparib,892,1.143363464226349,0.0791053997148842,1.1115857260753372e-17,1.143363464226349,0.644739771300447,4.836919757847534,5.481659529147981,13.329552764533789,1.143363464226349
Nelarabine,690,1.1372449453818327,0.05733377877199796,1.8755121224616806e-10,1.1372449453818327,0.6602908786127166,5.616193156069364,6.27648403468208,11.756911848716365,1.1372449453818327
Bleomycin (50 uM),707,1.1316258480182857,0.014822844989650915,0.0011803359191041418,1.1316258480182857,0.7544302994350294,3.056918129943502,3.8113484293785316,24.67944077550329,1.1316258480182857
Dabrafenib,896,1.1192670971458065,0.01830852596803527,4.838677290290483e-05,1.1192670971458065,0.5654613973214282,3.8940843705357144,4.459545767857143,14.521036102862785,1.1192670971458065
GSK1904529A,907,1.1097879185665787,0.05237551241157467,3.04492402290848e-12,1.1097879185665787,0.5870668766519826,3.9575569295154183,4.544623806167401,14.834072815823419,1.1097879185665787
NU7441,887,1.1095279184510196,0.03488889619829397,2.088520164406399e-08,1.1095279184510196,0.6912010945945939,2.7817812567567572,3.472982351351351,24.847427989375998,1.1095279184510196
BDP-00009066,718,1.1005759350680937,0.04245363918148302,2.528574508828771e-08,1.1005759350680937,0.5765528999999998,2.2306645,2.8072174,25.84668828503792,1.1005759350680937
Wnt-C59,840,1.0982399769846434,0.050744881139825476,3.997255673826534e-11,1.0982399769846434,0.6108184952380951,3.9916789095238094,4.6024974047619045,15.302295326929569,1.0982399769846434
GSK591,897,1.0955933999253424,0.04198441228531742,5.863663504375398e-10,1.0955933999253424,0.6525711555555551,4.059916231111111,4.712487386666666,16.073512811789236,1.0955933999253424
Alpelisib,907,1.094564714000167,0.03271724051480549,4.1293862034955245e-08,1.094564714000167,0.6700953700440531,3.063565348017621,3.733660718061674,21.873056191788432,1.094564714000167
