drug,n_cells,slope_ic50_per_netith,r_squared,p_value,ic50_drop_per_1netith,delta_ic50_q4_q1,mean_ic50_low_netith,mean_ic50_high_netith,percent_ic50_increase,abs_slope
IRAK4_4710,691,1.0802363317415995,0.06066829937052623,5.225052067327803e-11,1.0802363317415995,0.5834964450867046,4.563111468208093,5.1466079132947975,12.7872494273264,1.0802363317415995
Temsirolimus,866,1.0646503429318535,0.019531869618704775,3.6742070424077426e-05,1.0646503429318535,0.7873587004608297,0.5397905668202764,1.327149267281106,145.86373843079429,1.0646503429318535
AZD1208,690,1.059117021265326,0.05632671611329782,2.730924403598623e-10,1.059117021265326,0.6720737803468202,4.8445858208092485,5.516659601156069,13.872677772783387,1.059117021265326
LMB_AB2,691,1.0543216759251628,0.07631595160380035,1.435129302265402e-13,1.0543216759251628,0.6510471329479772,5.086016115606936,5.737063248554914,12.80072886419246,1.0543216759251628
Fulvestrant,907,1.047852749494789,0.05923431330273926,1.0721992316631054e-13,1.047852749494789,0.5827704911894265,3.2968935550660796,3.879664046255506,17.67635143372853,1.047852749494789
LMB_AB1,691,1.0477215058411204,0.05965530448370391,7.635695028155953e-11,1.0477215058411204,0.627552161849712,5.008427300578035,5.635979462427747,12.529924548915478,1.0477215058411204
IWP-2,839,1.0429702472120064,0.06976116666571387,7.392244667832075e-15,1.0429702472120064,0.5675609190476192,2.5553402904761904,3.1229012095238096,22.2107764340793,1.0429702472120064
N27922-53-1,718,1.0398197877264055,0.05940679252916532,3.5989164288546633e-11,1.0398197877264055,0.6729234500000008,4.770542194444444,5.443465644444445,14.105806480103178,1.0398197877264055
POMHEX,716,1.0370498282051914,0.03342016825659206,8.447947245399547e-07,1.0370498282051914,0.6154542569832399,0.9580916983240225,1.5735459553072624,64.23751067458846,1.0370498282051914
ML323,838,1.0366320990222802,0.050816630426712604,4.081887923707124e-11,1.0366320990222802,0.5957660333333337,4.1543070761904755,4.750073109523809,14.340924308360343,1.0366320990222802
AGI-6780,839,1.0355352619587934,0.04682235058709045,2.396138750239864e-10,1.0355352619587934,0.6209652999999999,3.956082366666667,4.577047666666667,15.696470458556593,1.0355352619587934
Rapamycin,893,1.0317801189705396,0.02190094684867886,8.967914344780078e-06,1.0317801189705396,0.7003482767857143,-2.5012785223214284,-1.8009302455357141,0.0,1.0317801189705396
MIM1,718,1.0316199816681981,0.03814247690470673,1.3279147352182313e-07,1.0316199816681981,0.5960255833333341,3.6118639388888885,4.207889522222223,16.501883609621476,1.0316199816681981
CZC24832,840,1.031221164111093,0.05995863131621943,6.195581900348231e-13,1.031221164111093,0.6043904428571425,4.753617676190476,5.358008119047619,12.714325888772313,1.031221164111093
GSK626616AC,691,1.030763598867445,0.0723789953568909,6.372598549000734e-13,1.030763598867445,0.6545987572254334,0.5645316936416186,1.219130450867052,115.95429709230673,1.030763598867445
alpha-lipoic acid,710,1.0305464752149112,0.057932252668342774,8.146132167606491e-11,1.0305464752149112,0.593569983146069,7.270277966292134,7.863847949438203,8.16433685064165,1.0305464752149112
LMB_AB3,691,1.0276366192955155,0.049126285958203154,3.88079610177931e-09,1.0276366192955155,0.5692597919075135,4.7206183872832375,5.289878179190751,12.059008909532468,1.0276366192955155
A-366,716,1.0209635544191007,0.051148746185051504,9.325061062594106e-10,1.0209635544191007,0.5871441117318446,4.499152703910614,5.086296815642458,13.050104105635388,1.0209635544191007
SB216763,899,1.0203024508497345,0.04911759525295257,1.8229835700772865e-11,1.0203024508497345,0.6289611644444442,4.774927902222222,5.403889066666666,13.172160445642112,1.0203024508497345
TAF1_5496,690,1.0120182537533626,0.02239979031641663,7.92970751829376e-05,1.0120182537533626,0.5900158208092479,3.4022161329479768,3.9922319537572246,17.34210284571212,1.0120182537533626
LY2109761,838,1.0113827785562792,0.048188249517612226,1.3301036033944837e-10,1.0113827785562792,0.49427551428571537,4.714807528571428,5.209083042857143,10.483471727964243,1.0113827785562792
AT13148,897,1.007396347934265,0.01989978486195031,2.2325290791239033e-05,1.007396347934265,0.5043723022222224,3.231466577777778,3.73583888,15.608154690217166,1.007396347934265
WZ4003,840,1.0033064975268704,0.026836866777768014,1.813620973359229e-06,1.0033064975268704,0.6588255571428578,3.8240750095238094,4.482900566666667,17.228363865825365,1.0033064975268704
ascorbate (vitamin C),706,1.0025121135732857,0.03089351302601085,2.6200783474547983e-06,1.0025121135732857,0.5571628983050871,9.877207254237288,10.434370152542375,5.640895082626379,1.0025121135732857
GSK2801,691,1.0009556060123146,0.06648887427802873,5.875555639142026e-12,1.0009556060123146,0.5741932947976878,4.667293601156069,5.241486895953757,12.30248927677193,1.0009556060123146
Picolinici-acid,839,0.9996023044313149,0.07829861759239826,1.474659989946952e-16,0.9996023044313149,0.6064389047619052,4.90764789047619,5.514086795238096,12.357017420478842,0.9996023044313149
BIBR-1532,894,0.9989368525153678,0.04948224567314806,1.74099524023426e-11,0.9989368525153678,0.6036113258928566,4.58506867857143,5.1886800044642865,13.164717220351948,0.9989368525153678
Zoledronate,691,0.9823844859521998,0.059879808322261266,7.020117531100232e-11,0.9823844859521998,0.575503930635838,3.490441208092485,4.065945138728323,16.487999548640133,0.9823844859521998
PFI3,840,0.9787258278637025,0.06903228643661606,9.943855159030692e-15,0.9787258278637025,0.6025261000000004,5.01498350952381,5.61750960952381,12.014518070812407,0.9787258278637025
Luminespib,906,0.9776614833260835,0.014349931855787423,0.0003018146914293753,0.9776614833260835,0.5090123259911898,-2.503826202643172,-1.9948138766519823,0.0,0.9776614833260835
JNK Inhibitor VIII,894,0.9729828765995368,0.05162909674924643,6.222552235998728e-12,0.9729828765995368,0.5259416250000006,4.8175704732142846,5.343512098214285,10.917154775923645,0.9729828765995368
BMS-536924,900,0.9709829451848024,0.025136944415238557,1.7525587536167964e-06,0.9709829451848024,0.46280151999999997,1.9255578711111114,2.3883593911111114,24.03467207832855,0.9709829451848024
Taselisib,908,0.9648892655974841,0.01630917845554131,0.00011398202145927874,0.9648892655974841,0.6221732202643171,1.4706244933920707,2.092797713656388,42.30673588396741,0.9648892655974841
Ulixertinib,905,0.953109900992245,0.023882295187747052,3.0018913560231015e-06,0.953109900992245,0.46309618502202676,2.2916540308370044,2.754750215859031,20.20794495113581,0.953109900992245
Dactolisib,900,0.93534952115189,0.021411175726588096,1.0461412377870423e-05,0.93534952115189,0.5546908488888886,-1.784311751111111,-1.2296209022222224,0.0,0.93534952115189
Cyclophosphamide,899,0.9323321867165548,0.05614112338169234,6.14931621389351e-13,0.9323321867165548,0.56754739111111,4.919663862222222,5.487211253333332,11.536304247720446,0.9323321867165548
PAK_5339,690,0.9225130865975746,0.04479869565983077,1.983748424426573e-08,0.9225130865975746,0.6166492023121384,1.8972495086705203,2.5138987109826587,32.50227234183075,0.9225130865975746
GSK2256098C,691,0.9193959517050297,0.05166681242542172,1.5074997157704965e-09,0.9193959517050297,0.547474763005781,3.9394694450867047,4.486944208092486,13.89716992699588,0.9193959517050297
776928,690,0.9169537208726759,0.020212413921738937,0.000179113997556918,0.9169537208726759,0.5682046705202302,3.4843379942196533,4.0525426647398834,16.307392436177373,0.9169537208726759
THR-103,707,0.9142397782876077,0.03154619495741396,2.01316266077681e-06,0.9142397782876077,0.5611838022598867,4.068669050847458,4.629852853107344,13.792810259241865,0.9142397782876077
BPD-00008900,718,0.9141151099973287,0.03304787222763766,9.409302666955074e-07,0.9141151099973287,0.5153866944444445,4.270074388888888,4.785461083333333,12.069735735413095,0.9141151099973287
Bleomycin,691,0.912641891357973,0.020627617270497837,0.0001517264752826424,0.912641891357973,0.6154905260115608,2.2767003757225432,2.892190901734104,27.034322679207456,0.912641891357973
GW441756,896,0.9073118616011403,0.0470974273852714,5.188273064353148e-11,0.9073118616011403,0.5244441116071434,3.065341308035714,3.5897854196428574,17.10883255421922,0.9073118616011403
667880,691,0.9012345278708633,0.022719032874672144,6.957011661224568e-05,0.9012345278708633,0.5329179826589594,0.8959708497109828,1.4288888323699422,59.479388512568796,0.9012345278708633
Uprosertib,909,0.9003541079263124,0.015113824059941659,0.00020276524014042118,0.9003541079263124,0.5645846666666663,2.5628126250000003,3.1273972916666666,22.02988471178872,0.9003541079263124
Erlotinib,898,0.8854416668235955,0.02195208944128124,8.258372835639455e-06,0.8854416668235955,0.5319832577777786,2.5248838799999995,3.056867137777778,21.069612824245155,0.8854416668235955
THR-102,707,0.8792273998339509,0.04161978171168213,4.435913612403637e-08,0.8792273998339509,0.4602952485875704,4.69600211299435,5.15629736158192,9.801853523742745,0.8792273998339509
GSK-LSD1,690,0.8755308133603363,0.05153677756273514,1.6258513500410085e-09,0.8755308133603363,0.5341760693641624,2.320916757225433,2.8550928265895954,23.01573581651198,0.8755308133603363
Buparlisib,900,0.8752848079425414,0.04344064736501436,2.727983563330527e-10,0.8752848079425414,0.4904527066666665,0.8755275866666666,1.3659802933333332,56.017961528080676,0.8752848079425414
Afatinib,908,0.8749667562149606,0.018309959090466094,4.3018120152778454e-05,0.8749667562149606,0.4908225418502199,1.3077672687224673,1.7985898105726872,37.531337080312085,0.8749667562149606
VX-11e,897,0.8672062504821955,0.019220910521458273,3.091845713315732e-05,0.8672062504821955,0.443164826666667,2.47438452,2.917549346666667,17.910103425100115,0.8672062504821955
GSK2578215A,900,0.867050116381796,0.04156946393278422,6.699322854438213e-10,0.867050116381796,0.4992924044444438,4.62038728,5.119679684444444,10.806289044334044,0.867050116381796
ERK_6604,691,0.862616185714495,0.015931353575297964,0.0008834997401070374,0.862616185714495,0.4145813468208095,3.1186230231213874,3.533204369942197,13.29373071856119,0.862616185714495
TW 37,365,0.8607378647136618,0.019490162303211225,0.007559509956296259,0.8607378647136618,0.4783104239130437,0.9362673152173911,1.4145777391304348,51.08695093152805,0.8607378647136618
GDC0810,900,0.8588830126640815,0.04191160759037389,5.684757950458441e-10,0.8588830126640815,0.5484487688888882,4.7189561200000005,5.267404888888889,11.622247695087449,0.8588830126640815
Selumetinib,909,0.8568342668556139,0.01146407188615675,0.0012250241283357588,0.8568342668556139,0.42922809429824627,3.2810847039473683,3.7103127982456146,13.0818961723803,0.8568342668556139
Afuresertib,899,0.85500516742413,0.017112765101518546,8.363053430251599e-05,0.85500516742413,0.4964924844444445,2.1817718044444443,2.678264288888889,22.75638925358965,0.85500516742413
Dacarbazine,691,0.8534720486126612,0.04328621103070484,3.3961087745343995e-08,0.8534720486126612,0.46882032369942284,5.315293572254335,5.784113895953758,8.820215051651148,0.8534720486126612
CCT007093,880,0.8529097764804903,0.04921506871860959,2.838469106370235e-11,0.8529097764804903,0.4518892909090919,4.92767619090909,5.379565481818182,9.170433961199963,0.8529097764804903
AZD5582,828,0.8504003928806013,0.006722305305548654,0.018291622469987785,0.8504003928806013,0.5957799130434784,1.711198260869565,2.3069781739130435,34.816533342005975,0.8504003928806013
OF-1,840,0.8502221429094671,0.02670748989497108,1.9218006755745636e-06,0.8502221429094671,0.5052203619047626,3.8357923952380952,4.341012757142858,13.171212355808496,0.8502221429094671
WEHI-539,905,0.84863992364085,0.012430884839280733,0.0007795946053511092,0.84863992364085,0.5127476916299556,3.472990330396476,3.985738022026432,14.763867527711207,0.84863992364085
AZD5363,900,0.8417548787188224,0.017285319378918626,7.62434911838891e-05,0.8417548787188224,0.4889080844444438,2.5975539733333335,3.0864620577777773,18.8218643178778,0.8417548787188224
Gefitinib,900,0.8388860494378721,0.025239400876578114,1.6686270746947463e-06,0.8388860494378721,0.42991036888888834,2.9515592444444447,3.381469613333333,14.565534122280779,0.8388860494378721
AGI-5198,900,0.8307623052566324,0.042073642239592535,5.259351804969282e-10,0.8307623052566324,0.494223533333332,4.4117892,4.906012733333332,11.202337893508874,0.8307623052566324
150412,691,0.8301243204615762,0.030078220315138165,4.529199389386045e-06,0.8301243204615762,0.4943105375722534,2.783504485549133,3.2778150231213865,17.75856802597303,0.8301243204615762
Remodelin,356,0.8251083319942747,0.025716771781662207,0.0024071590227177143,0.8251083319942747,0.3343557865168547,4.6068588314606735,4.941214617977528,7.257782336057435,0.8251083319942747
720427,691,0.8238662376103484,0.050475793341459095,2.3488261716159847e-09,0.8238662376103484,0.461523924855491,3.5799343063583815,4.0414582312138725,12.891966314459195,0.8238662376103484
GSK-LSD1-2HCl,714,0.8169995577446386,0.03820531975280626,1.4049287896928965e-07,0.8169995577446386,0.508047905027933,2.275314849162011,2.783362754189944,22.32868586143341,0.8169995577446386
743380,691,0.8141600722157007,0.016113729667407733,0.0008247574152238934,0.8141600722157007,0.4804190231213874,1.8025001502890174,2.282919173410405,26.652925551454505,0.8141600722157007
AGK2,878,0.8137466898938099,0.0390946370700573,3.445153938895864e-09,0.8137466898938099,0.4545302681818173,2.9707078227272734,3.4252380909090907,15.300402978187652,0.8137466898938099
Gallibiscoquinazole,691,0.8038979758652188,0.04150244708839992,6.580670888698176e-08,0.8038979758652188,0.43294713872832347,2.4438796242774568,2.87682676300578,17.71556726556555,0.8038979758652188
XAV939,839,0.7984297949958545,0.03336002777965025,9.959718554739098e-08,0.7984297949958545,0.371365961904762,4.133603371428571,4.504969333333333,8.984073423000382,0.7984297949958545
ULK1_4989,689,0.7981648375732397,0.012525834326630254,0.003264690135650269,0.7981648375732397,0.554846445086705,1.985916554913295,2.540763,27.9390613726431,0.7981648375732397
Dihydrorotenone,689,0.7979542222471045,0.013322023095162795,0.002410856569865365,0.7979542222471045,0.38837728901734103,0.6021326242774565,0.9905099132947975,64.50029002885928,0.7979542222471045
Ipatasertib,900,0.794333049451261,0.01514240161632925,0.00021511062573250733,0.794333049451261,0.49264023555555436,3.1728376622222227,3.665477897777777,15.52680244001246,0.794333049451261
Telomerase Inhibitor IX,900,0.7856110260806525,0.020607969217515364,1.5387470259300257e-05,0.7856110260806525,0.49271734222222224,0.31865856,0.8113759022222222,154.62234632021884,0.7856110260806525
EHT-1864,885,0.7850838515779346,0.03212904529018284,7.945043156302623e-08,0.7850838515779346,0.4134990270270267,3.421509603603604,3.8350086306306306,12.085280327476534,0.7850838515779346
AZD2014,691,0.7834696300617103,0.014931784129065435,0.0012890979456038141,0.7834696300617103,0.47463692485549114,1.9113874855491328,2.386024410404624,24.832061967755852,0.7834696300617103
MN-64,840,0.7746794913012802,0.02826984911342873,9.548194273726973e-07,0.7746794913012802,0.4211502380952368,4.4601227238095245,4.881272961904761,9.442570623606512,0.7746794913012802
Entospletinib,840,0.7737033113181306,0.020121564848765025,3.691649035921164e-05,0.7737033113181306,0.43049786190476214,3.3994701857142857,3.829968047619048,12.66367517249772,0.7737033113181306
VTP-B,713,0.7655342288090549,0.045160347967566405,1.0039339426974545e-08,0.7655342288090549,0.4422734525139669,2.6315960837988825,3.0738695363128494,16.806281755652865,0.7655342288090549
GSK2110183B,691,0.7606390896152381,0.012439443635448962,0.0033280580582828504,0.7606390896152381,0.4912889306358381,2.9695465549132947,3.460835485549133,16.544240730052568,0.7606390896152381
Cediranib,900,0.755647866661385,0.02014602042801361,1.921370101855244e-05,0.755647866661385,0.41885153333333314,2.090797528888889,2.509649062222222,20.033098736056147,0.755647866661385
615590,691,0.7412183490512655,0.0434083674972192,3.245642591021263e-08,0.7412183490512655,0.42931160693641557,3.6509339306358384,4.080245537572254,11.758953054010693,0.7412183490512655
PD0325901,910,0.7399396066301467,0.005953115687250841,0.019923333463513677,0.7399396066301467,0.3676310263157896,1.1568215701754385,1.524452596491228,31.779406244995613,0.7399396066301467
SGC-CBP30,690,0.7392795134383158,0.03685020171488879,3.7611442062979593e-07,0.7392795134383158,0.4584833699421975,3.937770369942196,4.3962537398843935,11.643222607440357,0.7392795134383158
SCH772984,906,0.7342341469804214,0.008357102968894867,0.005894175523356075,0.7342341469804214,0.3632629074889877,2.2670195242290747,2.6302824317180624,16.023810276293023,0.7342341469804214
BDILV000379a,691,0.7271406240035478,0.038148775756364064,2.2802990615417092e-07,0.7271406240035478,0.4540694566473986,4.171441231213874,4.625510687861272,10.88519366519437,0.7271406240035478
L-Oxonoreleagnine,691,0.7235604218464196,0.04546764367250099,1.5114119928946946e-08,0.7235604218464196,0.40373058959537556,3.5593796416184973,3.963110231213873,11.342723458737149,0.7235604218464196
VSP34_8731,691,0.7111286768899622,0.0216342981379044,0.00010421743160400053,0.7111286768899622,0.47313479768786193,2.0776969479768783,2.5508317456647402,22.772079352023344,0.7111286768899622
Pictilisib,909,0.7029878446932193,0.01552690853874316,0.00016563579062428953,0.7029878446932193,0.4944360833333332,0.9694733157894737,1.463909399122807,51.00048400307933,0.7029878446932193
AZD6482,232,0.6958945761408653,0.014407706348518231,0.06800054903554006,0.6958945761408653,0.5398670344827594,3.039425293103448,3.579292327586207,17.762141932151938,0.6958945761408653
Doramapimod,898,0.6952258702572739,0.017607715678553966,6.649026829325463e-05,0.6952258702572739,0.36553186666666626,4.7018440888888895,5.067375955555556,7.774223469690729,0.6952258702572739
Lapatinib,908,0.6928823847404256,0.009819634967320417,0.0027966109751015994,0.6928823847404256,0.4038064845814979,3.0219487400881055,3.4257552246696035,13.362453149014197,0.6928823847404256
AZ6102,898,0.6911409620260126,0.01909635028193356,3.249170947830456e-05,0.6911409620260126,0.4236559155555555,2.43815088,2.8618067955555553,17.37611560591999,0.6911409620260126
AZD3759,908,0.6832293097423507,0.020723714478840364,1.3331179763681459e-05,0.6832293097423507,0.373514696035242,2.3658086828193836,2.7393233788546256,15.788034710825253,0.6832293097423507
Obatoclax Mesylate,756,0.6709378627342383,0.018549356427545512,0.0001725883730406932,0.6709378627342383,0.3538112857142858,0.2734539153439153,0.627265201058201,129.3860741651138,0.6709378627342383
Osimertinib,899,0.6700019753226242,0.013999398165768662,0.0003777519483517277,0.6700019753226242,0.3765881111111109,1.4691856355555557,1.8457737466666666,25.63243895103211,0.6700019753226242
123138,691,0.669484038600544,0.03393036381601008,1.08751348482615e-06,0.669484038600544,0.380401184971098,2.67924974566474,3.059650930635838,14.198048748035538,0.669484038600544
BDF00022089a,691,0.6636023581833737,0.03559330200862129,5.875091844098001e-07,0.6636023581833737,0.3922106358381514,4.139006930635837,4.531217566473988,9.4759598718019,0.6636023581833737
SGC0946,889,0.6592305271138422,0.03490041770420392,2.0025603939609502e-08,0.6592305271138422,0.4207967757847535,1.8198777668161434,2.240674542600897,23.1222548820371,0.6592305271138422
VTP-A,713,0.6578186570845471,0.02931382213682845,4.271729506453112e-06,0.6578186570845471,0.3734257765363127,2.157746089385475,2.5311718659217877,17.306289112203384,0.6578186570845471
BDOCA000347a,691,0.652576060317181,0.02345806112220906,5.28411794405383e-05,0.652576060317181,0.39317412716762945,2.5528309248554915,2.946005052023121,15.401494996770534,0.652576060317181
ERK_2440,691,0.6514412970504886,0.008695318408541982,0.014201575376456393,0.6514412970504886,0.32504609248554894,2.478439947976879,2.803486040462428,13.114947277656663,0.6514412970504886
LCL161,839,0.6257984853530425,0.013423738367488088,0.0007729800715313282,0.6257984853530425,0.3849895428571424,4.5542203190476185,4.939209861904761,8.453467682425423,0.6257984853530425
Sapitinib,908,0.6173805252162518,0.00626981679939282,0.017011429577177467,0.6173805252162518,0.4424302422907487,3.4936433259911897,3.9360735682819383,12.663864081351973,0.6173805252162518
UMI-77,718,0.6136301706069219,0.010828328526524024,0.0052538279141801526,0.6136301706069219,0.4312536500000008,2.594150222222222,3.0254038722222227,16.624081608912256,0.6136301706069219
Sinularin,691,0.6053625498041169,0.01950882991552264,0.00023049175704415852,0.6053625498041169,0.3476768497109828,3.4310443988439303,3.778721248554913,10.13326583089774,0.6053625498041169
AZD1332,691,0.5909945506501028,0.007718175837588744,0.020906363149786042,0.5909945506501028,0.421797786127168,3.5907415202312136,4.012539306358382,11.746815629881588,0.5909945506501028
729189,691,0.5824312259657332,0.027848306299293465,1.0350410160543471e-05,0.5824312259657332,0.33562837572254356,3.7399740751445085,4.075602450867052,8.974082947609077,0.5824312259657332
glutathione,706,0.581423561087135,0.021702446186502425,8.535566948193748e-05,0.581423561087135,0.34478622033898354,8.918903,9.263689220338984,3.8657917945624427,0.581423561087135
AZD8186,900,0.5812374954209695,0.008765101656459384,0.004939758590208956,0.5812374954209695,0.3901139155555553,2.9462511822222224,3.3363650977777777,13.241027034949216,0.5812374954209695
Trametinib,908,0.5794871014606211,0.0032524180570094913,0.08588472457051753,0.5794871014606211,0.25064378854625546,0.10386130837004404,0.3545050969162995,241.32546804941546,0.5794871014606211
WIKI4,899,0.5714752763777166,0.01759525903920743,6.626591939817999e-05,0.5714752763777166,0.2647352622222221,3.592474191111111,3.857209453333333,7.3691625364284805,0.5714752763777166
PLX-4720,903,0.5616308873877933,0.0074511318119619896,0.009454612031491273,0.5616308873877933,0.15759123008849674,4.112094243362831,4.269685473451328,3.83238371403716,0.5616308873877933
741909,691,0.5241451360096394,0.006857675016469189,0.029507190102318042,0.5241451360096394,0.3041304855491336,2.021816179190751,2.3259466647398845,15.042439994266163,0.5241451360096394
Bortezomib,899,0.5143748513576991,0.011486882483515839,0.001289427235842193,0.5143748513576991,0.2463885999999995,-4.886854479999999,-4.64046588,0.0,0.5143748513576991
Refametinib,890,0.488316937727124,0.003217662728878603,0.0907916515085175,0.488316937727124,0.27695002690582937,2.1541164080717494,2.431066434977579,12.856780899493742,0.488316937727124
N-acetyl cysteine,710,0.4750580661796133,0.015363374893132914,0.0009340366073229781,0.4750580661796133,0.2707495337078658,9.733897820224719,10.004647353932585,2.7815119770962955,0.4750580661796133
GNE-317,887,0.44726932174898604,0.005911724886499257,0.02201701215685725,0.44726932174898604,0.34276625675675676,0.5363042927927928,0.8790705495495496,63.912644624157124,0.44726932174898604
AZD8055,719,0.44711557363747356,0.005480621443345238,0.04721619389367164,0.44711557363747356,0.26505897777777776,-0.2013623611111111,0.06369661666666666,0.0,0.44711557363747356
Romidepsin,691,0.4021523929692004,0.008412017721411317,0.015879431837482662,0.4021523929692004,0.2834145895953757,-5.393382959537572,-5.109968369942196,0.0,0.4021523929692004
Dasatinib,904,0.3663946014619794,0.0012472338672973482,0.2888265072551468,0.3663946014619794,0.24703560619469012,1.1849648053097344,1.4320004115044245,20.847505772976795,0.3663946014619794
OSI-027,902,0.3570414453312429,0.002939987828577492,0.10365320673905486,0.3570414453312429,0.3697503495575223,2.4070062345132746,2.776756584070797,15.361420517146696,0.3570414453312429
Tanespimycin,892,0.3516766420667875,0.0024175770190793893,0.14228800838948824,0.3516766420667875,0.13961382959641255,-0.1346742600896861,0.004939569506726447,0.0,0.3516766420667875
Staurosporine,910,0.3376345632418529,0.003001089559665595,0.09862835352089705,0.3376345632418529,0.21349582017543867,-2.908101592105263,-2.694605771929824,0.0,0.3376345632418529
123829,691,0.33156645452828637,0.00218439571395265,0.21981140152289796,0.33156645452828637,0.14162835838150345,2.457586658959537,2.5992150173410407,5.762903939324944,0.33156645452828637
Acetalax,691,-0.2866888704896136,0.00106844040592602,0.39094050220839727,-0.2866888704896136,0.06372758670520273,4.541102320809249,4.604829907514452,1.4033506008701018,0.2866888704896136
MG-132,911,0.1802674737068016,0.003051767744430445,0.09564081637438225,0.1802674737068016,0.10738198684210509,-1.3407847587719295,-1.2334027719298244,0.0,0.1802674737068016
IAP_5620,688,0.17431701312571762,0.0006070016528738283,0.5188261807725594,0.17431701312571762,0.2557742848837208,4.611182220930233,4.8669565058139534,5.546826662428499,0.17431701312571762
Sepantronium bromide,900,-0.002207332320922345,9.444744816324168e-08,0.9926540779992108,-0.002207332320922345,0.07733471999999963,-4.349275977777777,-4.271941257777778,0.0,0.002207332320922345
