k,n_total,n_events_total,fe_hr,fe_ci_lower,fe_ci_upper,fe_p,re_hr,re_ci_lower,re_ci_upper,re_p,Q,df,p_heterogeneity,I2,tau2,n_better,n_worse,direction_consensus,egger_p
26,9633,3073,0.8518898989846966,0.7420061397502172,0.9780463544903492,0.022902859653137764,0.8274280127187781,0.6512801945000971,1.051217466788243,0.12089438508901074,62.48687379403519,25,4.709016480231032e-05,59.99159746348772,0.19807823527126583,14,12,Mixed,0.8984807122265623
