gene,mean_high,mean_low,delta,cohens_d,p_value,n_high,n_low,fdr,neg_log10_p
ZNF735,-0.201941550478914,-0.08614678409310361,-0.11579476638581038,-0.5102625510585949,0.23802939084612917,10,17,0.7375530414738031,0.6233694148165109
SMIM23,0.08962968399939955,0.1687279109772706,-0.07909822697787106,-0.5804248638955118,0.23802939084612917,10,17,0.7375530414738031,0.6233694148165109
OR8B3,0.04528538201779232,0.05568377036111337,-0.010398388343321047,-0.0790122787935626,0.2380418739879776,237,250,0.7374058052375008,0.6233466394044106
UGT2B28,-0.004237801930510855,0.012394203156070729,-0.016632005086581584,-0.1025589603145529,0.23820433019420595,302,303,0.7375991983085894,0.6230503479650966
JKAMP,-0.17769421650173603,-0.16723256329627023,-0.010461653205465798,-0.07038656100378986,0.23820433019420595,302,303,0.7375991983085894,0.6230503479650966
SLC37A1,-0.057460444684639574,-0.050036201128118844,-0.007424243556520729,-0.06461008490249469,0.23820433019420595,302,303,0.7375991983085894,0.6230503479650966
LAMB1,-0.00630800685055806,-0.022509903784807342,0.016201896934249282,0.1323728281664832,0.23820433019420595,302,303,0.7375991983085894,0.6230503479650966
C16orf92,-0.2294826547373457,-0.2136672333771222,-0.015815421360223486,-0.11188811105040238,0.23838951091400395,302,303,0.7378008282883678,0.6227128573730095
PTCHD4,0.033312587624782196,0.02069498703709594,0.012617600587686257,0.10468577849556221,0.23838951091400395,302,303,0.7378008282883678,0.6227128573730095
ANO7,0.08544934372566369,0.07412286567969188,0.01132647804597181,0.09204658984256148,0.23857479322736885,302,303,0.7380025695354552,0.6223754439035422
LEMD1,0.0649969596518392,0.05589239874491907,0.009104560906920134,0.08155792246050221,0.23857479322736885,302,303,0.7380025695354552,0.6223754439035422
SLC5A9,-0.09301974797068735,-0.07879962367592132,-0.014220124294766032,-0.1336340743357841,0.23857479322736885,302,303,0.7380025695354552,0.6223754439035422
TSN,0.02078589959756627,0.03252476320651139,-0.011738863608945119,-0.10033498584555178,0.23857479322736885,302,303,0.7380025695354552,0.6223754439035422
CCDC90B,-0.038408380881136614,-0.04936217640071345,0.010953795519576835,0.0717458790106146,0.23876017714992015,302,303,0.7381425231861107,0.6220381075521666
INPP4B,0.054266529814394275,0.042075893135500524,0.012190636678893751,0.12499330790195383,0.23876017714992015,302,303,0.7381425231861107,0.6220381075521666
CAPN14,0.058549646158222286,0.0720509580952523,-0.013501311937030018,-0.1378011309294706,0.23876017714992015,302,303,0.7381425231861107,0.6220381075521666
PINK1,-0.01372729713861508,0.006269274045553016,-0.019996571184168095,-0.14538141887625455,0.2389456626972406,302,303,0.7382207628328524,0.6217008483143555
ANKRD27,-0.02818028885210692,-0.008312259995718342,-0.01986802885638858,-0.13554085759494716,0.2389456626972406,302,303,0.7382207628328524,0.6217008483143555
SKIC8,-0.7566523413638526,-0.8017619775314744,0.04510963616762176,0.12836773171802282,0.2389456626972406,302,303,0.7382207628328524,0.6217008483143555
LSMEM2,-0.022601447962127357,-0.011848018162781818,-0.01075342979934554,-0.07717791845506325,0.2389456626972406,302,303,0.7382207628328524,0.6217008483143555
PTTG2,-0.02097761706883552,-0.03465722968874609,0.013679612619910572,0.10374966900068824,0.2389456626972406,302,303,0.7382207628328524,0.6217008483143555
C1QTNF1,-0.18228792313482214,-0.17705365592123384,-0.005234267213588301,-0.03817064089250913,0.23913124988487877,302,303,0.7382992114600135,0.6213636661855781
SGF29,-0.5756759882534487,-0.6152832703856609,0.03960728213221221,0.10909552027590493,0.23913124988487877,302,303,0.7382992114600135,0.6213636661855781
C2CD2L,0.07455738297983838,0.06324705381792475,0.01131032916191363,0.09079611401785886,0.23913124988487877,302,303,0.7382992114600135,0.6213636661855781
ARHGEF9,0.013910017269830367,0.02747790752939461,-0.013567890259564244,-0.1135661570170934,0.23931693872834692,302,303,0.7383160849229479,0.6210265611613038
IGFBP7,-0.10983180089309158,-0.09579851967723542,-0.014033281215856161,-0.10500301527286866,0.23931693872834692,302,303,0.7383160849229479,0.6210265611613038
SUN1,0.08443669325219937,0.09797630184833174,-0.013539608596132374,-0.11653907878818803,0.23931693872834692,302,303,0.7383160849229479,0.6210265611613038
LATS2,-0.037024477518279475,-0.05620498348172832,0.019180505963448842,0.09727685764198905,0.23931693872834692,302,303,0.7383160849229479,0.6210265611613038
FBXO22,-0.11050879914413222,-0.09877966233509655,-0.011729136809035673,-0.08001579854905116,0.23931693872834692,302,303,0.7383160849229479,0.6210265611613038
TMEM132D,0.007487966820554579,-0.00414027136525209,0.011628238185806668,0.09826664884282851,0.23931693872834692,302,303,0.7383160849229479,0.6210265611613038
OTP,-0.05239956942668824,-0.06814725946105539,0.01574769003436715,0.09670539431315008,0.239502729243122,302,303,0.7382715180330999,0.6206895332369998
ATG101,-0.10647361001520056,-0.08579737940860412,-0.020676230606596444,-0.1143582817145601,0.239502729243122,302,303,0.7382715180330999,0.6206895332369998
GJA8,-0.020453283349047786,-0.005209251898444032,-0.015244031450603754,-0.10637242423962949,0.239502729243122,302,303,0.7382715180330999,0.6206895332369998
CCDC172,0.08841012433843827,0.1019220217617012,-0.013511897423262934,-0.09170159463777079,0.239502729243122,302,303,0.7382715180330999,0.6206895332369998
DERL3,-0.06582152332086792,-0.0775776892448532,0.011756165923985276,0.096188225772292,0.23968862144464553,302,303,0.7383506953516652,0.620352582408132
TMEM178A,-0.0992389599505461,-0.11637470378970981,0.017135743839163706,0.09767790556472386,0.23968862144464553,302,303,0.7383506953516652,0.620352582408132
TTC7A,-0.21539665467058927,-0.28766202884494363,0.07226537417435436,0.19840536209450593,0.23968862144464553,302,303,0.7383506953516652,0.620352582408132
SIDT1,0.0797276041820846,0.07446598127143743,0.005261622910647176,0.05819343451868877,0.23968862144464553,302,303,0.7383506953516652,0.620352582408132
BTBD9,-0.16748172543025544,-0.1830402512043614,0.015558525774105963,0.09516465027859193,0.24006071096952564,302,303,0.7390646637814304,0.6196789120185616
KLHL4,0.16359964262036508,0.1479500163152479,0.01564962630511718,0.13211170265105887,0.24006071096952564,302,303,0.7390646637814304,0.6196789120185616
NR1H4,-0.1115415386342383,-0.10003282530172868,-0.01150871333250962,-0.08180142508915547,0.24006071096952564,302,303,0.7390646637814304,0.6196789120185616
MAGI3,-0.03376103361490206,-0.029625161299774848,-0.004135872315127215,-0.03432935642611689,0.2402469083235872,302,303,0.7393909440643289,0.6193421924487835
RCAN3,0.08937960788558752,0.08592916274010738,0.0034504451454801383,0.029964580960987985,0.2404332074258072,302,303,0.7395938893533717,0.6190055499562904
PSMC1,-1.0743905335649975,-1.0319279667253798,-0.04246256683961769,-0.12312511097088133,0.2404332074258072,302,303,0.7395938893533717,0.6190055499562904
PCDHB11,-0.011117739840526674,-0.021896768437761234,0.01077902859723456,0.08744812997908015,0.2404332074258072,302,303,0.7395938893533717,0.6190055499562904
AIP,-0.18009376595716642,-0.18554692626180627,0.005453160304639854,0.028371097198003264,0.2404332074258072,302,303,0.7395938893533717,0.6190055499562904
TRIM11,-0.02050649471140851,-0.02385932163184748,0.0033528269204389713,0.02043214649524097,0.2404332074258072,302,303,0.7395938893533717,0.6190055499562904
OR7G2,-0.37884292138882586,-0.35829473661441985,-0.02054818477440601,-0.12275454692267099,0.24043780861533814,240,254,0.7392379922988256,0.6189972389075605
HP,0.37212647363792656,0.4220262397073113,-0.04989976606938473,-0.16501006464697057,0.24045435538441318,167,156,0.7391655897134662,0.618967352080353
SLC4A1,-0.14457349202628972,-0.12248802607940616,-0.022085465946883556,-0.15168010879664792,0.24061960829144846,302,303,0.7394886186301329,0.6186689845365418
SLCO2B1,0.1165991198362654,0.1036296133523705,0.012969506483894902,0.1161479277628523,0.24061960829144846,302,303,0.7394886186301329,0.6186689845365418
BCL9,-0.19162844341379356,-0.15480006872712912,-0.036828374686664445,-0.13130593295218063,0.240806110935739,302,303,0.7397534836027909,0.6183324961849944
ITGAM,-0.019008804700592984,-0.03647787768113554,0.01746907298054256,0.11851762142040737,0.240806110935739,302,303,0.7397534836027909,0.6183324961849944
AAMP,-0.9050591177356185,-0.9296892883507255,0.024630170615106972,0.07162656775759385,0.240806110935739,302,303,0.7397534836027909,0.6183324961849944
COMMD5,-0.1749052614980817,-0.1927660281778551,0.017860766679773404,0.11739557489979684,0.24099271537387035,302,303,0.7400800779472431,0.6179960848971044
PPP3CA,-0.0106151080767017,-0.0005533124819926775,-0.010061795594709023,-0.0822855879698893,0.2411794216209988,302,303,0.7404067672911097,0.6176597506683257
MRPL44,-0.3969585072963273,-0.4213031352208829,0.024344627924555606,0.09637113448058603,0.2411794216209988,302,303,0.7404067672911097,0.6176597506683257
CDC37L1,0.020530901029752458,0.03146341910930071,-0.010932518079548249,-0.06888335317811897,0.2411794216209988,302,303,0.7404067672911097,0.6176597506683257
POGZ,-0.4090922323994911,-0.3882870982317091,-0.020805134167782013,-0.10372427102122936,0.2413662296922442,302,303,0.740487010214099,0.6173234934941121
DGKQ,0.013487436504487194,0.02409256439963205,-0.010605127895144856,-0.0852837745984452,0.2413662296922442,302,303,0.740487010214099,0.6173234934941121
SIX2,0.09514850091621023,0.08818438028314593,0.0069641206330643,0.06042561071093859,0.2413662296922442,302,303,0.740487010214099,0.6173234934941121
LDLRAP1,-0.01688629872683373,-0.04831877793879086,0.03143247921195713,0.17895150802986973,0.2413662296922442,302,303,0.740487010214099,0.6173234934941121
PHB2,-1.8768247894111492,-1.9026443398572812,0.025819550446132045,0.05255060591683822,0.2413662296922442,302,303,0.740487010214099,0.6173234934941121
ZNF254,0.051733182193987134,0.03342312755277273,0.018310054641214407,0.11450297645759538,0.2414110248189858,167,156,0.7402548640282772,0.6172429003168898
PALMD,-0.050715057676890586,-0.0348231598465003,-0.015891897830390286,-0.11664361462757385,0.24155313960269165,302,303,0.7404443180205555,0.6169873133699137
SMPX,0.08479256127626654,0.07365005086888467,0.011142510407381873,0.09126050849845035,0.24155313960269165,302,303,0.7404443180205555,0.6169873133699137
GPR32,-0.02144225558587616,-0.03468178552765693,0.013239529941780771,0.1351590503576208,0.24155313960269165,302,303,0.7404443180205555,0.6169873133699137
FOXB1,0.06635802919101254,0.05338998277120524,0.012968046419807297,0.11607192191156025,0.24174015136738902,302,303,0.7406481120920421,0.616651210291182
PCNX2,-0.06401780092603752,-0.053318561925468355,-0.010699239000569169,-0.07383849930765318,0.24174015136738902,302,303,0.7406481120920421,0.616651210291182
USP24,-0.1820591406251179,-0.20140383732228617,0.019344696697168262,0.12311919265986283,0.24174015136738902,302,303,0.7406481120920421,0.616651210291182
NT5DC3,0.02331010495012372,0.011834903470693924,0.011475201479429797,0.08988050186332402,0.2419272650013493,302,303,0.7407289703205239,0.6163151842533647
CPED1,0.037875722263302165,0.028260872497606022,0.009614849765696144,0.08638482570287173,0.2419272650013493,302,303,0.7407289703205239,0.6163151842533647
ADAMTS16,0.07231306764253262,0.08561251766939545,-0.013299450026862836,-0.11609350572882457,0.2419272650013493,302,303,0.7407289703205239,0.6163151842533647
VXN,-0.055427890482460405,-0.06366989367230498,0.008242003189844575,0.07428802934215513,0.2419272650013493,302,303,0.7407289703205239,0.6163151842533647
RANBP17,0.12175000295483164,0.13581365527351053,-0.014063652318678885,-0.12604338809102095,0.2419272650013493,302,303,0.7407289703205239,0.6163151842533647
ZSWIM9,0.18674660558266806,0.12590008440245207,0.060846521180215996,0.46778344343044065,0.24199282271169809,10,19,0.7403149164769589,0.6161975146101829
OVOL3,-0.1473887830881901,-0.09746284762673625,-0.04992593546145384,-0.4567706975350121,0.24199282271169809,10,19,0.7403149164769589,0.6161975146101829
HSH2D,-0.05756534694182347,0.007928314551833899,-0.06549366149365737,-0.4854337506713572,0.24199282271169809,10,19,0.7403149164769589,0.6161975146101829
CRYBG3,-0.08828125881915339,-0.01051380889526753,-0.07776744992388586,-0.36464236860823507,0.24199282271169809,10,19,0.7403149164769589,0.6161975146101829
TRIM66,0.03922971408618219,-0.04182737554023775,0.08105708962641994,0.46251241819463124,0.24199282271169809,10,19,0.7403149164769589,0.6161975146101829
PLXNA2,-0.059572982223484616,-0.04924896912301035,-0.010324013100474268,-0.08678192115710504,0.2421144805195492,302,303,0.7403185351431232,0.6159792352519093
SYAP1,0.021719191513853448,0.03563653142913864,-0.013917339915285192,-0.1258223179143985,0.2423017979369294,302,303,0.7405228191258776,0.6156433632822617
KRBOX1,-0.06093854167053342,-0.0515412820506571,-0.009397259619876322,-0.08990474571625634,0.2423017979369294,302,303,0.7405228191258776,0.6156433632822617
HSPA12B,-0.006569896902971661,0.0036920084501449505,-0.010261905353116612,-0.09429373041262726,0.2423017979369294,302,303,0.7405228191258776,0.6156433632822617
HBB,0.03743852892325164,0.044666902419842294,-0.007228373496590654,-0.06229627887318639,0.2423017979369294,302,303,0.7405228191258776,0.6156433632822617
TRPV3,0.07577804907604899,0.08941115580897495,-0.013633106732925962,-0.10146050074827558,0.2423017979369294,302,303,0.7405228191258776,0.6156433632822617
MYO5A,0.027075823809233606,0.0362359935567926,-0.009160169747558993,-0.08473185948683296,0.2424892172683949,302,303,0.7406658471283009,0.6153075683398654
SLAMF8,0.002710845016393342,-0.0041841893054054636,0.006895034321798806,0.06545291927344292,0.2424892172683949,302,303,0.7406658471283009,0.6153075683398654
EVX2,-0.007757858226648542,0.005750030423466135,-0.013507888650114677,-0.10377162103998192,0.24267673852881433,302,303,0.7409930724271125,0.614971850420164
FRS3,-0.16792828752645475,-0.17806784971373987,0.010139562187285123,0.07232187031347384,0.24267673852881433,302,303,0.7409930724271125,0.614971850420164
PGAM4,0.058228753808715214,0.046810554869998175,0.011418198938717039,0.1049439664913641,0.24271898542240578,240,254,0.7409379858026247,0.6148962519263772
BCAS3,-0.18298665147792337,-0.1683978786806914,-0.014588772797231975,-0.10689429095283606,0.24286436173302028,302,303,0.7412590245940776,0.6146362095185989
MAP1LC3B2,-0.004195904598348911,-0.03987027259981534,0.03567436800146643,0.13853992014089547,0.24294038857779465,299,298,0.7413683270040795,0.6145002782029398
ANHX,-0.050605235330953645,-0.035235959074849735,-0.01536927625610391,-0.08633460445430415,0.24305208689580982,302,303,0.7414637137058173,0.6143006456306094
DNASE2B,0.09147761497262998,0.08349995473147391,0.007977660241156065,0.055829112337218066,0.24305208689580982,302,303,0.7414637137058173,0.6143006456306094
TMEM174,-0.11852683372777997,-0.1063555783675101,-0.012171255360269875,-0.09033383825274259,0.24305208689580982,302,303,0.7414637137058173,0.6143006456306094
TREML4,0.04227354724557208,0.03250028274192728,0.009773264503644796,0.08484570063089238,0.24323991403194323,302,303,0.7417298511585269,0.6139651587516345
CLPX,-0.21882629684145646,-0.20095096917011881,-0.01787532767133765,-0.09962973892072428,0.24323991403194323,302,303,0.7417298511585269,0.6139651587516345
CCL3,0.009527426530225957,0.0003951855818901407,0.009132240948335816,0.07408570776452222,0.24326235971779397,299,299,0.7416142883078438,0.6139250847867616
H1-8,-0.052960517163714235,-0.06979528862280307,0.016834771459088835,0.1093153364485007,0.2434278431561453,302,303,0.7419347422639562,0.6136297488771106
SIPA1L3,0.015725153476704036,0.0026855815535505524,0.013039571923153484,0.09834737784609103,0.2434278431561453,302,303,0.7419347422639562,0.6136297488771106
AMOTL2,0.11516843766519709,0.1041641812212329,0.011004256443964189,0.05841587077988482,0.24361587428310383,302,303,0.7422623985470653,0.6132944160024743
NR2E1,0.0011183142749047479,-0.007894498375623211,0.00901281265052796,0.055364507988235424,0.24361587428310383,302,303,0.7422623985470653,0.6132944160024743
METAP1,-0.6265487029290366,-0.5948543292946764,-0.03169437363436023,-0.0824508817970702,0.243804007427471,302,303,0.7425901490170058,0.6129591601231593
BTG1,-0.09777700544150604,-0.08439901282155256,-0.013377992619953483,-0.07826633391806993,0.243804007427471,302,303,0.7425901490170058,0.6129591601231593
IQANK1,0.3552729249322545,0.4074794961517552,-0.05220657121950073,-0.4482433523995955,0.2438609777952615,9,14,0.742456998456754,0.6128576891657369
PTTG1IP2,-0.04435577723787083,0.029824062664646326,-0.07417983990251716,-0.5656141647425738,0.2438609777952615,9,14,0.742456998456754,0.6128576891657369
CCDC192,0.12890653688940237,0.026815982898197123,0.10209055399120526,0.65115231508448,0.2438609777952615,9,14,0.742456998456754,0.6128576891657369
SETMAR,0.044096850435255706,0.03201090455744247,0.01208594587781324,0.08786961979818156,0.2439922426038631,302,303,0.742427497301678,0.6126239812345979
CDNF,0.0696188931114406,0.08256417370966695,-0.01294528059822636,-0.09473300088470855,0.2439922426038631,302,303,0.742427497301678,0.6126239812345979
SPSB3,-0.02578537769364174,-0.015297075319617562,-0.010488302374024178,-0.09052011145670295,0.2439922426038631,302,303,0.742427497301678,0.6126239812345979
STARD7,-0.46757080972853293,-0.4379247022237596,-0.02964610750477331,-0.10150898430746196,0.2439922426038631,302,303,0.742427497301678,0.6126239812345979
NTF3,-0.11494449471891809,-0.10491307653304092,-0.010031418185877161,-0.08426984984185987,0.2441805798268596,302,303,0.7425715917367464,0.6122888793322216
APOE,0.025758559051794735,0.01761389092873735,0.008144668123057384,0.05342686892267724,0.2441805798268596,302,303,0.7425715917367464,0.6122888793322216
HAGH,-0.13681539431104534,-0.12835565936021354,-0.008459734950831799,-0.0626078607734711,0.2441805798268596,302,303,0.7425715917367464,0.6122888793322216
EMC4,-0.499788276257183,-0.5281424563274135,0.02835418007023055,0.1056052586822985,0.2443690191110034,302,303,0.7426546105030247,0.611953854411461
ZFAND6,-0.005536483149604722,0.008232888639413799,-0.01376937178901852,-0.09895527736021285,0.2443690191110034,302,303,0.7426546105030247,0.611953854411461
ZBTB5,-0.025878743525825178,-0.04212140299329415,0.016242659467468973,0.12382258480147333,0.2443690191110034,302,303,0.7426546105030247,0.611953854411461
JMJD1C,0.0002397031261636151,-0.018835275875888065,0.01907497900205168,0.13398716682047856,0.2443690191110034,302,303,0.7426546105030247,0.611953854411461
CAB39L,0.08374991657719912,0.07772377231844504,0.006026144258754071,0.05730795230965771,0.2443690191110034,302,303,0.7426546105030247,0.611953854411461
ZNF679,-0.0931266024769558,-0.10699698065725499,0.013870378180299195,0.09411682046836803,0.24455756047080224,302,303,0.742799015945175,0.6116189064677432
DEFB124,0.09050663346941107,0.0981250014224835,-0.007618367953072427,-0.07710200065278688,0.24455756047080224,302,303,0.742799015945175,0.6116189064677432
SLC35F6,0.007253208031315721,-0.0026211005943120374,0.00987430862562776,0.08567764996209562,0.24474620392072655,302,303,0.7430659205004271,0.6112840354964957
GTPBP10,-0.2725699896981361,-0.29569359552976804,0.02312360583163192,0.09438345312039709,0.24474620392072655,302,303,0.7430659205004271,0.6112840354964957
LGR6,0.008928143455881722,0.015278783866523434,-0.006350640410641711,-0.061980299558788185,0.24474620392072655,302,303,0.7430659205004271,0.6112840354964957
HOMER3,-0.22204287856631108,-0.20880632869253918,-0.013236549873771902,-0.0922279538338647,0.24493494947521066,302,303,0.743149406447582,0.6109492414931439
PDE1C,-0.08786901657481735,-0.1043013391793838,0.01643232260456645,0.13286781250823795,0.24493494947521066,302,303,0.743149406447582,0.6109492414931439
CLDN4,0.03176383912585359,0.04401858177538998,-0.012254742649536396,-0.08499417279344657,0.24493494947521066,302,303,0.743149406447582,0.6109492414931439
TBR1,0.05087108648250845,0.06285456643716693,-0.011983479954658476,-0.09016283154100374,0.24493494947521066,302,303,0.743149406447582,0.6109492414931439
TSPAN12,0.07186381752172262,0.0812848018746661,-0.009420984352943473,-0.0792043725756569,0.24493494947521066,302,303,0.743149406447582,0.6109492414931439
HS6ST1,-0.49830552482825086,-0.47330848934031305,-0.024997035487937802,-0.11311022756436265,0.24512379714865296,302,303,0.743110869994313,0.6106145244531113
CDK15,0.09031585751431927,0.10346323273987845,-0.013147375225559185,-0.11034027462554713,0.24512379714865296,302,303,0.743110869994313,0.6106145244531113
SERPINB12,0.1210171612591625,0.10711354638698208,0.01390361487218042,0.13494792595381694,0.24512379714865296,302,303,0.743110869994313,0.6106145244531113
TMEM62,-0.039132107226040484,-0.025512735558135533,-0.013619371667904952,-0.12346989964432165,0.24512379714865296,302,303,0.743110869994313,0.6106145244531113
IFNL1,-0.0706898007043615,-0.05916026803181235,-0.011529532672549143,-0.10133386072494989,0.24512379714865296,302,303,0.743110869994313,0.6106145244531113
NKAIN2,0.058472133343930616,0.07698010117337284,-0.018507967829442223,-0.12668832937155122,0.24531274695541427,302,303,0.743133758955396,0.6102798843718215
GLCE,-0.052179013514265855,-0.04084419577767283,-0.011334817736593027,-0.08313409290405707,0.24531274695541427,302,303,0.743133758955396,0.6102798843718215
LEMD2,-0.3295606738131853,-0.3045412022210503,-0.025019471592135023,-0.08298849970527783,0.24531274695541427,302,303,0.743133758955396,0.6102798843718215
NLRP7,0.04660062854241162,0.029311728413949086,0.017288900128462535,0.11107912973149811,0.24531274695541427,302,303,0.743133758955396,0.6102798843718215
TMEM14A,0.11908581168576174,0.1105430967502827,0.008542714935479034,0.07615942789787307,0.2455017989098205,302,303,0.7433400119738098,0.6099453212446944
NTNG2,0.005044449587922488,-0.008788501404117265,0.013832950992039753,0.1079817422681427,0.2455017989098205,302,303,0.7433400119738098,0.6099453212446944
RPL10,-1.3832863352057447,-1.3527539846541294,-0.030532350551615295,-0.09092587476893566,0.2456909530261595,302,303,0.743546371014898,0.6096108350671509
ZNF695,-0.12233887830821281,-0.1090925122559592,-0.013246366052253614,-0.09787334397357912,0.2456909530261595,302,303,0.743546371014898,0.6096108350671509
LMBRD2,0.10360499567093125,0.10863842074063138,-0.005033425069700129,-0.047008768379868116,0.2456909530261595,302,303,0.743546371014898,0.6096108350671509
CDIP1,0.002048516154975385,-0.008443173046106834,0.010491689201082219,0.10103491242461089,0.2456909530261595,302,303,0.743546371014898,0.6096108350671509
NCBP2L,0.21331162966954256,0.27741678057266456,-0.064105150903122,-0.4057611188953188,0.2458111315298186,9,16,0.7436048916560889,0.6093984540268148
SLC25A30,-0.027160301778472704,-0.01275796018390888,-0.014402341594563824,-0.12184354936723239,0.24588020931868415,302,303,0.7433869059106096,0.609276425834608
IL17RB,-0.03388064064483979,-0.0464396026729989,0.012558962028159114,0.11835825567749333,0.24588020931868415,302,303,0.7433869059106096,0.609276425834608
GJD4,-0.106864537721483,-0.11257182291945332,0.005707285197970327,0.04545359677151884,0.24588020931868415,302,303,0.7433869059106096,0.609276425834608
MXRA7,-0.37703477979913524,-0.3957276150062692,0.01869283520713394,0.09609115702139748,0.24588020931868415,302,303,0.7433869059106096,0.609276425834608
ZNHIT3,-0.7189282310046391,-0.6775298394522008,-0.041398391552438296,-0.11786731432235391,0.24588020931868415,302,303,0.7433869059106096,0.609276425834608
GRM5,-0.01953165107185854,-0.006935659005826241,-0.0125959920660323,-0.10959744398951629,0.24588020931868415,302,303,0.7433869059106096,0.609276425834608
ATP5MC2,-0.2333485062710937,-0.2531467716550376,0.019798265383943886,0.11797792536109669,0.2460695678016096,302,303,0.7433498537357923,0.608942093542483
PRKAR2B,0.08434361994728329,0.07576430910220375,0.00857931084507954,0.0682905211868543,0.2460695678016096,302,303,0.7433498537357923,0.608942093542483
PDHA1,-0.011059751668163777,-0.03520132810270257,0.024141576434538795,0.09726949724089527,0.2460695678016096,302,303,0.7433498537357923,0.608942093542483
MUC5B,-0.01696461139524264,-0.03394519720259872,0.016980585807356077,0.13134759817171152,0.2460695678016096,302,303,0.7433498537357923,0.608942093542483
ALKBH7,-0.07538825135764775,-0.060061234670414576,-0.015327016687233172,-0.1012883393079932,0.24625902848911496,302,303,0.7434957730423901,0.6086078381861911
MRPL46,-0.373251323480369,-0.3951585576855341,0.021907234205165105,0.08596153603607165,0.24625902848911496,302,303,0.7434957730423901,0.6086078381861911
CDH1,-0.1095594011212424,-0.12117091435839657,0.011611513237154161,0.052658101542508697,0.24625902848911496,302,303,0.7434957730423901,0.6086078381861911
OR56B1,0.059052428347838665,0.06404861981809348,-0.004996191470254818,-0.05150007948249689,0.24629765521470737,240,254,0.7433689053508726,0.6085397226804304
SOWAHC,-0.3032456796547606,-0.2915286608958635,-0.011717018758897135,-0.07915487408759163,0.2464485913953427,302,303,0.7433376607285901,0.6082736597611463
LCOR,0.0035139607661916782,-0.006619342532210506,0.010133303298402185,0.0945564896568066,0.2464485913953427,302,303,0.7433376607285901,0.6082736597611463
MYH2,-0.016369354778979748,-0.013621852612048192,-0.002747502166931556,-0.02412107413763798,0.2464485913953427,302,303,0.7433376607285901,0.6082736597611463
TIPARP,-0.28752979580440596,-0.3254227830861328,0.03789298728172685,0.09993616794562875,0.2464485913953427,302,303,0.7433376607285901,0.6082736597611463
GBP6,-0.026884974508582123,-0.041191782455721936,0.014306807947139812,0.12933436452164612,0.2464485913953427,302,303,0.7433376607285901,0.6082736597611463
ANKRD13C,-0.002860620647809348,0.013149817871290036,-0.016010438519099383,-0.10917921241314686,0.2464485913953427,302,303,0.7433376607285901,0.6082736597611463
FAM81B,0.0074062280197021175,0.014955916722392172,-0.007549688702690054,-0.07290542912556175,0.2464485913953427,302,303,0.7433376607285901,0.6082736597611463
CARTPT,-0.0018337122883362613,-0.015515734188120732,0.013682021899784472,0.11368159516374085,0.24663825653439864,302,303,0.7433016608160272,0.6079395582627607
PAQR4,-0.12301175768147977,-0.11186797295707186,-0.011143784724407912,-0.08465918799788967,0.24663825653439864,302,303,0.7433016608160272,0.6079395582627607
TRIT1,-0.30372128570326035,-0.3321016298904848,0.02838034418722446,0.09917778943469002,0.24663825653439864,302,303,0.7433016608160272,0.6079395582627607
OR56A1,-0.052387059657727726,-0.0434851448547481,-0.008901914802979624,-0.09459232456066825,0.24681189710188023,240,254,0.7435818472092109,0.6076339097880414
ZSCAN25,-0.12982339702739673,-0.1203979040682019,-0.009425492959194828,-0.09014142238451221,0.24682802392035197,302,303,0.7433267370696216,0.6076055336864453
RNF44,-0.025103698875956437,-0.01321687356502811,-0.011886825310928327,-0.07828052840455381,0.24682802392035197,302,303,0.7433267370696216,0.6076055336864453
FAM169A,-0.08096040834942256,-0.07251837414314084,-0.008442034206281715,-0.07180891408990156,0.24682802392035197,302,303,0.7433267370696216,0.6076055336864453
PRSS27,-0.07119350677864794,-0.05773484731006626,-0.013458659468581678,-0.11962361049508399,0.24682802392035197,302,303,0.7433267370696216,0.6076055336864453
PSMD8,-0.6797231390406191,-0.6565361253216063,-0.023187013719012772,-0.09833121879782677,0.24701789356723503,302,303,0.7434734478223637,0.6072715860276098
TUBB,-1.987060395836896,-1.9138872047729885,-0.07317319106390752,-0.08931622625466128,0.24701789356723503,302,303,0.7434734478223637,0.6072715860276098
GPR75,-0.12874232711773992,-0.1209001480293003,-0.007842179088439621,-0.06164295106147463,0.24701789356723503,302,303,0.7434734478223637,0.6072715860276098
LTBP3,-0.27335952373845795,-0.2839364690936243,0.010576945355166345,0.06693531942683612,0.24720786548904394,302,303,0.7436202986522845,0.6069377152816615
PNPLA1,0.04047162671679947,0.025542750581902543,0.014928876134896928,0.13718674095629663,0.24720786548904394,302,303,0.7436202986522845,0.6069377152816615
SEPTIN4,0.03524631548002702,0.011603876928435085,0.023642438551591934,0.08541766580716106,0.24720786548904394,302,303,0.7436202986522845,0.6069377152816615
SLC17A8,0.04294439769484133,0.03050534449551805,0.012439053199323282,0.114339597598833,0.24720786548904394,302,303,0.7436202986522845,0.6069377152816615
ELL,-1.2903875960767686,-1.333222992862408,0.04283539678563941,0.07776461492601298,0.24739793969973733,302,303,0.7438279406939017,0.6066039214440078
PPM1B,0.05208586820132301,0.05961793292059988,-0.007532064719276872,-0.06148372314431277,0.24739793969973733,302,303,0.7438279406939017,0.6066039214440078
AGMAT,-0.09765309308797157,-0.08455361777670826,-0.013099475311263306,-0.09554896762487253,0.24758811621323773,302,303,0.7440356870798007,0.6062702045100532
TMEM69,-0.21918606753013684,-0.20456941727669742,-0.014616650253439417,-0.09458582247457023,0.24758811621323773,302,303,0.7440356870798007,0.6062702045100532
