drug,instrument_gene,n,F_stat_stage1,beta_ols,beta_iv,delta_iv_ols,rho_crispr_netith
Leflunomide,AFF1,538,21.54270857266244,0.27476115011562063,1.0207357358782858,0.7459745857626652,0.20572053229734272
Mirin,AFF1,538,21.54270857266244,0.2076944845886189,0.5863768582389913,0.37868237365037244,0.20572053229734272
Dasatinib,INTS6,567,21.53819719988058,3.317231664344318e-07,0.3663694617624116,0.36636913003924515,-0.19769079073314377
GSK2606414,TLN1,535,21.53736994513644,0.22192558861325895,1.5321923600382126,1.3102667714249536,-0.21836104576351675
BMS-345541,ILK,537,21.536783784957482,0.2906204401272033,1.5967719709059387,1.3061515307787355,-0.21468719206401995
GSK2830371,ITGAV,472,21.535899370370288,0.20940062284627928,1.396727323792936,1.1873267009466568,-0.24572048790808598
Bleomycin (50 uM),ITGAV,472,21.535899370370288,0.124402167633185,0.2704852171199969,0.1460830494868119,-0.24572048790808598
Dinaciclib,ILK,537,21.529937048160686,0.17602894735136937,1.0734572185450872,0.8974282711937178,-0.2157038166935669
BMS-754807,MLLT1,560,21.52094273981645,0.15864041314567673,0.715521498816314,0.5568810856706372,0.19942314867075475
AMG-319,ILK,564,21.508893955630597,0.1962649214900859,1.8252437842834586,1.6289788627933728,-0.21363141547771258
AZD4547,ILK,568,21.48131533034082,0.137150987969838,1.3049988945575814,1.1678479065877434,-0.21159895649363214
Entinostat,ILK,539,21.47797420160667,0.2029798899162391,1.9130051706527837,1.7100252807365446,-0.21474122148577804
AMG-319,AFF1,564,21.471920671875633,0.1962649214900859,1.2123243138170574,1.0160593923269716,0.19892337796851134
KU-55933,AFF1,566,21.46565060968241,0.18441391232983725,0.639394808009379,0.4549808956795417,0.1979200636131747
Doramapimod,AFF1,566,21.46565060968241,0.08998519069848925,0.6302637448711952,0.540278554172706,0.1979200636131747
AT13148,ILK,562,21.4556059383828,0.09859446087359527,1.1169888623726247,1.0183944014990294,-0.2135691363303244
CCT007093,MLLT1,556,21.45102900036123,0.21150555376343247,0.5104192173752263,0.29891366361179383,0.20067694110032946
EPZ5676,INTS6,568,21.441286582486295,0.26784447427088004,0.8579917491988518,0.5901472749279717,-0.19628746900461547
BMS-345541,TLN1,537,21.426073908605417,0.2906204401272033,1.7367814071529026,1.4461609670256994,-0.21661652382725116
Olaparib,ILK,571,21.412321515376377,0.20191035823368397,1.911347565115182,1.709437206881498,-0.21024837454001433
MIRA-1,ILK,571,21.412321515376377,0.18785771590034817,1.8213924195378473,1.633534703637499,-0.21024837454001433
AZD3759,ILK,571,21.412321515376377,0.14690781758177332,0.6131230665321222,0.46621524895034894,-0.21024837454001433
MK-1775,ILK,571,21.412321515376377,0.2282855729816046,1.389053412718502,1.1607678397368972,-0.21024837454001433
Lapatinib,ILK,571,21.412321515376377,0.08445848111686635,0.7009743160688154,0.6165158349519491,-0.21024837454001433
Gemcitabine,ILK,571,21.412321515376377,0.21828701803109102,1.167664652340829,0.949377634309738,-0.21024837454001433
Linsitinib,ILK,571,21.412321515376377,0.22018722358495654,1.427341004549637,1.2071537809646806,-0.21024837454001433
Oxaliplatin,ILK,571,21.412321515376377,0.2657031102275074,1.7941464717771816,1.5284433615496742,-0.21024837454001433
PD0325901,ILK,571,21.412321515376377,0.08956246237943777,-0.5018181498837486,-0.5913806122631864,-0.21024837454001433
Camptothecin,ILK,571,21.412321515376377,0.1979871779634431,1.3878560412790346,1.1898688633155916,-0.21024837454001433
AT13148,INTS6,562,21.399767749186502,0.09859446087359527,0.058570432677487336,-0.04002402819610794,-0.19800705524185894
Dinaciclib,TLN1,537,21.39570730733462,0.17602894735136937,1.2354703075790352,1.0594413602276658,-0.2168925522539945
BIBR-1532,DLG5,565,21.39512687200101,0.16884627583499334,0.8781112301239129,0.7092649542889196,-0.21546693208907708
Foretinib,DLG5,565,21.39512687200101,0.1679932053846095,0.7590932960370795,0.59110009065247,-0.21546693208907708
IWP-2,AFF1,537,21.390173689167394,0.2302287454869887,0.9899038313332141,0.7596750858462255,0.20449723305137413
Afatinib,DLG5,570,21.38553165070155,0.10945486658595209,0.49393179569894713,0.384476929112995,-0.2156360818852045
Cyclophosphamide,ILK,567,21.379580597940755,0.16546611449497234,1.605559598609608,1.4400934841146358,-0.21103475979552225
Gefitinib,ILK,567,21.379580597940755,0.1566692707838535,0.6853190790580589,0.5286498082742054,-0.21103475979552225
GSK2578215A,ILK,567,21.379580597940755,0.16106910237369965,1.589303137205635,1.4282340348319353,-0.21103475979552225
AZD6738,ILK,567,21.379580597940755,0.17750058632024893,1.3109907622147328,1.1334901758944838,-0.21103475979552225
NVP-ADW742,ILK,567,21.379580597940755,0.1771537013202507,1.0561148603154489,0.8789611589951982,-0.21103475979552225
AZD8186,ILK,567,21.379580597940755,0.05517264793066273,0.223999008344475,0.16882636041381227,-0.21103475979552225
AZD5363,ILK,567,21.379580597940755,0.06692939007913745,0.9606389411564459,0.8937095510773084,-0.21103475979552225
Cediranib,ILK,567,21.379580597940755,0.12041081921677685,0.3444452666290229,0.22403444741224607,-0.21103475979552225
Buparlisib,ILK,567,21.379580597940755,0.16229622503791616,1.0435660587040172,0.881269833666101,-0.21103475979552225
Ipatasertib,ILK,567,21.379580597940755,0.056291894367077114,0.8206530217480889,0.7643611273810117,-0.21103475979552225
I-BRD9,ILK,567,21.379580597940755,0.2265635290285338,1.924927272388306,1.6983637433597722,-0.21103475979552225
AGI-5198,ILK,567,21.379580597940755,0.14917475740634037,1.3638334904751281,1.2146587330687877,-0.21103475979552225
Dactolisib,ILK,567,21.379580597940755,0.1281979935231402,0.6938439475765199,0.5656459540533797,-0.21103475979552225
Epirubicin,ILK,567,21.379580597940755,0.18043675143070056,1.4166653899487884,1.2362286385180878,-0.21103475979552225
Afuresertib,ILK,567,21.379580597940755,0.05607579510310348,0.9220734841252101,0.8659976890221066,-0.21103475979552225
P22077,ILK,567,21.379580597940755,0.1507318258225852,1.4697155644109852,1.3189837385884,-0.21103475979552225
BMS-536924,ILK,567,21.379580597940755,0.12880118837570362,0.44019045729921197,0.3113892689235084,-0.21103475979552225
GDC0810,ILK,567,21.379580597940755,0.1440082007533468,1.4616554325571667,1.31764723180382,-0.21103475979552225
AZD7762,ILK,569,21.373913483514656,0.17656345080487745,1.4914071687848358,1.3148437179799584,-0.21060181270771425
Navitoclax,ILK,571,21.37383053505231,0.13340722263350172,1.4032687726824586,1.269861550048957,-0.2104608913070522
EPZ5676,AFF1,568,21.371021468849474,0.26784447427088004,1.1082668070619144,0.8404223327910343,0.1963290515729933
BIBR-1532,AFF1,565,21.366214531127756,0.16884627583499334,0.9286221949143777,0.7597759190793844,0.19813774065826448
Foretinib,AFF1,565,21.366214531127756,0.1679932053846095,0.7808173651267007,0.6128241597420913,0.19813774065826448
Obatoclax Mesylate,UBR4,496,21.35912668527193,0.09928623989788024,0.46419289219442933,0.36490665229654906,-0.19950612767514173
MK-8776,DLG5,564,21.335597733053927,0.19416805572230258,1.2791878680825388,1.0850198123602361,-0.21536641168017182
MK-8776,AFF1,564,21.329493215358752,0.19416805572230258,0.8689020802154155,0.6747340244931129,0.19794875945330132
GSK2606414,ILK,535,21.309842301588173,0.22192558861325895,1.33436793501674,1.112442346403481,-0.2145071398233029
Nutlin-3a (-),ILK,572,21.3070248366185,0.19310384639952194,1.3704501349350917,1.1773462885355697,-0.20927410675349903
5-Fluorouracil,ILK,572,21.3070248366185,0.2194981237127345,1.4551696168489752,1.2356714931362407,-0.20927410675349903
MK-2206,ILK,572,21.3070248366185,0.12257217807051381,1.1313511050370457,1.008778926966532,-0.20927410675349903
Docetaxel,ILK,572,21.3070248366185,0.17089318479611823,1.1053166825150766,0.9344234977189584,-0.20927410675349903
PD173074,ILK,572,21.3070248366185,0.18671510577560615,1.1043263684685183,0.9176112626929122,-0.20927410675349903
MG-132,ILK,572,21.3070248366185,0.054781053896252575,0.47470149214790514,0.41992043825165254,-0.20927410675349903
BI-2536,USP19,548,21.253420399352656,0.2142236952269241,0.7831731947298919,0.5689494995029678,-0.20441682367961644
GNE-317,INTS6,557,21.22839063340171,0.05628083964861328,0.18243055059006627,0.126149710941453,-0.196505608972022
CZC24832,AFF1,538,21.21767974451673,0.21465168187537986,0.8713882264824411,0.6567365446070612,0.20595456724360736
Entospletinib,AFF1,538,21.21767974451673,0.1158141026944653,0.33333512059596626,0.21752101790150097,0.20595456724360736
MN-64,AFF1,538,21.21767974451673,0.1751033031060035,0.0749970105840168,-0.1001062925219867,0.20595456724360736
PFI3,AFF1,538,21.21767974451673,0.20355317538579845,0.9023333722847524,0.698780196898954,0.20595456724360736
OF-1,AFF1,538,21.21767974451673,0.13334625540436176,0.17897276623866828,0.04562651083430652,0.20595456724360736
AGI-6780,AFF1,538,21.21767974451673,0.18417938725194427,0.8429134524863532,0.6587340652344089,0.20595456724360736
I-BET-762,AFF1,538,21.21767974451673,0.2378633061010216,1.1185349155973614,0.8806716094963398,0.20595456724360736
KRAS (G12C) Inhibitor-12,AFF1,538,21.21767974451673,0.2011948506999906,0.49014512748686007,0.28895027678686946,0.20595456724360736
PCI-34051,AFF1,538,21.21767974451673,0.2159769033357765,0.9379027509104919,0.7219258475747155,0.20595456724360736
Daporinad,PTK2,327,21.192040861467376,0.14627215515690623,0.5972240689741121,0.45095191381720584,-0.2515025115073574
GSK2606414,AFF1,535,21.171480598126745,0.22192558861325895,0.8696619283200963,0.6477363397068373,0.20534323029397797
Cisplatin,MSMO1,484,21.15988519808458,0.19813020376192553,0.40193475484896785,0.20380455108704232,0.18810704799865793
ABT737,ILK,566,21.15406658612659,0.1791747082330155,1.5345942337800633,1.3554195255470478,-0.20977188899262758
Methotrexate,TLN1,527,21.145348553599565,0.06908032682211968,1.1594840787162293,1.0904037518941097,-0.2097143960000289
Dabrafenib,AFF1,565,21.139911334761074,0.12714255535279503,0.9638894069320061,0.836746851579211,0.19721452841725257
Navitoclax,DLG5,571,21.13857434730528,0.13340722263350172,0.8459516458893565,0.7125444232558548,-0.21678463485081603
OTX015,AFF1,537,21.126378559669888,0.21781590036663787,0.8357508859404409,0.617934985573803,0.20587869255826738
OTX015,ILK,537,21.079622745616415,0.21781590036663787,1.1926137475110972,0.9747978471444593,-0.2130924730876158
LJI308,MLLT1,563,21.056747819482368,0.2227666981307513,0.878559519523669,0.6557928213929176,0.2047167785101313
AZ6102,MLLT1,563,21.056747819482368,0.1007729652171064,0.12149157903372389,0.020718613816617493,0.2047167785101313
HKMTI-1-005,DLG5,477,21.048993974815733,0.14688138762992026,1.133092115258686,0.9862107276287657,-0.2218632459694227
ICL-SIRT078,DLG5,477,21.048993974815733,0.12974799372762702,1.1033361285279633,0.9735881348003362,-0.2218632459694227
Dabrafenib,ILK,565,21.048578304845943,0.12714255535279503,0.9196496918755365,0.7925071365227414,-0.21298930880837358
AZD5582,AFF1,533,21.038174964725023,0.044738784512264915,0.4631326687233518,0.41839388421108686,0.20584856432457074
GSK591,MLLT1,562,21.034108871721273,0.1897061326624742,0.5922843439153423,0.4025782112528682,0.20473380829565044
Crizotinib,ILK,570,20.99432037216363,0.20831242050621987,1.8240725966768592,1.6157601761706393,-0.2081854101703833
GW441756,AFF1,565,20.987621415321573,0.14023046002084436,0.6631959077129339,0.5229654476920895,0.19580322991218307
GNE-317,MLLT1,557,20.983790651079687,0.05628083964861328,0.11828964452955985,0.06200880488094657,0.19915728967761098
AZD5582,TLN1,533,20.97738501633535,0.044738784512264915,0.9859024204520979,0.941163635939833,-0.2156066589941769
Entinostat,AFF1,539,20.97387496061146,0.2029798899162391,0.9741008251027596,0.7711209351865205,0.20379755371789357
LJI308,DLG5,563,20.94997386928374,0.2227666981307513,1.05225579918765,0.8294891010568987,-0.21531641073595048
AZ6102,DLG5,563,20.94997386928374,0.1007729652171064,0.30602024061804817,0.2052472754009418,-0.21531641073595048
AZD5582,ILK,533,20.947950075963657,0.044738784512264915,1.1639432555253002,1.1192044710130353,-0.21168194428352224
Axitinib,ILK,567,20.938009851672355,0.18626014427652626,1.9682062627257275,1.7819461184492011,-0.20824383547720035
GSK591,DLG5,562,20.93128793596673,0.1897061326624742,0.9417484873141178,0.7520423546516436,-0.2155051177900079
Osimertinib,ILK,566,20.923837534260546,0.11078268956935403,0.5710343571193588,0.4602516675500048,-0.20881160272010518
Erlotinib,ILK,565,20.90708154099613,0.11564232149513366,0.566533907983469,0.4508915864883354,-0.209070513694825
LJI308,ILK,563,20.87509464430356,0.2227666981307513,1.6464780128510605,1.4237113147203093,-0.21097361980789292
AZ6102,ILK,563,20.87509464430356,0.1007729652171064,0.46267880178698606,0.3619058365698797,-0.21097361980789292
Afatinib,INTS6,570,20.859247545119015,0.10945486658595209,0.06488738200487469,-0.0445674845810774,-0.1964461830324274
EPZ5676,ILK,568,20.85688706686387,0.26784447427088004,2.181130621961692,1.9132861476908118,-0.2083095461396905
A-366,CFL1,477,20.85380389242464,0.18122964040224931,0.8433488120793522,0.6621191716771029,0.24612045813035874
