drug,instrument_gene,n,F_stat_stage1,beta_ols,beta_iv,delta_iv_ols,rho_crispr_netith
BIBR-1532,ITGB5,565,32.48056761462266,0.16884627583499334,0.6677018338966546,0.49885555806166126,-0.2580889852582779
Lestaurtinib,CFL1,561,32.434220688072664,0.1796660317575717,0.8109696237355032,0.6313035919779315,0.2829928445011133
Bosutinib,CFL1,561,32.434220688072664,0.20674692914772005,1.188078098037002,0.981331168889282,0.2829928445011133
Lenalidomide,CFL1,561,32.434220688072664,0.2693126768803686,0.891475718146692,0.6221630412663235,0.2829928445011133
JQ1,CFL1,561,32.434220688072664,0.19270675607637947,0.9612519215918947,0.7685451655155152,0.2829928445011133
Motesanib,CFL1,561,32.434220688072664,0.2315715909530889,0.6653276022804602,0.4337560113273713,0.2829928445011133
AZD7762,ITGB5,569,32.42583661863324,0.17656345080487745,1.2743175747904942,1.0977541239856168,-0.25611140713488223
AZD7762,CFL1,569,32.425140621463775,0.17656345080487745,0.8772407263905976,0.7006772755857201,0.27964364672914
MK-8776,ITGB5,564,32.40189745444741,0.19416805572230258,1.1311878494890513,0.9370197937667487,-0.2581650135965671
AZD4547,HEMK2,568,32.38905455091959,0.137150987969838,0.39273235561668424,0.25558136764684625,0.22195648669076232
BMS-754807,CFL1,560,32.386923985658036,0.15864041314567673,0.6411771737932271,0.4825367606475504,0.282418539053286
Dactolisib,HEMK2,567,32.38334882560111,0.1281979935231402,0.8966457576488943,0.7684477641257541,0.22259607902617903
Ipatasertib,HEMK2,567,32.38334882560111,0.056291894367077114,0.3899731332953992,0.3336812389283221,0.22259607902617903
GDC0810,HEMK2,567,32.38334882560111,0.1440082007533468,0.7468070175876882,0.6027988168343414,0.22259607902617903
Afuresertib,HEMK2,567,32.38334882560111,0.05607579510310348,0.4720972385528154,0.4160214434497119,0.22259607902617903
GSK2578215A,HEMK2,567,32.38334882560111,0.16106910237369965,0.634979164913555,0.47391006253985535,0.22259607902617903
BMS-536924,HEMK2,567,32.38334882560111,0.12880118837570362,0.7716770262491226,0.642875837873419,0.22259607902617903
Cyclophosphamide,HEMK2,567,32.38334882560111,0.16546611449497234,0.8108936104553346,0.6454274959603623,0.22259607902617903
AZD6738,HEMK2,567,32.38334882560111,0.17750058632024893,1.1615264586773237,0.9840258723570748,0.22259607902617903
P22077,HEMK2,567,32.38334882560111,0.1507318258225852,0.8251881154288475,0.6744562896062622,0.22259607902617903
Gefitinib,HEMK2,567,32.38334882560111,0.1566692707838535,0.3464506794466451,0.18978140866279158,0.22259607902617903
Buparlisib,HEMK2,567,32.38334882560111,0.16229622503791616,0.9493507589032182,0.787054533865302,0.22259607902617903
Epirubicin,HEMK2,567,32.38334882560111,0.18043675143070056,1.268399009247221,1.0879622578165205,0.22259607902617903
AZD5363,HEMK2,567,32.38334882560111,0.06692939007913745,0.39618259969282504,0.3292532096136876,0.22259607902617903
NVP-ADW742,HEMK2,567,32.38334882560111,0.1771537013202507,0.7261608021323899,0.5490071008121391,0.22259607902617903
Cediranib,HEMK2,567,32.38334882560111,0.12041081921677685,0.5544970649687923,0.4340862457520154,0.22259607902617903
I-BRD9,HEMK2,567,32.38334882560111,0.2265635290285338,0.8353737719815294,0.6088102429529956,0.22259607902617903
AGI-5198,HEMK2,567,32.38334882560111,0.14917475740634037,0.722418043749258,0.5732432863429177,0.22259607902617903
AZD8186,HEMK2,567,32.38334882560111,0.05517264793066273,0.3067922341560687,0.251619586225406,0.22259607902617903
OTX015,ITGB5,537,32.359945489539754,0.21781590036663787,0.6668402439749781,0.4490243436083402,-0.2658615605075699
LGK974,ITGB5,570,32.34380346941223,0.216576537076208,0.9014205781622858,0.6848440410860779,-0.25518683458065755
GSK1904529A,ITGB5,570,32.34380346941223,0.18172481933496568,0.7253794562566892,0.5436546369217236,-0.25518683458065755
Irinotecan,ITGB5,570,32.34380346941223,0.21827951516117608,0.9331203885420903,0.7148408733809143,-0.25518683458065755
Alpelisib,ITGB5,570,32.34380346941223,0.1754072902812252,0.9249046864807274,0.7494973961995022,-0.25518683458065755
EPZ004777,ITGB5,570,32.34380346941223,0.2608164638823929,1.0866677664569557,0.8258513025745629,-0.25518683458065755
Fulvestrant,ITGB5,570,32.34380346941223,0.2051883649728587,1.0209206948136125,0.8157323298407537,-0.25518683458065755
GSK343,ITGB5,570,32.34380346941223,0.20393028131039767,0.9850430257262173,0.7811127444158196,-0.25518683458065755
Luminespib,ITGB5,570,32.34380346941223,0.09728320854179227,0.3834971394598954,0.2862139309181031,-0.25518683458065755
ABT737,HEMK2,566,32.34353783535946,0.1791747082330155,0.10007439100181975,-0.07910031723119576,0.2221131890289775
Navitoclax,HEMK2,571,32.336378889709685,0.13340722263350172,0.248559890608888,0.11515266797538629,0.22026341250232848
Motesanib,PTK2,561,32.33182067140931,0.2315715909530889,1.01265454354212,0.781082952589031,-0.24950887504791625
JQ1,PTK2,561,32.33182067140931,0.19270675607637947,0.8208120861751974,0.628105330098818,-0.24950887504791625
Lenalidomide,PTK2,561,32.33182067140931,0.2693126768803686,1.2488402042367244,0.9795275273563557,-0.24950887504791625
Lestaurtinib,PTK2,561,32.33182067140931,0.1796660317575717,0.9554528464725488,0.7757868147149771,-0.24950887504791625
Bosutinib,PTK2,561,32.33182067140931,0.20674692914772005,0.9096550806045518,0.7029081514568317,-0.24950887504791625
Lenalidomide,UBR4,561,32.32510641898961,0.2693126768803686,0.8702687424560609,0.6009560655756923,-0.21511075798808682
Lestaurtinib,UBR4,561,32.32510641898961,0.1796660317575717,0.8009619573368331,0.6212959255792614,-0.21511075798808682
JQ1,UBR4,561,32.32510641898961,0.19270675607637947,0.7177032174802587,0.5249964614038792,-0.21511075798808682
Bosutinib,UBR4,561,32.32510641898961,0.20674692914772005,0.4846274996975847,0.2778805705498646,-0.21511075798808682
Motesanib,UBR4,561,32.32510641898961,0.2315715909530889,0.6837495425153082,0.4521779515622193,-0.21511075798808682
MK-8776,HEMK2,564,32.28414333088039,0.19416805572230258,0.9738353147676925,0.7796672590453899,0.22142481855915522
PFI-1,HEMK2,561,32.279560575705446,0.19027805060734174,0.9614701528886753,0.7711921022813336,0.22203320020988013
NU7441,HEMK2,559,32.27476828197823,0.13682219156482858,0.7466819938474655,0.6098598022826369,0.222146264588125
EHT-1864,HEMK2,559,32.27476828197823,0.14142482051273006,0.5968526499212484,0.45542782940851834,0.222146264588125
Dactinomycin,CFL1,569,32.25398273543011,0.2217488468635391,0.862456310587018,0.6407074637234789,0.2790825984488934
AZD3759,HEMK2,571,32.24243009654282,0.14690781758177332,0.4394650527652837,0.2925572351835104,0.21990438356923747
Camptothecin,HEMK2,571,32.24243009654282,0.1979871779634431,1.226907128973436,1.028919951009993,0.21990438356923747
Oxaliplatin,HEMK2,571,32.24243009654282,0.2657031102275074,1.3294877639701554,1.063784653742648,0.21990438356923747
Lapatinib,HEMK2,571,32.24243009654282,0.08445848111686635,0.3561840401509664,0.2717255590341,0.21990438356923747
Olaparib,HEMK2,571,32.24243009654282,0.20191035823368397,1.0336075045072988,0.8316971462736148,0.21990438356923747
PD0325901,HEMK2,571,32.24243009654282,0.08956246237943777,0.7567935346954924,0.6672310723160546,0.21990438356923747
MK-1775,HEMK2,571,32.24243009654282,0.2282855729816046,1.2524214923372827,1.024135919355678,0.21990438356923747
MIRA-1,HEMK2,571,32.24243009654282,0.18785771590034817,0.9938355191201642,0.805977803219816,0.21990438356923747
Gemcitabine,HEMK2,571,32.24243009654282,0.21828701803109102,1.3866313079186736,1.1683442898875827,0.21990438356923747
Linsitinib,HEMK2,571,32.24243009654282,0.22018722358495654,0.6965917088157002,0.47640448523074364,0.21990438356923747
Fulvestrant,HEMK2,570,32.233895116307636,0.2051883649728587,0.8876388242947103,0.6824504593218517,0.2206270418288696
EPZ004777,HEMK2,570,32.233895116307636,0.2608164638823929,1.0278360869796928,0.7670196230972999,0.2206270418288696
GSK1904529A,HEMK2,570,32.233895116307636,0.18172481933496568,0.8429544893745257,0.66122967003956,0.2206270418288696
LGK974,HEMK2,570,32.233895116307636,0.216576537076208,0.8525944199784018,0.6360178829021939,0.2206270418288696
Alpelisib,HEMK2,570,32.233895116307636,0.1754072902812252,0.5907443689308958,0.41533707864967057,0.2206270418288696
Luminespib,HEMK2,570,32.233895116307636,0.09728320854179227,0.8960364089609881,0.7987532004191958,0.2206270418288696
Irinotecan,HEMK2,570,32.233895116307636,0.21827951516117608,1.1620881953528108,0.9438086801916348,0.2206270418288696
GSK343,HEMK2,570,32.233895116307636,0.20393028131039767,1.0008937278716357,0.796963446561238,0.2206270418288696
EPZ004777,CFL1,570,32.23034951983697,0.2608164638823929,0.7886378936609989,0.527821429778606,0.27897527992909865
Luminespib,CFL1,570,32.23034951983697,0.09728320854179227,0.5653857601416397,0.46810255159984737,0.27897527992909865
Alpelisib,CFL1,570,32.23034951983697,0.1754072902812252,0.718249413008875,0.5428421227276499,0.27897527992909865
Fulvestrant,CFL1,570,32.23034951983697,0.2051883649728587,0.7471929583612597,0.542004593388401,0.27897527992909865
Irinotecan,CFL1,570,32.23034951983697,0.21827951516117608,0.6250440107418408,0.40676449558066474,0.27897527992909865
GSK343,CFL1,570,32.23034951983697,0.20393028131039767,0.8382108847067283,0.6342806033963306,0.27897527992909865
GSK1904529A,CFL1,570,32.23034951983697,0.18172481933496568,0.4494295643264469,0.2677047449914812,0.27897527992909865
LGK974,CFL1,570,32.23034951983697,0.216576537076208,0.5757227393768581,0.35914620230065014,0.27897527992909865
AZD4547,CFL1,568,32.22967207542729,0.137150987969838,0.1698391932990081,0.032688205329170106,0.2790625154297523
Methotrexate,UROS,527,32.22326281541235,0.06908032682211968,0.9473700562858672,0.8782897294637475,0.194336538959774
AZD5582,ITGB5,533,32.216237906566356,0.044738784512264915,0.6509944355840092,0.6062556510717443,-0.2634878931629303
Afuresertib,CFL1,567,32.210599810380565,0.05607579510310348,0.40596586154507336,0.34989006644196985,0.27967385519766946
Dactolisib,CFL1,567,32.210599810380565,0.1281979935231402,0.35289932085537584,0.22470132733223563,0.27967385519766946
P22077,CFL1,567,32.210599810380565,0.1507318258225852,0.6191229043482344,0.46839107852564915,0.27967385519766946
GDC0810,CFL1,567,32.210599810380565,0.1440082007533468,0.6366538976593215,0.49264569690597465,0.27967385519766946
Cyclophosphamide,CFL1,567,32.210599810380565,0.16546611449497234,0.5542276580625058,0.3887615435675335,0.27967385519766946
AZD8186,CFL1,567,32.210599810380565,0.05517264793066273,0.2226963397036735,0.16752369177301077,0.27967385519766946
BMS-536924,CFL1,567,32.210599810380565,0.12880118837570362,0.5912815636633036,0.4624803752876,0.27967385519766946
AZD5363,CFL1,567,32.210599810380565,0.06692939007913745,0.3984798348613378,0.33155044478220036,0.27967385519766946
NVP-ADW742,CFL1,567,32.210599810380565,0.1771537013202507,0.3419334015209618,0.1647797002007111,0.27967385519766946
Epirubicin,CFL1,567,32.210599810380565,0.18043675143070056,0.5975822760593169,0.4171455246286163,0.27967385519766946
AGI-5198,CFL1,567,32.210599810380565,0.14917475740634037,0.6611032673807875,0.5119285099744472,0.27967385519766946
Buparlisib,CFL1,567,32.210599810380565,0.16229622503791616,0.5061285826804366,0.3438323576425204,0.27967385519766946
I-BRD9,CFL1,567,32.210599810380565,0.2265635290285338,0.809551636241584,0.5829881072130502,0.27967385519766946
Cediranib,CFL1,567,32.210599810380565,0.12041081921677685,0.5260238887597186,0.40561306954294174,0.27967385519766946
Gefitinib,CFL1,567,32.210599810380565,0.1566692707838535,0.9674078600192844,0.8107385892354309,0.27967385519766946
AZD6738,CFL1,567,32.210599810380565,0.17750058632024893,0.8325751601925148,0.6550745738722659,0.27967385519766946
GSK2578215A,CFL1,567,32.210599810380565,0.16106910237369965,0.4472814865794573,0.2862123842057577,0.27967385519766946
Ipatasertib,CFL1,567,32.210599810380565,0.056291894367077114,0.5191812522553141,0.462889357888237,0.27967385519766946
MG-132,ITGB5,572,32.2070845499281,0.054781053896252575,0.30336080928389936,0.2485797553876468,-0.2531180503782992
Docetaxel,ITGB5,572,32.2070845499281,0.17089318479611823,0.6734350035361367,0.5025418187400185,-0.2531180503782992
Nutlin-3a (-),ITGB5,572,32.2070845499281,0.19310384639952194,0.5428353629757663,0.34973151657624435,-0.2531180503782992
MK-2206,ITGB5,572,32.2070845499281,0.12257217807051381,0.7382407984137325,0.6156686203432187,-0.2531180503782992
PD173074,ITGB5,572,32.2070845499281,0.18671510577560615,0.6384037198903505,0.45168861411474437,-0.2531180503782992
5-Fluorouracil,ITGB5,572,32.2070845499281,0.2194981237127345,0.9462971289891012,0.7267990052763668,-0.2531180503782992
Dactinomycin,ITGB5,569,32.205276678653576,0.2217488468635391,0.8579276405456115,0.6361787936820724,-0.2548527777524457
Axitinib,HEMK2,567,32.17883326119283,0.18626014427652626,0.7183290903282871,0.5320689460517608,0.22116819487794454
ML323,ITGB5,536,32.17701318956374,0.17911119316299567,0.9419143803893542,0.7628031872263585,-0.2647700255055324
LY2109761,ITGB5,536,32.17701318956374,0.1950555917616098,0.9486204597778886,0.7535648680162788,-0.2647700255055324
BIBR-1532,HEMK2,565,32.1638319962856,0.16884627583499334,0.6697771827566449,0.5009309069216515,0.22136368747309573
Foretinib,HEMK2,565,32.1638319962856,0.1679932053846095,0.7685004045199678,0.6005071991353583,0.22136368747309573
Entinostat,ITGB5,539,32.16264404349274,0.2029798899162391,0.9095611588456154,0.7065812689293762,-0.2642770164278395
Bortezomib,CFL1,566,32.159805894225066,0.06586564625027966,0.5989961683821775,0.5331305221318978,0.2801623949314621
GNE-317,CFL1,557,32.1551288787876,0.05628083964861328,0.33228846887137925,0.27600762922276595,0.2848093680033676
Dactinomycin,HEMK2,569,32.1261023723409,0.2217488468635391,1.330895679917703,1.1091468330541638,0.2204289840420751
ABT737,ITGB5,566,32.12509988761151,0.1791747082330155,0.822772306642416,0.6435975984094005,-0.2561884609791048
Crizotinib,HEMK2,570,32.1124821073483,0.20831242050621987,0.9861112493098164,0.7777988288035965,0.2192231399523188
AZD4547,ITGB5,568,32.09829258175865,0.137150987969838,0.6394413198262692,0.5022903318564311,-0.254697684250396
JNK Inhibitor VIII,CFL1,563,32.0606387979783,0.197582461689642,0.7344686977379772,0.5368862360483352,0.27730309065608005
Bortezomib,ITGB5,566,32.05371927275526,0.06586564625027966,0.44307267879422957,0.37720703254394994,-0.2546666951244956
Epirubicin,ITGB5,567,32.03894094887704,0.18043675143070056,0.6981395028867112,0.5177027514560106,-0.25449628802786617
Cediranib,ITGB5,567,32.03894094887704,0.12041081921677685,0.7312253944034645,0.6108145751866876,-0.25449628802786617
Cyclophosphamide,ITGB5,567,32.03894094887704,0.16546611449497234,1.027870697113056,0.8624045826180837,-0.25449628802786617
AZD6738,ITGB5,567,32.03894094887704,0.17750058632024893,1.249383318685503,1.071882732365254,-0.25449628802786617
Buparlisib,ITGB5,567,32.03894094887704,0.16229622503791616,0.7366291336244443,0.5743329085865281,-0.25449628802786617
NVP-ADW742,ITGB5,567,32.03894094887704,0.1771537013202507,0.8332435713504719,0.6560898700302211,-0.25449628802786617
Afuresertib,ITGB5,567,32.03894094887704,0.05607579510310348,0.7425037774333751,0.6864279823302717,-0.25449628802786617
GDC0810,ITGB5,567,32.03894094887704,0.1440082007533468,0.7727944061665563,0.6287862054132094,-0.25449628802786617
AZD5363,ITGB5,567,32.03894094887704,0.06692939007913745,0.6900247410086277,0.6230953509294902,-0.25449628802786617
P22077,ITGB5,567,32.03894094887704,0.1507318258225852,0.6729527496352642,0.5222209238126789,-0.25449628802786617
AGI-5198,ITGB5,567,32.03894094887704,0.14917475740634037,0.7315820150014419,0.5824072575951016,-0.25449628802786617
GSK2578215A,ITGB5,567,32.03894094887704,0.16106910237369965,0.7851385445271613,0.6240694421534616,-0.25449628802786617
AZD8186,ITGB5,567,32.03894094887704,0.05517264793066273,0.2677933038051787,0.21262065587451595,-0.25449628802786617
Dactolisib,ITGB5,567,32.03894094887704,0.1281979935231402,0.2819623595723559,0.15376436604921567,-0.25449628802786617
I-BRD9,ITGB5,567,32.03894094887704,0.2265635290285338,0.9622036204661378,0.735640091437604,-0.25449628802786617
BMS-536924,ITGB5,567,32.03894094887704,0.12880118837570362,0.6265770492218844,0.49777586084618075,-0.25449628802786617
Ipatasertib,ITGB5,567,32.03894094887704,0.056291894367077114,0.7760580524092916,0.7197661580422144,-0.25449628802786617
Gefitinib,ITGB5,567,32.03894094887704,0.1566692707838535,1.5007146002762282,1.3440453294923747,-0.25449628802786617
AMG-319,ITGB5,564,32.02231207322859,0.1962649214900859,0.7171824579015643,0.5209175364114784,-0.25586087121704915
GNE-317,ITGB5,557,31.99599155913816,0.05628083964861328,0.390279129572512,0.3339982899238987,-0.25848782953135957
BMS-754807,UBR4,560,31.985992602441243,0.15864041314567673,0.49757709495929314,0.3389366818136164,-0.2134632125740197
Navitoclax,ITGB5,571,31.961788458754853,0.13340722263350172,0.6122372482212805,0.47883002558777876,-0.25250395286343297
Crizotinib,CFL1,570,31.952684885978126,0.20831242050621987,0.8928500220939554,0.6845376015877355,0.27844886532349084
Nilotinib,CFL1,565,31.9444038432348,0.13290593436200063,0.5612686236779257,0.42836268931592514,0.27918135105950515
BI-2536,PTK2,548,31.94295765374444,0.2142236952269241,1.0012846615678985,0.7870609663409744,-0.2505533644595601
BMS-754807,PTK2,560,31.914408518407804,0.15864041314567673,0.9026123427956352,0.7439719296499585,-0.2476930730008706
CCT007093,PTK2,556,31.907465271965492,0.21150555376343247,1.0379410212041855,0.826435467440753,-0.24861499707992354
LY2109761,PTK2,536,31.888006508778066,0.1950555917616098,0.7577320903923351,0.5626764986307253,-0.25764086682963816
ML323,PTK2,536,31.888006508778066,0.17911119316299567,1.2591457519370561,1.0800345587740605,-0.25764086682963816
LJI308,CFL1,563,31.887261643920322,0.2227666981307513,0.6892949653358412,0.4665282672050899,0.28009891950027577
AZ6102,CFL1,563,31.887261643920322,0.1007729652171064,0.5815730583411032,0.4808000931239968,0.28009891950027577
Avagacestat,CFL1,564,31.88149516067952,0.2186140732734649,0.9295938059889194,0.7109797327154544,0.2810521946976231
PD0325901,ITGB5,571,31.880109982100844,0.08956246237943777,0.37866888315827085,0.2891064207788331,-0.25171009283830736
Lapatinib,ITGB5,571,31.880109982100844,0.08445848111686635,1.1745527590170326,1.0900942779001663,-0.25171009283830736
Gemcitabine,ITGB5,571,31.880109982100844,0.21828701803109102,0.790413834923327,0.572126816892236,-0.25171009283830736
AZD3759,ITGB5,571,31.880109982100844,0.14690781758177332,1.3689019127493351,1.2219940951675619,-0.25171009283830736
MK-1775,ITGB5,571,31.880109982100844,0.2282855729816046,1.0377615826140387,0.8094760096324342,-0.25171009283830736
MIRA-1,ITGB5,571,31.880109982100844,0.18785771590034817,0.958504022084289,0.7706463061839408,-0.25171009283830736
Camptothecin,ITGB5,571,31.880109982100844,0.1979871779634431,0.8077219839722615,0.6097348060088184,-0.25171009283830736
Linsitinib,ITGB5,571,31.880109982100844,0.22018722358495654,0.8724326785448743,0.6522454549599177,-0.25171009283830736
Olaparib,ITGB5,571,31.880109982100844,0.20191035823368397,0.9448513914056499,0.7429410331719659,-0.25171009283830736
Oxaliplatin,ITGB5,571,31.880109982100844,0.2657031102275074,0.9069894799081262,0.6412863696806188,-0.25171009283830736
LJI308,ITGB5,563,31.871951405053657,0.2227666981307513,0.9948351033455578,0.7720684052148065,-0.25574689185359883
AZ6102,ITGB5,563,31.871951405053657,0.1007729652171064,0.44723594170132486,0.3464629764842185,-0.25574689185359883
AT13148,ITGB5,562,31.835436792872535,0.09859446087359527,0.3273503602856017,0.22875589941200644,-0.25468945825070555
GSK591,CFL1,562,31.830078958919277,0.1897061326624742,0.8950619936539297,0.7053558609914555,0.2802040267697757
GSK591,ITGB5,562,31.82627571601959,0.1897061326624742,0.8119444030667726,0.6222382704042985,-0.25550233114490656
GNE-317,UROS,557,31.816941755165338,0.05628083964861328,0.4684798404129822,0.4121990007643689,0.2099089362320302
NU7441,CFL1,559,31.807513409025972,0.13682219156482858,0.8340204287918522,0.6971982372270237,0.281561942683473
EHT-1864,CFL1,559,31.807513409025972,0.14142482051273006,0.4531607017308386,0.3117358812181086,0.281561942683473
Osimertinib,CFL1,566,31.772370501410695,0.11078268956935403,0.8751433463117921,0.7643606567424381,0.27810767350465276
Methotrexate,ITGAV,527,31.768294498355583,0.06908032682211968,0.5153377882294027,0.446257461407283,-0.27623021544512016
Erlotinib,CFL1,565,31.749035074019158,0.11564232149513366,0.8843737596573049,0.7687314381621713,0.2785994532316088
Axitinib,ITGB5,567,31.747559259480145,0.18626014427652626,0.8319457364211623,0.6456855921446361,-0.2530975672119354
Nilotinib,HEMK2,565,31.710957473299345,0.13290593436200063,0.8595698713073905,0.7266639369453899,0.22087639960532612
Osimertinib,ITGB5,566,31.706773416747613,0.11078268956935403,1.2976830613202286,1.1869003717508746,-0.2529919188038579
Erlotinib,ITGB5,565,31.647663624149754,0.11564232149513366,1.405018594471744,1.2893762729766103,-0.2529980113279127
Entinostat,CFL1,539,31.644119624840442,0.2029798899162391,0.7742485738116218,0.5712686838953827,0.284414588185167
Osimertinib,HEMK2,566,31.631053530825252,0.11078268956935403,0.3436267001978179,0.23284401062846385,0.22025568697447118
Avagacestat,ITGB5,564,31.623631457357053,0.2186140732734649,0.9988991742251291,0.7802851009516641,-0.2513001435072421
Erlotinib,HEMK2,565,31.596852635067034,0.11564232149513366,0.3527180038001174,0.23707568230498377,0.22023455552280652
EPZ5676,ITGB5,568,31.592368055282936,0.26784447427088004,1.1402475752125725,0.8724031009416924,-0.252007717724691
Afatinib,ITGB5,570,31.533357227923393,0.10945486658595209,1.2185831062370298,1.1091282396510778,-0.24970432106755125
Crizotinib,ITGB5,570,31.494587943947064,0.20831242050621987,0.8515374653245762,0.6432250448183563,-0.24992495643585433
Nilotinib,ITGB5,565,31.487115045181884,0.13290593436200063,0.5663237257995607,0.4334177914375601,-0.251986576297078
Dasatinib,CFL1,567,31.44721413478835,3.317231664344318e-07,0.36892993630744864,0.3689296045842822,0.2769643643828683
PFI-1,PTK2,561,31.396502230704357,0.19027805060734174,0.5301909608276565,0.3399129102203148,-0.2464106962746276
Doramapimod,ITGB5,566,31.36309499990264,0.08998519069848925,0.6497712471309507,0.5597860564324615,-0.24846249134063011
KU-55933,ITGB5,566,31.36309499990264,0.18441391232983725,0.7210066857129376,0.5365927733831003,-0.24846249134063011
GSK591,HEMK2,562,31.33777212913882,0.1897061326624742,1.131444503219676,0.9417383705572019,0.21770921750471484
KU-55933,UBR4,566,31.315471081884667,0.18441391232983725,0.384025370936079,0.19961145860624177,-0.2123442781812337
Doramapimod,UBR4,566,31.315471081884667,0.08998519069848925,0.25448152352421566,0.1644963328257264,-0.2123442781812337
Foretinib,CFL1,565,31.310709693890196,0.1679932053846095,0.5123486000788791,0.34435539469426957,0.27694125067447856
BIBR-1532,CFL1,565,31.310709693890196,0.16884627583499334,0.407727126380547,0.23888085054555364,0.27694125067447856
CCT007093,CFL1,556,31.31016435855686,0.21150555376343247,0.6953684739566474,0.48386292019321486,0.28005652346481297
PFI-1,CFL1,561,31.287927506209048,0.19027805060734174,0.9589582371206503,0.7686801865133086,0.2779542939789957
EHT-1864,PTK2,559,31.268131850426794,0.14142482051273006,1.1299817178736784,0.9885568973609483,-0.24572949556070334
NU7441,PTK2,559,31.268131850426794,0.13682219156482858,0.532644649186799,0.39582245762197044,-0.24572949556070334
Navitoclax,UROS,571,31.242922359541186,0.13340722263350172,1.1709164869923305,1.0375092643588288,0.20176878149963223
MK-8776,CFL1,564,31.225755113171395,0.19416805572230258,0.7785295295650829,0.5843614738427804,0.2769546632830484
JNK Inhibitor VIII,UROS,563,31.181363313816032,0.197582461689642,0.9412667541334894,0.7436842924438474,0.19959758139992773
Doramapimod,CFL1,566,31.16757726156457,0.08998519069848925,0.6823299032851949,0.5923447125867057,0.27675083069560696
KU-55933,CFL1,566,31.16757726156457,0.18441391232983725,0.6588934210922479,0.47447950876241063,0.27675083069560696
AZ6102,HEMK2,563,31.143916639944912,0.1007729652171064,0.5625481707593225,0.4617752055422161,0.21679646444017997
LJI308,HEMK2,563,31.143916639944912,0.2227666981307513,0.8489078711171187,0.6261411729863674,0.21679646444017997
IWP-2,HEMK2,537,31.14376638321221,0.2302287454869887,0.9822299716647579,0.7520012261777692,0.22687963579746176
EPZ5676,CFL1,568,31.142986124044473,0.26784447427088004,0.8748726393200225,0.6070281650491425,0.27522054804908347
AMG-319,HEMK2,564,31.141809691362816,0.1962649214900859,0.6452652118386508,0.4490002903485649,0.21820137366964842
OSI-027,ITGB5,565,31.132696139494378,0.05115007630981224,0.5663091414662526,0.5151590651564403,-0.2512581062173115
AT13148,CFL1,562,31.115239270759414,0.09859446087359527,0.15385256539733272,0.055258104523737445,0.27731922037079487
Dinaciclib,CFL1,537,31.092324153722668,0.17602894735136937,0.9206688832165683,0.7446399358651989,0.2819961272328313
Dasatinib,HEMK2,567,31.07798700519208,3.317231664344318e-07,0.27627935679828025,0.2762790250751138,0.2176719524054417
I-BET-762,CFL1,538,31.06805293313697,0.2378633061010216,1.0058127074396959,0.7679494013386743,0.28225943825679173
Entospletinib,CFL1,538,31.06805293313697,0.1158141026944653,0.6565007469356208,0.5406866442411554,0.28225943825679173
OF-1,CFL1,538,31.06805293313697,0.13334625540436176,0.5782680291956835,0.4449217737913218,0.28225943825679173
PFI3,CFL1,538,31.06805293313697,0.20355317538579845,0.8776054590513528,0.6740522836655544,0.28225943825679173
AGI-6780,CFL1,538,31.06805293313697,0.18417938725194427,0.7018295699493422,0.5176501826973979,0.28225943825679173
KRAS (G12C) Inhibitor-12,CFL1,538,31.06805293313697,0.2011948506999906,0.7973654422894331,0.5961705915894424,0.28225943825679173
PCI-34051,CFL1,538,31.06805293313697,0.2159769033357765,0.8213868339755119,0.6054099306397355,0.28225943825679173
CZC24832,CFL1,538,31.06805293313697,0.21465168187537986,0.8516558506924359,0.637004168817056,0.28225943825679173
MN-64,CFL1,538,31.06805293313697,0.1751033031060035,0.3513183568520662,0.1762150537460627,0.28225943825679173
Niraparib,HEMK2,538,31.04836471383391,0.2799975468554755,1.082756503632067,0.8027589567765915,0.22627106617944961
AZ960,HEMK2,538,31.04836471383391,0.17274684949292313,0.778238174477438,0.6054913249845149,0.22627106617944961
Mirin,HEMK2,538,31.04836471383391,0.2076944845886189,1.0715114619631831,0.8638169773745643,0.22627106617944961
LCL161,HEMK2,538,31.04836471383391,0.10743343666579672,0.46851230026706686,0.3610788636012702,0.22627106617944961
Leflunomide,HEMK2,538,31.04836471383391,0.27476115011562063,0.9333670433456089,0.6586058932299883,0.22627106617944961
GW441756,ITGB5,565,31.020900408595967,0.14023046002084436,0.7511404557001826,0.6109099956793382,-0.24642947200057488
Bosutinib,ITGB5,561,31.013431134490734,0.20674692914772005,1.3130261563634253,1.1062792272157054,-0.24982627797155746
Lenalidomide,ITGB5,561,31.013431134490734,0.2693126768803686,1.1397373038898266,0.870424627009458,-0.24982627797155746
JQ1,ITGB5,561,31.013431134490734,0.19270675607637947,0.7925198260607661,0.5998130699843867,-0.24982627797155746
Motesanib,ITGB5,561,31.013431134490734,0.2315715909530889,0.8718666973669347,0.6402951064138458,-0.24982627797155746
Lestaurtinib,ITGB5,561,31.013431134490734,0.1796660317575717,0.8510143599767127,0.671348328219141,-0.24982627797155746
GSK2606414,CFL1,535,30.99720997842145,0.22192558861325895,0.8419914630270815,0.6200658744138225,0.2833560852672477
GW441756,HEMK2,565,30.956639955633346,0.14023046002084436,0.5606739843453549,0.4204435243245105,0.2190172007826945
5-Fluorouracil,UROS,572,30.95228821727625,0.2194981237127345,1.2647839826729343,1.0452858589601999,0.199759382748719
