gene,n_low,n_high,mean_netith_low,mean_netith_high,delta_netith,cohens_d,mwu_p,is_tf,fdr
NAT1,254,254,5.730767119877426,5.645346841682398,-0.08542027819502795,-0.37200325686635966,5.802371944800601e-06,False,1.9249103148026065e-05
CCSER1,254,254,5.755365438695814,5.6711498944966126,-0.08421554419920163,-0.37195832199376355,7.476031900555063e-06,False,2.429533812987864e-05
FAM118A,254,254,5.755310322171488,5.67227716104244,-0.08303316112904824,-0.37194541928075947,4.337458186800905e-06,False,1.4823886006588987e-05
LOC128071543,254,254,5.741689783849847,5.661388208527011,-0.080301575322836,-0.3719376350795052,1.5769334117623713e-05,False,4.7512404301496845e-05
FAM117B,254,254,5.747814833863457,5.667184911265557,-0.08062992259790036,-0.37191630459374914,4.813453816777689e-06,False,1.6253674735452107e-05
TXNDC17,254,254,5.645583531700403,5.726604386103269,0.08102085440286633,0.37189381189938475,2.693221270526767e-05,False,7.766320045990095e-05
INSR,254,254,5.708821903341256,5.626412095461929,-0.08240980787932717,-0.3718649757271443,3.249789788052864e-06,False,1.1440776533830806e-05
ABCE1,254,254,5.731028650662833,5.6486554811754495,-0.08237316948738371,-0.37183456423696787,2.715532432155378e-06,False,9.737309436211102e-06
PRDM10,254,254,5.7453843010910255,5.661622969122743,-0.08376133196828217,-0.3718065776768974,2.7559406916180194e-06,False,9.861646731125767e-06
COL4A1,254,254,5.693366993470777,5.774661436928456,0.08129444345767922,0.3717850574648449,4.968611236397145e-06,False,1.6705449936916982e-05
B3GAT2,254,254,5.742202362046493,5.655767692160798,-0.08643466988569504,-0.3717712916764155,2.2193870968132275e-06,False,8.07950845550991e-06
HAUS1,254,254,5.732393434501032,5.65148073460697,-0.08091269989406147,-0.3717449158558788,2.2203984362002687e-05,False,6.509813107394038e-05
BSG,254,254,5.6459486727002846,5.723175138675608,0.07722646597532368,0.371733720120406,2.7733952858755552e-05,False,7.978787809390438e-05
OR51M1,254,254,5.750371167613262,5.669403831753453,-0.08096733585980953,-0.37157466905552605,2.0476922227995263e-05,False,6.046756038519253e-05
SP7,254,254,5.737294405946897,5.653831430856599,-0.08346297509029821,-0.371530443140236,9.850758386792776e-06,False,3.1147590994710024e-05
P2RY14,254,254,5.736270766609442,5.657876731630774,-0.07839403497866826,-0.3714733392961061,1.3335095546911286e-05,False,4.0807147927845765e-05
SNF8,254,254,5.664442297188132,5.747892784178106,0.0834504869899737,0.37139222185462467,1.4269095112904297e-06,False,5.447019641301971e-06
MOXD1,254,254,5.6811197770753745,5.764591833205364,0.08347205612998909,0.37137733747359464,8.93745677852005e-07,False,3.5885432784155786e-06
DPY19L3,254,254,5.725068871323666,5.645722032713613,-0.07934683861005265,-0.37132350277456255,5.6084676846298464e-05,False,0.00015090138064025965
DCBLD1,254,254,5.671504430735147,5.755130362680416,0.08362593194526902,0.37129616182045094,6.126383341930969e-06,False,2.0218710641702726e-05
KHDC3L,254,254,5.737085189224611,5.654363285827805,-0.08272190339680563,-0.37128611839828934,1.898101602753624e-05,False,5.635009608036777e-05
PROKR2,254,254,5.746724555799711,5.659235694913326,-0.08748886088638486,-0.371148542458333,4.0032600637492744e-05,False,0.00011126203967773674
OR6N2,254,254,5.741173578181463,5.658290333059335,-0.08288324512212775,-0.37099230493923785,2.514409534299096e-06,False,9.061462057297034e-06
CCN6,254,254,5.742585915777226,5.661538583499074,-0.08104733227815153,-0.3708961388481968,3.5069403615793617e-06,False,1.2245814283298134e-05
MAGEB1,254,254,5.738244414795305,5.65631589108581,-0.08192852370949488,-0.37084725744374447,2.956268024700571e-05,False,8.45118269783522e-05
LONRF1,254,254,5.741931148983932,5.657901752087078,-0.08402939689685418,-0.37081412774012296,3.661795879703825e-05,False,0.00010255055507454492
RNASE10,254,254,5.737024983908307,5.655304897079768,-0.08172008682853882,-0.3707398807697771,2.2326480655070807e-06,False,8.120909150938315e-06
CDH20,254,254,5.742198485749864,5.661565428026477,-0.08063305772338669,-0.37073359535336947,6.126383341930969e-06,False,2.0218710641702726e-05
L3HYPDH,254,254,5.687536994879528,5.765373067675446,0.0778360727959182,0.37070933174360504,3.2881389838934867e-06,False,1.1566314654795884e-05
DEFB131A,254,254,5.731746090649031,5.649889347033551,-0.08185674361547957,-0.3706942484532234,6.59793041727343e-06,False,2.16627221048903e-05
MCM4,254,254,5.73438845734376,5.651937202139107,-0.0824512552046528,-0.37068188491306003,3.003745643388588e-05,False,8.578354443288578e-05
NKD2,254,254,5.7391614148955625,5.657149038411409,-0.08201237648415383,-0.3706660077229351,3.356955859630977e-05,False,9.490959523588499e-05
ABI2,254,254,5.651756297656032,5.735576549532853,0.08382025187682096,0.37062353856571695,6.846535091160793e-06,False,2.2406250019607457e-05
TNKS,254,254,5.749096111394724,5.664230986790531,-0.08486512460419338,-0.3705954491368678,5.68100339066705e-05,False,0.00015268584269197488
CDKL4,254,254,5.727525892523642,5.646253346158512,-0.08127254636512937,-0.37059164792726196,5.0198746426703544e-05,False,0.00013645206025374962
TUBB2B,254,254,5.638324635297268,5.719736967086075,0.08141233178880736,0.3705633094523753,1.2987290542291829e-06,False,5.007719897286746e-06
TP53INP2,254,254,5.671701333956521,5.75429736545717,0.08259603150064887,0.37032364057372147,6.674508757482037e-05,False,0.00017660086930848873
FBXO27,254,254,5.664298437815497,5.745588918598738,0.08129048078324086,0.3702809139195343,5.437944831609841e-05,False,0.00014672641419375825
SALL3,254,254,5.725675931793166,5.6462834929396495,-0.07939243885351654,-0.37023215426312667,8.298469380131888e-05,False,0.00021484342535768906
CNNM1,254,254,5.743989993139044,5.660831165076825,-0.08315882806221886,-0.37008989871950115,2.693221270526767e-05,False,7.766320045990095e-05
GP2,254,254,5.747388013150424,5.66407756080124,-0.08331045234918388,-0.3700392413684844,6.7883817258512645e-06,False,2.224132458407002e-05
LINC02875,254,254,5.749821891484502,5.668594892240298,-0.08122699924420385,-0.3700361857020371,1.6384969149841455e-05,False,4.9152049938336736e-05
TAOK3,254,254,5.725340652368148,5.641396865882732,-0.083943786485416,-0.36999459010826474,2.6677928184257955e-06,False,9.580105275520272e-06
DHRS7C,254,254,5.7380346935470286,5.654904643923213,-0.08313004962381587,-0.36994667812855964,9.476346108144355e-07,False,3.7810862771095114e-06
C11orf58,254,254,5.730674591313765,5.650605630618122,-0.08006896069564284,-0.36992064046736645,3.613976118435099e-05,False,0.00010135986175314225
TMOD3,254,254,5.679690256295692,5.762524270240888,0.08283401394519618,0.3698849995047586,0.0001220781764724768,False,0.0003050801559644157
INSL4,254,254,5.743300345281932,5.6622610526119255,-0.08103929267000609,-0.36982397961205044,7.332417580582769e-05,False,0.00019232222446417233
RFPL1,254,254,5.744468522305592,5.665539011194823,-0.07892951111076929,-0.3697835117092367,5.218211187878394e-05,False,0.00014126290626801426
LRRC59,254,254,5.666106510478907,5.748741282929354,0.08263477245044637,0.3697305209235959,4.0573282925329834e-06,False,1.3974790540620713e-05
WDR12,254,254,5.74158591181898,5.661027469108163,-0.08055844271081725,-0.36970620160964324,4.968204257696824e-05,False,0.00013517570616362396
PLXNA4,254,254,5.7533247981033435,5.670081302674746,-0.08324349542859721,-0.36967302260805734,1.1075513390075403e-05,False,3.45690266417505e-05
ATP13A1,254,254,5.73487442360723,5.654416002058463,-0.0804584215487667,-0.36967082713520066,0.0001310992876282307,False,0.00032498037851177346
BCAS1,254,254,5.778020040917808,5.693555089652961,-0.08446495126484699,-0.36950152892860844,3.20856263288236e-07,False,1.4275862868134889e-06
LOC100288637,254,254,5.737672102554281,5.658195997342243,-0.07947610521203874,-0.36940435745874095,1.1611478238430034e-05,False,3.607170619094004e-05
MAG,254,254,5.731318106375182,5.650262542601244,-0.08105556377393874,-0.36937735444032427,1.4563505902285065e-05,False,4.417331423473909e-05
CMA1,254,254,5.755509243423002,5.674562851558057,-0.0809463918649449,-0.36936115055894425,6.623687948031004e-05,False,0.00017533711356429872
OR10A7,254,254,5.738078715362881,5.655800534505617,-0.0822781808572639,-0.3693475524153911,4.455250323479323e-05,False,0.00012245886994913366
CSRNP2,254,254,5.638463378046699,5.722171218454316,0.0837078404076177,0.36933717138561645,2.5736365486557806e-05,False,7.458992800914589e-05
CRHR2,254,254,5.746988577122454,5.665030679745407,-0.0819578973770465,-0.36930655992856765,1.0330041628918102e-05,False,3.246611475589627e-05
FOLR3,254,254,5.75434878781116,5.673408804341232,-0.08093998346992759,-0.3692309172442605,0.00011562847077113854,False,0.00029005765287069477
KCTD10,254,254,5.657045898773419,5.741928676736447,0.08488277796302768,0.3692304440181755,2.8331234499660955e-05,False,8.134294185088767e-05
SLC7A14,254,254,5.748457720167854,5.66901993856073,-0.07943778160712434,-0.3691942265839393,0.00011620125589194257,False,0.0002913245594807323
ABI3BP,254,254,5.690131393951527,5.766661095090668,0.07652970113914126,0.36909484870856796,3.304186253771891e-05,False,9.364855454132526e-05
BRD4,254,254,5.739882853873274,5.658189269442838,-0.08169358443043606,-0.36906711210239834,8.092038056953178e-05,False,0.0002100681355533529
RNF6,254,254,5.734803644257286,5.650439679738044,-0.084363964519242,-0.36901009365263515,3.971955847951638e-05,False,0.00011044554241936004
SPATA22,254,254,5.749957558299716,5.669169837759899,-0.08078772053981709,-0.36895487028408464,9.717914941717847e-05,False,0.00024800868681378144
ZKSCAN8,254,254,5.743278466115457,5.661187961440424,-0.08209050467503243,-0.36892032560352483,1.2104868176061755e-05,False,3.7448891636050046e-05
ATRN,254,254,5.6478697319506415,5.7299249203750735,0.08205518842443205,0.36890060288672366,2.9406943676102284e-06,False,1.044669223817917e-05
CHTF8,254,254,5.742563458625827,5.66099541657385,-0.08156804205197687,-0.3688884687922907,6.214195185471736e-05,False,0.0001654393613764113
TRIM27,254,254,5.7382736394292015,5.655151091379516,-0.08312254804968511,-0.36887822406467485,4.9939761074260096e-05,False,0.0001358124632787902
SMIM5,254,254,5.7866694811119865,5.701685437755377,-0.08498404335660936,-0.36885413427234437,3.146528665250462e-06,False,1.1106800650723006e-05
CDC42,254,254,5.739209456577627,5.658130659157891,-0.08107879741973623,-0.3688500285373906,3.376017902172268e-06,True,1.1819842038523343e-05
BMP10,254,254,5.756628352387199,5.67071947247795,-0.08590887990924845,-0.3687476504358818,4.46685708233837e-05,False,0.00012271906831704568
