gene,delta_netith,cohens_d,abs_d
NAT10,-0.188701347468041,-0.2736496852474518,0.2736496852474518
SLC9A9,-0.2012817026480986,-0.2736333749516215,0.2736333749516215
CIDEB,-0.20498893126826,-0.2736246337834872,0.2736246337834872
KCNG3,0.206177880454593,0.2736158295393045,0.2736158295393045
RARS1,0.2115638915780779,0.2735745998323249,0.2735745998323249
NCL,-0.1937975225035675,-0.2735390085980392,0.2735390085980392
PGAP1,0.2006650569891528,0.2734739508102478,0.2734739508102478
INTS2,-0.1921263526853867,-0.2733091300025127,0.2733091300025127
DOCK6,0.1977767231914615,0.2732784867504244,0.2732784867504244
RALA,0.1970795205746798,0.2732336559212301,0.2732336559212301
ATF2,-0.1998286154687569,-0.2731855112813426,0.2731855112813426
HEATR5B,-0.2012601358934391,-0.2731390514279182,0.2731390514279182
PDCD7,-0.1971983852814869,-0.273083925043627,0.273083925043627
ARMCX2,0.1971667137506534,0.2729878437180993,0.2729878437180993
NOS3,-0.2025274720584553,-0.2729871919167237,0.2729871919167237
ICA1,0.2061590216681859,0.2729745483217498,0.2729745483217498
TRPC3,-0.2043404986590467,-0.272893240110687,0.272893240110687
PFAS,-0.207309191393592,-0.2728626370978254,0.2728626370978254
TRNT1,-0.1887731567323136,-0.2728154631834956,0.2728154631834956
RTN4RL2,-0.213892724687188,-0.272812113406115,0.272812113406115
CPA6,-0.1893827533827305,-0.2727912530593269,0.2727912530593269
MDN1,-0.1973685484401279,-0.2727873689404491,0.2727873689404491
TECRL,-0.1830789199464622,-0.2727483006751287,0.2727483006751287
FXR2,0.1947514490458264,0.2727472939424496,0.2727472939424496
KANSL1,-0.1889115820803129,-0.2727283906306923,0.2727283906306923
TYRO3,0.2026974723722325,0.2727092299374865,0.2727092299374865
NSMCE4A,-0.2093148709862093,-0.2726910576075316,0.2726910576075316
LUZP4,-0.2032794265057349,-0.2726755378538151,0.2726755378538151
LTBR,0.1841196270312783,0.2726280130748094,0.2726280130748094
FBXO43,-0.1885221893582125,-0.2725643893595543,0.2725643893595543
FAM151A,-0.193736860722927,-0.2725589994930251,0.2725589994930251
APLNR,-0.1901027961273778,-0.2724795275918967,0.2724795275918967
MRPL33,0.1989294456794024,0.2724794479065265,0.2724794479065265
PAPPA,0.2027609644244385,0.2724431144968676,0.2724431144968676
PLVAP,-0.2100204759338648,-0.2723942127253919,0.2723942127253919
SIGLEC9,-0.1934058959257409,-0.2723759147569218,0.2723759147569218
CBR3,0.2174700143804164,0.2723727358630659,0.2723727358630659
NKAPL,-0.2047377369396423,-0.2723678112360018,0.2723678112360018
NTMT1,0.2005447764724071,0.2723354646339735,0.2723354646339735
METTL17,-0.1940361068309419,-0.2723241987084974,0.2723241987084974
UCN3,-0.1985469263142203,-0.2722756136245173,0.2722756136245173
CHST11,-0.213081350323371,-0.2722458523154399,0.2722458523154399
GRK3,-0.200873562833169,-0.2721397221189802,0.2721397221189802
C11orf86,-0.1979741298288733,-0.27210772153148,0.27210772153148
PPP1R26,0.189722967134128,0.2720856562891696,0.2720856562891696
PDS5B,-0.1993312782548235,-0.2720558050251009,0.2720558050251009
PSG6,-0.2021412746308168,-0.2719995931132158,0.2719995931132158
RBM6,-0.1875075333253706,-0.2719474244024569,0.2719474244024569
LUZP2,-0.2016011392760655,-0.2719473198694924,0.2719473198694924
RTL1,-0.1955258728386537,-0.2719396879562327,0.2719396879562327
PARP9,-0.2043709907765691,-0.2719188895813089,0.2719188895813089
ZBTB8A,0.1998031054622231,0.2718361821623666,0.2718361821623666
MAPRE2,-0.1941162577115811,-0.2717542294376108,0.2717542294376108
MMP19,-0.201380632378906,-0.2717451776457908,0.2717451776457908
SASS6,-0.1949132842558043,-0.2717382062756781,0.2717382062756781
THRAP3,-0.1965623133187088,-0.2717273367742772,0.2717273367742772
NPL,-0.1992084940520895,-0.2716843162675699,0.2716843162675699
LOC105377603,-0.1895766496863586,-0.2715463147450939,0.2715463147450939
TRA2B,-0.1974998989029304,-0.2715038574666549,0.2715038574666549
MAP1LC3C,-0.2081221576335421,-0.2713726933182333,0.2713726933182333
STPG3,-0.2003501913191501,-0.2713679821828812,0.2713679821828812
TCP11,-0.1886691182732409,-0.2712960915144365,0.2712960915144365
SLC6A8,0.1866310500379437,0.2712534306225657,0.2712534306225657
SLC8A3,-0.2015730544502032,-0.2712272784400846,0.2712272784400846
SLC37A1,-0.1969842299880859,-0.2712160532807183,0.2712160532807183
MGP,0.2093081741183509,0.2711893007647022,0.2711893007647022
CDC34,0.2102012581210495,0.2710881749948646,0.2710881749948646
CASP8AP2,-0.1920111338231169,-0.271057908022086,0.271057908022086
ANKMY1,-0.2011863418138926,-0.2710275198305245,0.2710275198305245
NMS,-0.201295849318317,-0.2710006336873273,0.2710006336873273
ATAD2B,-0.2004563498927218,-0.2709980366178361,0.2709980366178361
CD300C,-0.2077089672415608,-0.2709865756940923,0.2709865756940923
METTL2B,0.2032712569264854,0.2709735366536021,0.2709735366536021
CSTF2T,-0.2078764384948845,-0.2709497784008164,0.2709497784008164
HPS6,-0.2027057908299268,-0.2709306355808649,0.2709306355808649
DUSP28,-0.1954415634919311,-0.2708709867247685,0.2708709867247685
UBE2O,-0.2012223529139181,-0.2708677336184578,0.2708677336184578
MIS12,-0.191675252878583,-0.2708386109500856,0.2708386109500856
FAM163B,-0.1841946238647338,-0.2708138166642749,0.2708138166642749
AADACL2,-0.1883161727944582,-0.2707857642230929,0.2707857642230929
KEAP1,-0.2097971295640937,-0.2707837634213977,0.2707837634213977
PARN,-0.202199452062886,-0.2707164488370636,0.2707164488370636
CREBZF,-0.2012768964658056,-0.2705103029169262,0.2705103029169262
NLRP6,-0.1874618761752797,-0.2704828178938578,0.2704828178938578
RPS12,-0.1984188218835356,-0.2704392336356955,0.2704392336356955
PAPPA2,-0.2077548599118177,-0.2704339163684771,0.2704339163684771
SLC2A10,0.2140825193153519,0.2704128864358358,0.2704128864358358
ZNF415,0.2026704838883208,0.2704093050849648,0.2704093050849648
NCOA3,-0.1902108936079987,-0.2703866308439264,0.2703866308439264
COL5A2,0.2065722535979919,0.2703568725533871,0.2703568725533871
PMP22,0.2043974519471456,0.2703257171571208,0.2703257171571208
ING5,-0.1955820146294664,-0.2702580046883374,0.2702580046883374
KLF5,0.1756050843037639,0.270228162450607,0.270228162450607
TRAIP,-0.2032421750711552,-0.2701339939087365,0.2701339939087365
HIGD1C,-0.1935091785735077,-0.2699945027904022,0.2699945027904022
SERPINB3,-0.190840860371277,-0.2699849092628346,0.2699849092628346
USP28,-0.2055291884238359,-0.2699003268332312,0.2699003268332312
MLLT6,-0.2080183828933268,-0.269862780778103,0.269862780778103
CHD2,-0.1982755281746389,-0.269848715226595,0.269848715226595
NBEA,0.2100295121615287,0.2698449619720612,0.2698449619720612
COL4A4,-0.1978325911436886,-0.2698317499161363,0.2698317499161363
LNPEP,-0.1979849792517409,-0.2698187406939447,0.2698187406939447
PIP4K2A,-0.2049962822323623,-0.269811701670953,0.269811701670953
MCMBP,-0.1965717388533976,-0.2698066115516902,0.2698066115516902
XRCC4,-0.1958072501828658,-0.2697477092540023,0.2697477092540023
NEUROD6,0.1904409392414123,0.2697348256436469,0.2697348256436469
DCTN2,0.1985941259823542,0.2697300910842224,0.2697300910842224
PYM1,-0.2088595605203425,-0.269682090674697,0.269682090674697
DDB2,-0.2060687058559125,-0.269673743804239,0.269673743804239
DKC1,-0.1896561929384708,-0.2696635989814625,0.2696635989814625
OR7A17,-0.2030930364182213,-0.2696341403058861,0.2696341403058861
ZNF574,-0.2115876660980156,-0.2695902496882357,0.2695902496882357
NKX6-2,-0.207675350870784,-0.2695848431278962,0.2695848431278962
ZBTB7C,-0.2045806894438664,-0.269538084131124,0.269538084131124
SPIC,-0.1941425344447731,-0.2694129256332472,0.2694129256332472
KIF2A,-0.1932051074408516,-0.2693509430331499,0.2693509430331499
NDUFAF4,-0.1946342549781814,-0.2693204803142325,0.2693204803142325
OGDHL,0.18968360364084,0.2692893373426696,0.2692893373426696
PTGR3,-0.1911080519407235,-0.2692844394915998,0.2692844394915998
MTF2,-0.1999834922673686,-0.2692261352390901,0.2692261352390901
CSAD,0.1991714967696314,0.2691901992074181,0.2691901992074181
MSX2,0.2014874731078126,0.2691886378844276,0.2691886378844276
RUNX2,-0.1912722502955155,-0.2691814777778537,0.2691814777778537
RELCH,-0.2017714197818385,-0.2691694745534485,0.2691694745534485
NLRP12,-0.2051210893530974,-0.2691058905469299,0.2691058905469299
OR4N2,-0.1904019896392643,-0.2690252674195316,0.2690252674195316
RAB26,0.2023823974734631,0.2690069629564594,0.2690069629564594
PECR,0.2056526142000123,0.2690044670867786,0.2690044670867786
TMEM254,0.2033513619644864,0.2689342648379961,0.2689342648379961
TMED4,0.2047299047350916,0.2688901155236975,0.2688901155236975
TAC4,-0.1997422526088188,-0.2688590201064773,0.2688590201064773
DCK,-0.1858451301343482,-0.2687690507780886,0.2687690507780886
GPBAR1,-0.1897803071157291,-0.2687389318011243,0.2687389318011243
VRK1,-0.1908210833745656,-0.2686937886978862,0.2686937886978862
PLXNB2,0.2007981420929185,0.268638516913423,0.268638516913423
TSPAN33,-0.2055984685641618,-0.2686245692583136,0.2686245692583136
PCID2,-0.200177901337069,-0.2686149577466908,0.2686149577466908
EFNA3,0.2011823910170962,0.2686098833571751,0.2686098833571751
FANCM,-0.1870958886149463,-0.2686098603221261,0.2686098603221261
REXO4,-0.2030869565164241,-0.2685675128859448,0.2685675128859448
SPRN,-0.2096871590571822,-0.2685571786644521,0.2685571786644521
KRTAP10-8,-0.208005240424562,-0.268526810402378,0.268526810402378
TSC22D1,0.1999330951495279,0.2684370462119081,0.2684370462119081
CETP,-0.205599307178887,-0.2684208511970021,0.2684208511970021
GDI1,0.1943905084571024,0.2684116409920742,0.2684116409920742
TCF7L1,0.2090975468575111,0.2684112913195788,0.2684112913195788
H2AC12,-0.1921299376974641,-0.2684008055958735,0.2684008055958735
GAREM1,0.2011037355361775,0.2683654710482304,0.2683654710482304
TAF6,0.2044787520295035,0.268243445465204,0.268243445465204
KCNQ5,-0.1956207173449113,-0.268211477150008,0.268211477150008
SAMHD1,-0.1897958828836348,-0.2681824556327061,0.2681824556327061
VPREB1,-0.1864941245851765,-0.2681303055412187,0.2681303055412187
PNKP,0.192167258683364,0.2681252968897215,0.2681252968897215
UGT2B4,-0.2012778241850945,-0.2680267178943981,0.2680267178943981
TSPAN12,0.2051346631473896,0.2680251644563869,0.2680251644563869
ZKSCAN4,-0.2063551250489368,-0.2679701860260402,0.2679701860260402
PHLPP1,-0.195461829697173,-0.2679410989005136,0.2679410989005136
ENGASE,-0.2117827349945127,-0.2678723168780387,0.2678723168780387
CLIC4,0.2020237125190469,0.2678555214711687,0.2678555214711687
DUSP8,0.2016810295199134,0.2678286423941168,0.2678286423941168
MAFA,-0.1983067907535538,-0.2678160459501708,0.2678160459501708
WDR4,-0.2073911891270965,-0.2677945399554317,0.2677945399554317
CCL13,-0.1918269300361865,-0.267755019045679,0.267755019045679
PRR30,-0.207531302970743,-0.2677316181819967,0.2677316181819967
HCRT,-0.1977256968912355,-0.267697913401453,0.267697913401453
DZIP1,0.1961145174953529,0.267695612117537,0.267695612117537
SOCS4,-0.1958418047819705,-0.2676697745230094,0.2676697745230094
MAP2K3,-0.1841455590305312,-0.2676613149073341,0.2676613149073341
CCNJL,0.2060169198739219,0.267640294326582,0.267640294326582
TEDDM1,-0.1974918635991773,-0.2676271533294818,0.2676271533294818
GSKIP,0.2027076795935682,0.2676050982050078,0.2676050982050078
TMEM184B,0.1981463468142781,0.2675589382845783,0.2675589382845783
TRAPPC8,-0.1876802009449898,-0.2675568177858916,0.2675568177858916
TCTN1,0.1999087459351711,0.2675464720473227,0.2675464720473227
TMEM140,-0.2024285828633978,-0.2675398918033378,0.2675398918033378
ASCL3,-0.1979483957090355,-0.2675345939444727,0.2675345939444727
ATP11B,-0.2089089115015721,-0.2675289334044154,0.2675289334044154
SNCB,-0.2085124222596093,-0.2675141055007321,0.2675141055007321
ZNF214,0.1946291363842558,0.2674930682103583,0.2674930682103583
PRPSAP2,-0.199907985840869,-0.2674920103800939,0.2674920103800939
WBP4,-0.2046673792526565,-0.2674896744003223,0.2674896744003223
G6PC2,-0.2108959441884419,-0.2674865766004936,0.2674865766004936
SLC18A2,-0.1850100166827077,-0.2674795534680645,0.2674795534680645
SAAL1,-0.2030105039661478,-0.2674778798682328,0.2674778798682328
CEBPD,0.1900338264235896,0.2674697385627382,0.2674697385627382
ITGA7,0.1999899210259608,0.2674081205908765,0.2674081205908765
ACTR3B,0.1933565370127086,0.2673930853023153,0.2673930853023153
KRTAP11-1,-0.1874353760475733,-0.2673869238243347,0.2673869238243347
NUBPL,0.2000410447662801,0.2673545104708003,0.2673545104708003
FGF21,-0.1947837194141062,-0.2673414720642777,0.2673414720642777
ANKRD27,-0.2114100855206002,-0.2673291087113889,0.2673291087113889
FLNA,0.1930974626776223,0.2672137308794364,0.2672137308794364
LINC02908,-0.1790165267841832,-0.2671711171032255,0.2671711171032255
MBOAT2,0.2016271938810092,0.2671542895917079,0.2671542895917079
MIR1-1HG,-0.204756929038413,-0.267150730424929,0.267150730424929
PTPRG,0.1991091015595127,0.2670927532651767,0.2670927532651767
GP9,-0.1850679889947288,-0.2670885334395488,0.2670885334395488
MED12,-0.190867414660234,-0.2670089778109484,0.2670089778109484
SYMPK,-0.1900987552262458,-0.2669941526468787,0.2669941526468787
CLDN15,-0.191129068078351,-0.2669805951987693,0.2669805951987693
NPFFR1,-0.1936039387141761,-0.2669347455752512,0.2669347455752512
ZBTB17,-0.1905951037363982,-0.2669290752156128,0.2669290752156128
SLC6A11,-0.1999524401069816,-0.2669270931047912,0.2669270931047912
MASP2,-0.2001906218951967,-0.2669015529384209,0.2669015529384209
LOC105372990,-0.1982310813480694,-0.2668877560496857,0.2668877560496857
OGFR,-0.1942684568208408,-0.2668675008981359,0.2668675008981359
RAD17,-0.2035497695872798,-0.2668167135449802,0.2668167135449802
USP40,0.1918431065745531,0.2667878946392126,0.2667878946392126
ADAM28,-0.1858619843049966,-0.2667263577692835,0.2667263577692835
STX7,-0.1900877887294285,-0.2667156424099569,0.2667156424099569
ABCB10,-0.1974464634844963,-0.2666800498513257,0.2666800498513257
PPP6R1,-0.1974694833865076,-0.266657078367013,0.266657078367013
OR7D4,-0.1999687172796607,-0.2666193565800008,0.2666193565800008
OR13C5,-0.2056698964772456,-0.2666015895471718,0.2666015895471718
VSTM5,-0.1960753647145665,-0.2665633011480044,0.2665633011480044
SERPINI2,-0.1937026840383477,-0.2664976730696296,0.2664976730696296
PPP1R13B,0.2061169957276529,0.2664730219522947,0.2664730219522947
BIRC3,-0.1957218485517788,-0.266471486375756,0.266471486375756
ZCCHC14,0.1987609874541851,0.2664652176146371,0.2664652176146371
ZDHHC7,0.1821794999616308,0.2664585214016124,0.2664585214016124
AGTR2,-0.1986853026967292,-0.2664307118671225,0.2664307118671225
DNAH14,0.1981074064442438,0.2664113375250225,0.2664113375250225
CLEC12B,-0.1987788871197926,-0.2663855880552584,0.2663855880552584
PRB1,-0.1794965687874059,-0.2663525370079207,0.2663525370079207
ZBTB40,-0.1838008804686728,-0.2663506206420654,0.2663506206420654
SNHG12,-0.2018675771147418,-0.2663457371019159,0.2663457371019159
ENO3,-0.1931375305907785,-0.2663145536621906,0.2663145536621906
STK38,-0.1939984813608095,-0.2662803727702055,0.2662803727702055
TRIM48,-0.2008966271297767,-0.2662755120326804,0.2662755120326804
RECQL5,-0.2027653370290725,-0.2661566233362226,0.2661566233362226
UPRT,-0.1966759179833328,-0.2661464455358809,0.2661464455358809
ISG15,-0.1903881870841024,-0.2661214049561554,0.2661214049561554
GTSCR1,-0.2052592601815615,-0.2661083365085159,0.2661083365085159
SH2B3,-0.2002532096034333,-0.2660939745256285,0.2660939745256285
RSL24D1,-0.1918653358708653,-0.2660345260856514,0.2660345260856514
KREMEN1,0.1973163586133424,0.2660340563405763,0.2660340563405763
NIFK,-0.1808132400221467,-0.266013057177948,0.266013057177948
NLRP10,-0.2038565185178322,-0.265992636598226,0.265992636598226
KLK12,-0.2041197598919959,-0.2659900563668478,0.2659900563668478
MATN3,0.1948605670095196,0.2659650269072725,0.2659650269072725
GRM6,-0.2019418459876103,-0.2659601842597211,0.2659601842597211
MIP,-0.192610033847993,-0.2659463858958126,0.2659463858958126
DAZL,-0.1822982034538975,-0.2659103705499522,0.2659103705499522
RIOK2,-0.1984053388985085,-0.2658979427534885,0.2658979427534885
MACIR,0.2030572660204823,0.2658149590871189,0.2658149590871189
NHSL2,-0.1920744899512021,-0.2657879595370462,0.2657879595370462
GEMIN4,-0.1975408414124722,-0.2657580570820415,0.2657580570820415
LINC00654,-0.1876501647701642,-0.2657550384703842,0.2657550384703842
MME,-0.1969824861223008,-0.2657414972259606,0.2657414972259606
DEF8,0.1974907516759492,0.2656088738417723,0.2656088738417723
TAF7,-0.2036465735134047,-0.2655542614499054,0.2655542614499054
SPDYA,-0.2012546894952898,-0.2655256187807296,0.2655256187807296
SIM2,0.2019187304011147,0.2654611217611999,0.2654611217611999
POLR2D,-0.2005898811520872,-0.2654257514309641,0.2654257514309641
PITPNM2,-0.1921061858802781,-0.265373329388671,0.265373329388671
RGS5,0.198209724824399,0.2653508977281062,0.2653508977281062
HTN3,-0.2061571680459106,-0.2653366687527621,0.2653366687527621
PTGIR,-0.1998314018109228,-0.2652612974122405,0.2652612974122405
ALDOB,-0.1903170105419427,-0.2652234166499159,0.2652234166499159
UBASH3B,-0.1995818235008535,-0.2652164350690313,0.2652164350690313
ACSM2B,-0.1921896891137828,-0.2652142682916967,0.2652142682916967
PSG8,-0.19377653992664,-0.265213055015817,0.265213055015817
ENC1,0.1923447899740926,0.2651391540510303,0.2651391540510303
PPDPFL,-0.1979435069629902,-0.2650822083004747,0.2650822083004747
HPR,-0.1967628632747766,-0.2650797591071789,0.2650797591071789
ADAM29,-0.1980814475620613,-0.2650365069513936,0.2650365069513936
REM1,-0.191817642395601,-0.2650097508826365,0.2650097508826365
OTP,-0.1901239112597856,-0.2649792106294767,0.2649792106294767
GINS2,-0.1826576760862099,-0.2649406370365746,0.2649406370365746
TMTC1,0.2007651832971362,0.2649395484079044,0.2649395484079044
FES,-0.1951853813186117,-0.2649174118854118,0.2649174118854118
CDHR5,-0.1908623323215401,-0.2648918126760007,0.2648918126760007
RUNDC1,-0.2060706565857692,-0.2648547772052651,0.2648547772052651
ADRB3,-0.1859307821533509,-0.2648265708089747,0.2648265708089747
KIF3B,0.1878254291639889,0.2647233874541484,0.2647233874541484
TSPO,0.1912891843107562,0.2647204736274078,0.2647204736274078
COL4A2,0.1958220473664935,0.2647016029681299,0.2647016029681299
MCAM,0.19246062789251,0.2646870671985302,0.2646870671985302
OSCAR,-0.205257878267294,-0.2646420723755185,0.2646420723755185
LPGAT1,0.1898247020817471,0.264615630255543,0.264615630255543
SLC5A5,-0.1951974730835592,-0.264570690538621,0.264570690538621
HIBADH,0.1809246143840051,0.264501429280273,0.264501429280273
IL17A,-0.1919756425064056,-0.2644953781163872,0.2644953781163872
ANP32B,-0.1874666398345574,-0.264477206174701,0.264477206174701
PPARD,-0.1764522801718016,-0.264453803532411,0.264453803532411
RNF19B,-0.2040312075235766,-0.2644129172682485,0.2644129172682485
SV2B,-0.1879831552673181,-0.2644085292880174,0.2644085292880174
ACD,-0.2082262595708526,-0.2643986445889647,0.2643986445889647
AKAP14,-0.180759271833466,-0.2643919981247484,0.2643919981247484
ACTRT1,-0.1966574689987048,-0.2643885032273786,0.2643885032273786
NRBP1,0.1929193834309925,0.2643727558501872,0.2643727558501872
MMP25,-0.1952342449631201,-0.2642754356755576,0.2642754356755576
TTLL1,0.1865516148081285,0.2642404163440208,0.2642404163440208
TMPRSS6,-0.1973149218406469,-0.2642224189355211,0.2642224189355211
PPFIA3,0.1977362229568005,0.2641988169828403,0.2641988169828403
COL25A1,-0.1987686300942579,-0.2641907442490805,0.2641907442490805
ROMO1,0.1817949845792217,0.2641526172854035,0.2641526172854035
UBTF,-0.1932463344420814,-0.264139660890479,0.264139660890479
UBFD1,0.1916625886917078,0.2641052102353103,0.2641052102353103
LOC100287808,-0.1974448177113936,-0.2640935483519397,0.2640935483519397
ASF1B,-0.1916681817336574,-0.2640635808451052,0.2640635808451052
TES,0.1911505033293234,0.2640380511712444,0.2640380511712444
NAB2,0.1991573341733783,0.2640206465578417,0.2640206465578417
OR4K14,-0.2006854285733448,-0.2639411985248598,0.2639411985248598
POU2AF2,-0.1908821251924193,-0.2639346352549021,0.2639346352549021
C1QL1,0.183040329774621,0.2639208356753787,0.2639208356753787
ZNF451,-0.1974009727127263,-0.2639162281079784,0.2639162281079784
SHOX,-0.1995273565531921,-0.263915599217954,0.263915599217954
HCP5,-0.1907796888707817,-0.2639100092156731,0.2639100092156731
OR2AG2,-0.192123309458295,-0.263885274622744,0.263885274622744
EFR3A,-0.1931985578180119,-0.2638770176983845,0.2638770176983845
HHEX,-0.1984175192300252,-0.2638740853541013,0.2638740853541013
PPP2R3C,-0.1845561678942076,-0.263865434296074,0.263865434296074
PDZD9,-0.192032412323539,-0.2638465866109551,0.2638465866109551
TRIB2,0.2061376876943121,0.2638400881558032,0.2638400881558032
LINS1,-0.1956304576676339,-0.2638151010803336,0.2638151010803336
LYPD6,0.1921942832014558,0.26377129983659,0.26377129983659
IL25,-0.1930203810978277,-0.2637048354370737,0.2637048354370737
KCNK9,-0.1932890747206386,-0.2636874946481871,0.2636874946481871
DTNBP1,-0.1846268444838887,-0.2636857403419003,0.2636857403419003
FTH1,0.1838845099905688,0.2636778631058748,0.2636778631058748
SNX7,0.1941265295284262,0.2636770367556568,0.2636770367556568
PRDX4,0.1897860554740127,0.263670882791897,0.263670882791897
CCR1,-0.1913112957787559,-0.2635914371445552,0.2635914371445552
EIF3D,-0.1786816240633335,-0.2635748678080538,0.2635748678080538
NHERF1,-0.2114846138436972,-0.2635170459999696,0.2635170459999696
MUC2,-0.1961556412765279,-0.2634997548502933,0.2634997548502933
TNKS1BP1,0.1925048880198225,0.2634894757237019,0.2634894757237019
HAUS1,-0.1837111240570639,-0.2634733772887065,0.2634733772887065
IKBKG,-0.1980830391963035,-0.2633939127706416,0.2633939127706416
AP1G2,-0.1997393908829057,-0.2633794570134617,0.2633794570134617
COMMD8,-0.18869710937832,-0.2633720297546809,0.2633720297546809
TNNI2,-0.1946850234041885,-0.2633415233389269,0.2633415233389269
ZBTB18,-0.1965081868725651,-0.2633389244782615,0.2633389244782615
VSIG4,-0.1947226117728524,-0.2632951533710671,0.2632951533710671
CFAP299,-0.1981220223821269,-0.2632736560083792,0.2632736560083792
SMARCD2,-0.1992209457846945,-0.2632413494629342,0.2632413494629342
AQP9,-0.1894443161401833,-0.2631929222036051,0.2631929222036051
CYP2F1,-0.189028361283408,-0.2631224409738488,0.2631224409738488
THEMIS,-0.1799821181329024,-0.2631077827458253,0.2631077827458253
LAMA5,0.1810516433111804,0.2631014372911447,0.2631014372911447
CYP2A13,-0.1865572641205268,-0.2631003214759593,0.2631003214759593
NPTX2,0.1888846990758086,0.2630898095943287,0.2630898095943287
TCEAL7,-0.1970434149857398,-0.2630803156016627,0.2630803156016627
CEACAM6,0.1796410958390222,0.2629988712121151,0.2629988712121151
PTPRT,-0.1875506255197176,-0.2629740205202869,0.2629740205202869
SRSF12,0.1963531359181152,0.2629737283511784,0.2629737283511784
DLEU2,-0.1897046589658479,-0.2629430850673009,0.2629430850673009
CEP192,-0.1965279287621752,-0.2629309316203141,0.2629309316203141
ZNF202,-0.1933233094156703,-0.2628752784037904,0.2628752784037904
CPNE6,-0.1907714909295261,-0.2628477626527568,0.2628477626527568
TMEM178A,0.1870721034552165,0.2628355167740309,0.2628355167740309
HABP4,0.2028184158411683,0.2627359493132062,0.2627359493132062
COPA,0.1905727253415943,0.2626980909980889,0.2626980909980889
HOXD12,-0.2031691490036546,-0.2626550866995416,0.2626550866995416
HDAC11,0.2027327263101197,0.2626462627657764,0.2626462627657764
C3orf22,-0.1895141215034339,-0.2626178844450283,0.2626178844450283
SPINK8,-0.202506827812992,-0.262591274031052,0.262591274031052
ZFYVE9,0.2006596237993054,0.2625871133654797,0.2625871133654797
OR5M11,-0.2075496663903129,-0.2625800501423545,0.2625800501423545
NOX1,-0.196439162260539,-0.2625657151844786,0.2625657151844786
FAM200B,0.2012603726718635,0.262538293079558,0.262538293079558
SPAG6,-0.1977452143143434,-0.2625225153577297,0.2625225153577297
THUMPD1,-0.1980294479267002,-0.262508964011031,0.262508964011031
INHA,-0.1873139937474821,-0.2624683639886197,0.2624683639886197
MAD2L1BP,-0.1966584943388492,-0.2624439664342,0.2624439664342
FSCN3,-0.1963071740038646,-0.2624325602673389,0.2624325602673389
RPP25,0.1918624248300888,0.2623901683795004,0.2623901683795004
ADGRF3,-0.1763308947530575,-0.2623575659016318,0.2623575659016318
DGKB,-0.1868600049257516,-0.2623270318678198,0.2623270318678198
HSPE1,0.2068170893213574,0.2623116537299674,0.2623116537299674
MBOAT1,-0.197261968355936,-0.2623087165435616,0.2623087165435616
MCM6,-0.1888050746195864,-0.262225508716026,0.262225508716026
FITM2,0.1898605973649605,0.2621893429752017,0.2621893429752017
PEX14,-0.2033529852925486,-0.2621557858021508,0.2621557858021508
AWAT1,-0.1886456368426747,-0.2621513031327249,0.2621513031327249
OR5B17,-0.1898989528477992,-0.2621413784220662,0.2621413784220662
GMDS,-0.1935890705311536,-0.2621030891185455,0.2621030891185455
RTTN,-0.1893835407627806,-0.2620956671009646,0.2620956671009646
POMGNT2,0.197413702281481,0.2620727191544251,0.2620727191544251
MS4A10,-0.1856686477418332,-0.2620326805811749,0.2620326805811749
SARDH,-0.2089833632684605,-0.2620102385031864,0.2620102385031864
KLK10,-0.1812413750997477,-0.2620065513581127,0.2620065513581127
ADGRF5,0.1961271515364,0.2619686435371894,0.2619686435371894
GIMAP7,-0.1858516598351043,-0.2619518005006944,0.2619518005006944
GCNT4,-0.2040228596844358,-0.2619035550960965,0.2619035550960965
KCNC4,-0.193378349718726,-0.2618887218013326,0.2618887218013326
PLLP,0.1868903030996076,0.2618805879943818,0.2618805879943818
TUBA4A,-0.1981234757093641,-0.2618649278997839,0.2618649278997839
NKRF,-0.1950288220416158,-0.261812728946131,0.261812728946131
AATK,0.1908161242975916,0.2618087596296151,0.2618087596296151
TEX10,-0.1991509037734387,-0.2617539803100402,0.2617539803100402
IL10,-0.1900499898633096,-0.2617238926899083,0.2617238926899083
WNT16,-0.2022528176942533,-0.2616961778199038,0.2616961778199038
TGFB1I1,0.195459449011218,0.261690437081392,0.261690437081392
MR1,-0.1963763987437037,-0.2616693530664557,0.2616693530664557
TBPL1,-0.1888268978099008,-0.2616003390667092,0.2616003390667092
CHD1,-0.1852216800087243,-0.2615990411594453,0.2615990411594453
LIPM,-0.1941025622681111,-0.2615921930787517,0.2615921930787517
CFAP300,0.1956099088343945,0.2615555752625091,0.2615555752625091
PLD6,-0.2000815041140171,-0.2615416717754241,0.2615416717754241
CRTC1,-0.1892851725985993,-0.26152689578918,0.26152689578918
RXFP3,-0.1796470065984614,-0.26147247417685,0.26147247417685
FAF2,0.1881006669575144,0.2614671635013417,0.2614671635013417
IRAK1,-0.1990644880890695,-0.2614552964375194,0.2614552964375194
LMNTD2,-0.1814374690222955,-0.261437702075575,0.261437702075575
GTF3C1,0.1959163882461805,0.2613611898432218,0.2613611898432218
CLEC7A,-0.196325529041947,-0.2613412326731329,0.2613412326731329
HIC1,-0.1910706432898719,-0.261244962774207,0.261244962774207
CTNNBIP1,0.1893983099018541,0.26119559713845,0.26119559713845
C1orf53,0.1825171395832514,0.2611848433612032,0.2611848433612032
